date,days,cloud_cover,pressure,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2000-01-25,25,6,1.0137,0.0,0.0,-3.8,-7.6,-1.0,STOCKHOLM,2000,1
2000-01-26,26,2,1.0075,0.0,5.6,0.1,-3.2,4.1,STOCKHOLM,2000,1
2000-01-27,27,7,1.0017,0.11,0.0,1.0,0.0,2.6,STOCKHOLM,2000,1
2000-01-28,28,1,0.9952,0.0,1.8,-1.4,-3.0,2.5,STOCKHOLM,2000,1
2000-01-29,29,8,0.9721,0.58,0.0,1.5,-3.0,2.5,STOCKHOLM,2000,1
2000-01-30,30,6,0.9732,0.08,2.4,1.2,-0.5,3.0,STOCKHOLM,2000,1
2000-01-31,31,5,0.9971,0.0,4.4,-3.4,-4.8,-0.5,STOCKHOLM,2000,1
2000-02-01,32,4,1.0037,0.08,4.8,-2.8,-4.6,-1.4,STOCKHOLM,2000,2
2000-02-02,33,7,0.9895,0.02,0.7,-0.8,-1.9,1.3,STOCKHOLM,2000,2
2000-02-03,34,1,1.0097,0.0,7.6,-3.9,-7.0,-1.2,STOCKHOLM,2000,2
2000-02-04,35,7,1.0021,0.0,0.0,2.9,-1.5,5.1,STOCKHOLM,2000,2
2000-02-05,36,7,1.0106,0.0,3.2,2.0,0.5,5.0,STOCKHOLM,2000,2
2000-02-06,37,5,1.0023,0.0,2.3,5.7,2.2,7.5,STOCKHOLM,2000,2
2000-02-07,38,7,0.9934,0.28,0.6,4.0,1.5,5.7,STOCKHOLM,2000,2
2000-02-08,39,4,0.9857,0.0,1.8,2.7,1.5,4.8,STOCKHOLM,2000,2
2000-02-09,40,5,0.993,0.0,0.1,-0.7,-3.4,1.6,STOCKHOLM,2000,2
2000-02-10,41,6,1.0028,0.0,3.5,0.7,-3.0,3.8,STOCKHOLM,2000,2
2000-02-11,42,2,1.0029,0.0,6.2,4.3,2.6,6.3,STOCKHOLM,2000,2
2000-02-12,43,7,1.0083,0.03,5.8,4.6,3.2,5.7,STOCKHOLM,2000,2
2000-02-13,44,7,0.9955,0.0,3.0,2.7,1.5,4.4,STOCKHOLM,2000,2
2000-02-14,45,2,1.0041,0.0,6.6,-0.1,-2.0,2.7,STOCKHOLM,2000,2
2000-02-15,46,7,0.9994,0.1,0.0,0.2,-2.5,1.5,STOCKHOLM,2000,2
2000-02-16,47,8,0.9958,0.01,0.0,-0.3,-1.5,1.5,STOCKHOLM,2000,2
2000-02-17,48,3,0.9999,0.0,6.2,-1.0,-2.0,1.0,STOCKHOLM,2000,2
2000-02-18,49,5,1.0056,0.0,4.8,-2.6,-5.1,0.8,STOCKHOLM,2000,2
2000-02-19,50,7,1.0123,0.0,0.0,-2.9,-5.0,-0.8,STOCKHOLM,2000,2
2000-02-20,51,1,1.0206,0.0,9.1,-2.8,-5.6,-0.6,STOCKHOLM,2000,2
2000-02-21,52,0,1.0238,0.0,9.4,-3.6,-6.9,-0.7,STOCKHOLM,2000,2
2000-02-22,53,5,1.0223,0.0,0.0,-2.5,-5.1,-1.0,STOCKHOLM,2000,2
2000-02-23,54,7,1.0257,0.0,1.1,-2.1,-4.5,-0.4,STOCKHOLM,2000,2
2000-02-24,55,8,1.0114,0.48,0.0,-0.4,-1.5,0.3,STOCKHOLM,2000,2
2000-02-25,56,4,1.0043,0.01,6.0,-0.7,-3.2,1.6,STOCKHOLM,2000,2
2000-02-26,57,4,1.0168,0.0,6.0,-1.1,-5.0,1.9,STOCKHOLM,2000,2
2000-02-27,58,6,1.0139,0.0,1.4,3.4,0.5,4.5,STOCKHOLM,2000,2
2000-02-28,59,6,0.9951,0.03,0.0,4.5,3.5,5.7,STOCKHOLM,2000,2
2000-02-29,60,6,0.9986,0.0,1.0,4.7,2.8,6.6,STOCKHOLM,2000,2
2000-03-01,61,8,0.9815,0.42,0.0,2.6,1.2,4.7,STOCKHOLM,2000,3
2000-03-02,62,4,0.9957,0.3,7.5,1.0,-0.2,3.1,STOCKHOLM,2000,3
2000-03-03,63,6,0.9734,0.72,1.0,1.7,-0.5,3.5,STOCKHOLM,2000,3
2000-03-04,64,5,0.9896,0.0,7.4,-2.6,-5.4,2.2,STOCKHOLM,2000,3
2000-03-05,65,4,1.0107,0.0,8.4,-3.5,-4.1,-0.5,STOCKHOLM,2000,3
2000-03-06,66,8,0.9951,0.66,0.0,1.4,-5.9,6.0,STOCKHOLM,2000,3
2000-03-07,67,1,0.9904,0.0,10.6,4.6,2.5,7.2,STOCKHOLM,2000,3
2000-03-08,68,6,0.998,0.18,5.0,0.5,-1.4,4.8,STOCKHOLM,2000,3
2000-03-09,69,3,0.9985,0.0,5.6,-0.2,-2.3,1.5,STOCKHOLM,2000,3
2000-03-10,70,4,1.0117,0.0,9.2,1.7,-2.0,3.0,STOCKHOLM,2000,3
2000-03-11,71,5,1.0112,0.0,9.7,-1.1,-3.4,2.0,STOCKHOLM,2000,3
2000-03-12,72,6,1.018,0.0,4.3,-0.4,-5.0,3.0,STOCKHOLM,2000,3
2000-03-13,73,8,1.0086,0.1,0.7,4.0,1.0,7.0,STOCKHOLM,2000,3
2000-03-14,74,4,0.9966,0.65,7.8,4.8,3.0,7.0,STOCKHOLM,2000,3
2000-03-15,75,3,1.0045,0.0,7.3,1.0,-1.9,5.2,STOCKHOLM,2000,3
2000-03-16,76,1,1.0147,0.0,10.2,0.2,-2.8,3.5,STOCKHOLM,2000,3
2000-03-17,77,4,1.0198,0.0,8.0,0.1,-2.5,2.9,STOCKHOLM,2000,3
2000-03-18,78,8,1.0234,0.0,0.3,1.0,-2.8,4.9,STOCKHOLM,2000,3
2000-03-19,79,6,1.025,0.0,2.9,1.9,-1.0,5.0,STOCKHOLM,2000,3
2000-03-20,80,2,1.0108,0.0,11.1,8.3,2.6,13.4,STOCKHOLM,2000,3
2000-03-21,81,5,1.011,0.0,4.3,7.1,3.1,11.7,STOCKHOLM,2000,3
2000-03-22,82,4,1.0081,0.0,10.7,5.0,2.1,8.2,STOCKHOLM,2000,3
2000-03-23,83,3,1.0077,0.0,9.8,2.4,0.0,6.0,STOCKHOLM,2000,3
2000-03-24,84,2,1.0147,0.0,9.7,3.3,-1.0,7.2,STOCKHOLM,2000,3
2000-03-25,85,5,1.0164,0.0,9.7,3.7,0.0,7.7,STOCKHOLM,2000,3
2000-03-26,86,6,1.0168,0.0,-1.7,1.5,0.0,5.0,STOCKHOLM,2000,3
2000-03-27,87,7,1.0262,0.0,8.8,0.6,-1.0,2.3,STOCKHOLM,2000,3
2000-03-28,88,3,1.029,0.0,12.5,0.3,-2.7,3.8,STOCKHOLM,2000,3
2000-03-29,89,2,1.0265,0.0,12.7,2.1,-3.8,6.8,STOCKHOLM,2000,3
2000-03-30,90,1,1.0149,0.0,12.6,5.9,-0.3,11.3,STOCKHOLM,2000,3
2000-03-31,91,4,1.0024,0.0,8.4,7.9,4.2,12.1,STOCKHOLM,2000,3
2000-04-01,92,6,1.0009,0.0,2.8,2.3,0.8,8.3,STOCKHOLM,2000,4
2000-04-02,93,8,1.0111,0.08,0.7,-1.1,-2.2,1.0,STOCKHOLM,2000,4
2000-04-03,94,8,1.0076,0.0,0.0,0.8,-1.5,3.2,STOCKHOLM,2000,4
2000-04-04,95,8,0.9968,0.52,1.9,5.0,1.2,10.0,STOCKHOLM,2000,4
2000-04-05,96,5,0.9982,0.17,4.6,1.1,-1.4,5.7,STOCKHOLM,2000,4
2000-04-06,97,1,1.0158,0.0,13.3,3.7,-1.6,7.0,STOCKHOLM,2000,4
2000-04-07,98,1,1.0255,0.0,12.8,2.6,-0.6,6.8,STOCKHOLM,2000,4
2000-04-08,99,1,1.0258,0.0,13.0,2.2,-2.5,6.9,STOCKHOLM,2000,4
2000-04-09,100,5,1.0213,0.0,3.8,2.4,-2.0,6.2,STOCKHOLM,2000,4
2000-04-10,101,8,1.0138,0.02,0.0,4.3,2.0,6.8,STOCKHOLM,2000,4
2000-04-11,102,7,1.0065,0.0,1.4,3.1,1.9,5.6,STOCKHOLM,2000,4
2000-04-12,103,7,1.0033,0.53,2.1,3.4,0.7,6.8,STOCKHOLM,2000,4
2000-04-13,104,8,0.99,0.51,0.1,4.3,3.1,7.8,STOCKHOLM,2000,4
2000-04-14,105,8,0.9904,0.13,0.2,3.5,1.4,5.0,STOCKHOLM,2000,4
2000-04-15,106,6,1.0004,0.02,2.2,5.8,2.0,9.0,STOCKHOLM,2000,4
2000-04-16,107,7,1.0037,0.34,3.4,6.0,3.1,9.2,STOCKHOLM,2000,4
2000-04-17,108,7,1.0066,0.01,3.0,8.3,4.7,12.2,STOCKHOLM,2000,4
2000-04-18,109,7,1.0102,0.04,0.2,9.3,5.1,13.0,STOCKHOLM,2000,4
2000-04-19,110,6,1.0168,0.0,7.9,10.5,6.4,15.5,STOCKHOLM,2000,4
2000-04-20,111,5,1.0145,0.09,6.5,10.3,6.6,13.7,STOCKHOLM,2000,4
2000-04-21,112,1,1.0158,0.0,13.8,11.3,6.2,17.6,STOCKHOLM,2000,4
2000-04-22,113,2,1.0159,0.0,12.1,12.6,7.0,16.7,STOCKHOLM,2000,4
2000-04-23,114,7,1.0119,0.0,2.5,11.9,9.0,15.4,STOCKHOLM,2000,4
2000-04-24,115,6,1.0103,0.0,8.2,11.5,9.5,15.2,STOCKHOLM,2000,4
2000-04-25,116,7,1.0104,0.03,1.2,9.2,5.5,12.4,STOCKHOLM,2000,4
2000-04-26,117,5,1.0187,0.0,8.6,11.5,6.5,18.0,STOCKHOLM,2000,4
2000-04-27,118,4,1.0228,0.0,10.1,10.2,6.0,15.2,STOCKHOLM,2000,4
2000-04-28,119,5,1.0247,0.0,8.2,13.1,6.8,20.6,STOCKHOLM,2000,4
2000-04-29,120,5,1.0238,0.0,13.0,15.7,7.3,22.2,STOCKHOLM,2000,4
2000-04-30,121,4,1.0266,0.02,11.0,11.1,8.4,19.0,STOCKHOLM,2000,4
2000-05-01,122,7,1.0316,0.01,0.1,7.8,7.0,10.3,STOCKHOLM,2000,5
2000-05-02,123,8,1.0302,0.08,0.0,7.3,6.0,9.0,STOCKHOLM,2000,5
2000-05-03,124,6,1.0216,0.07,0.5,8.7,6.5,11.5,STOCKHOLM,2000,5
2000-05-04,125,3,1.0226,0.0,15.0,8.1,5.9,14.6,STOCKHOLM,2000,5
2000-05-05,126,5,1.0172,0.0,11.4,12.2,6.7,19.1,STOCKHOLM,2000,5
2000-05-06,127,2,1.0245,0.0,15.5,10.3,6.5,14.4,STOCKHOLM,2000,5
2000-05-07,128,1,1.025,0.0,15.5,11.3,4.5,18.0,STOCKHOLM,2000,5
2000-05-08,129,2,1.0244,0.0,13.5,13.5,9.5,19.0,STOCKHOLM,2000,5
2000-05-09,130,1,1.0234,0.0,15.4,15.9,7.6,24.0,STOCKHOLM,2000,5
2000-05-10,131,4,1.0159,0.15,11.9,17.3,13.0,24.8,STOCKHOLM,2000,5
2000-05-11,132,3,1.0187,0.0,9.9,10.4,7.6,14.4,STOCKHOLM,2000,5
2000-05-12,133,3,1.0266,0.0,11.6,7.3,3.1,11.9,STOCKHOLM,2000,5
2000-05-13,134,4,1.0201,0.0,11.9,13.9,6.9,20.4,STOCKHOLM,2000,5
2000-05-14,135,3,1.0205,0.0,15.6,15.9,11.5,23.0,STOCKHOLM,2000,5
2000-05-15,136,2,1.0167,0.0,14.9,16.3,10.0,22.6,STOCKHOLM,2000,5
2000-05-16,137,3,1.0193,0.0,14.7,12.9,8.2,18.8,STOCKHOLM,2000,5
2000-05-17,138,3,1.0094,0.0,14.6,16.8,10.2,24.5,STOCKHOLM,2000,5
2000-05-18,139,5,1.0046,0.29,5.8,15.4,11.8,19.3,STOCKHOLM,2000,5
2000-05-19,140,8,1.0051,0.35,0.1,12.8,11.0,17.4,STOCKHOLM,2000,5
2000-05-20,141,7,1.0056,0.2,0.0,12.6,10.2,15.0,STOCKHOLM,2000,5
2000-05-21,142,6,1.0039,0.0,5.1,13.2,10.0,16.7,STOCKHOLM,2000,5
2000-05-22,143,7,1.0088,0.13,4.2,12.8,9.2,18.8,STOCKHOLM,2000,5
2000-05-23,144,5,1.013,0.0,7.9,14.3,10.6,19.0,STOCKHOLM,2000,5
2000-05-24,145,8,1.0093,0.39,0.1,13.2,10.2,17.4,STOCKHOLM,2000,5
2000-05-25,146,7,1.0072,0.6,6.7,11.8,9.0,16.4,STOCKHOLM,2000,5
2000-05-26,147,5,1.0014,0.1,4.9,10.5,7.7,14.0,STOCKHOLM,2000,5
2000-05-27,148,5,1.0106,0.12,9.8,12.9,9.1,19.2,STOCKHOLM,2000,5
2000-05-28,149,7,1.0091,0.03,13.7,13.0,8.6,17.1,STOCKHOLM,2000,5
2000-05-29,150,7,1.0008,0.02,4.1,12.3,10.0,17.0,STOCKHOLM,2000,5
2000-05-30,151,6,1.0034,0.0,3.0,12.0,9.5,14.7,STOCKHOLM,2000,5
2000-05-31,152,7,1.0094,0.59,5.5,10.3,8.0,13.7,STOCKHOLM,2000,5
2000-06-01,153,4,1.0173,0.3,13.4,12.4,7.6,17.1,STOCKHOLM,2000,6
2000-06-02,154,7,1.0082,0.56,1.3,12.8,9.8,17.0,STOCKHOLM,2000,6
2000-06-03,155,1,1.0113,0.0,16.2,13.6,10.3,17.3,STOCKHOLM,2000,6
2000-06-04,156,1,1.0183,0.0,16.2,11.9,8.0,15.8,STOCKHOLM,2000,6
2000-06-05,157,1,1.0206,0.0,17.5,11.0,7.2,15.8,STOCKHOLM,2000,6
2000-06-06,158,7,1.0177,0.4,10.6,12.8,7.6,18.1,STOCKHOLM,2000,6
2000-06-07,159,8,1.0054,1.5,0.0,9.4,8.2,14.3,STOCKHOLM,2000,6
2000-06-08,160,6,1.0099,0.09,4.8,12.1,8.6,17.1,STOCKHOLM,2000,6
2000-06-09,161,2,1.0198,0.0,16.6,15.9,10.1,20.8,STOCKHOLM,2000,6
2000-06-10,162,3,1.0169,0.0,14.6,17.3,12.6,22.5,STOCKHOLM,2000,6
2000-06-11,163,3,1.008,0.0,13.9,19.2,13.5,25.0,STOCKHOLM,2000,6
2000-06-12,164,5,1.0085,0.46,7.5,13.9,10.8,22.8,STOCKHOLM,2000,6
2000-06-13,165,6,1.0104,0.0,4.7,16.1,11.2,21.0,STOCKHOLM,2000,6
2000-06-14,166,1,1.0096,0.0,16.1,15.8,11.6,20.5,STOCKHOLM,2000,6
2000-06-15,167,3,1.0064,0.05,12.4,14.6,10.5,19.5,STOCKHOLM,2000,6
2000-06-16,168,5,1.0115,0.31,8.4,10.6,8.4,15.0,STOCKHOLM,2000,6
2000-06-17,169,6,1.0226,0.0,5.1,11.7,9.6,14.4,STOCKHOLM,2000,6
2000-06-18,170,6,1.0234,0.0,10.2,13.9,8.3,20.3,STOCKHOLM,2000,6
2000-06-19,171,6,1.017,0.0,7.9,17.4,13.4,23.2,STOCKHOLM,2000,6
2000-06-20,172,6,1.0111,0.0,11.6,20.4,17.2,27.3,STOCKHOLM,2000,6
2000-06-21,173,6,1.0147,0.0,10.8,18.5,12.8,25.4,STOCKHOLM,2000,6
2000-06-22,174,8,1.0101,0.38,4.5,19.6,16.0,25.0,STOCKHOLM,2000,6
2000-06-23,175,4,1.0109,0.0,11.5,17.5,13.2,22.7,STOCKHOLM,2000,6
2000-06-24,176,5,1.0091,0.0,10.9,17.7,13.1,23.0,STOCKHOLM,2000,6
2000-06-25,177,8,1.0081,0.1,1.0,15.6,13.0,20.0,STOCKHOLM,2000,6
2000-06-26,178,7,1.0045,0.0,1.1,15.6,14.0,19.5,STOCKHOLM,2000,6
2000-06-27,179,7,1.0037,0.0,0.4,12.9,12.0,16.0,STOCKHOLM,2000,6
2000-06-28,180,3,1.0101,0.0,11.6,14.5,8.5,21.5,STOCKHOLM,2000,6
2000-06-29,181,8,1.0083,3.58,0.0,12.3,11.0,17.0,STOCKHOLM,2000,6
2000-06-30,182,8,1.0042,0.0,1.2,14.4,13.0,16.0,STOCKHOLM,2000,6
2000-07-01,183,5,1.0104,0.03,8.4,14.8,12.1,18.7,STOCKHOLM,2000,7
2000-07-02,184,7,1.0107,0.07,0.3,13.8,11.0,16.3,STOCKHOLM,2000,7
2000-07-03,185,2,1.0083,0.0,12.0,19.0,13.0,25.0,STOCKHOLM,2000,7
2000-07-04,186,3,1.0078,0.0,14.6,21.7,16.6,26.8,STOCKHOLM,2000,7
2000-07-05,187,7,1.0084,0.22,7.8,20.2,16.4,25.0,STOCKHOLM,2000,7
2000-07-06,188,5,1.0103,0.0,7.4,17.4,12.5,23.0,STOCKHOLM,2000,7
2000-07-07,189,7,1.0062,0.03,0.9,16.5,15.3,19.9,STOCKHOLM,2000,7
2000-07-08,190,6,1.0014,0.21,7.8,15.4,12.8,19.4,STOCKHOLM,2000,7
2000-07-09,191,4,1.0007,0.15,8.5,15.2,12.5,20.4,STOCKHOLM,2000,7
2000-07-10,192,6,1.0006,0.57,8.3,15.7,12.4,19.5,STOCKHOLM,2000,7
2000-07-11,193,7,1.0009,0.58,5.1,16.8,13.5,20.5,STOCKHOLM,2000,7
2000-07-12,194,8,0.9976,0.78,0.0,15.5,15.0,17.9,STOCKHOLM,2000,7
2000-07-13,195,8,0.9886,2.02,0.0,15.1,14.5,16.6,STOCKHOLM,2000,7
2000-07-14,196,6,0.9973,0.02,4.1,14.2,11.5,17.4,STOCKHOLM,2000,7
2000-07-15,197,8,1.0026,0.82,0.0,14.2,13.2,16.5,STOCKHOLM,2000,7
2000-07-16,198,8,1.0028,0.01,0.0,13.9,11.7,15.6,STOCKHOLM,2000,7
2000-07-17,199,5,1.0089,0.0,5.3,17.8,14.5,22.5,STOCKHOLM,2000,7
2000-07-18,200,7,1.0038,0.04,2.0,16.4,13.0,19.9,STOCKHOLM,2000,7
2000-07-19,201,7,0.9995,0.05,1.6,16.8,15.0,19.5,STOCKHOLM,2000,7
2000-07-20,202,8,1.0076,0.26,0.0,15.5,14.6,18.0,STOCKHOLM,2000,7
2000-07-21,203,7,1.0186,0.0,2.3,16.9,13.8,20.5,STOCKHOLM,2000,7
2000-07-22,204,6,1.0175,0.3,8.6,18.5,13.3,23.2,STOCKHOLM,2000,7
2000-07-23,205,8,1.0117,0.67,0.0,15.3,10.9,22.1,STOCKHOLM,2000,7
2000-07-24,206,7,1.0111,0.0,3.7,16.0,14.1,18.7,STOCKHOLM,2000,7
2000-07-25,207,8,1.0053,1.93,0.0,15.0,13.7,17.4,STOCKHOLM,2000,7
2000-07-26,208,8,1.0064,1.97,0.0,13.5,13.0,14.6,STOCKHOLM,2000,7
2000-07-27,209,7,1.0119,0.13,2.2,14.5,12.8,16.3,STOCKHOLM,2000,7
2000-07-28,210,2,1.0114,0.02,11.5,15.8,9.5,22.5,STOCKHOLM,2000,7
2000-07-29,211,6,1.0109,0.0,3.7,15.2,13.0,18.8,STOCKHOLM,2000,7
2000-07-30,212,4,1.0109,0.0,7.7,17.6,13.8,22.9,STOCKHOLM,2000,7
2000-07-31,213,3,1.0121,0.0,-1.7,19.2,15.0,23.5,STOCKHOLM,2000,7
2000-08-01,214,3,1.0138,0.0,5.1,19.1,15.0,24.0,STOCKHOLM,2000,8
2000-08-02,215,7,1.0115,0.53,5.1,17.4,15.4,21.6,STOCKHOLM,2000,8
2000-08-03,216,7,1.011,0.0,5.1,15.9,15.0,17.2,STOCKHOLM,2000,8
2000-08-04,217,2,1.0142,0.0,5.1,17.4,13.2,22.0,STOCKHOLM,2000,8
2000-08-05,218,4,1.0149,0.0,5.1,17.8,14.5,21.0,STOCKHOLM,2000,8
2000-08-06,219,6,1.0094,0.0,5.1,17.3,14.6,20.5,STOCKHOLM,2000,8
2000-08-07,220,3,1.0046,0.0,5.1,16.1,12.0,20.7,STOCKHOLM,2000,8
2000-08-08,221,5,1.005,0.02,5.1,14.7,12.0,18.0,STOCKHOLM,2000,8
2000-08-09,222,3,1.0103,0.0,5.1,16.1,11.8,20.6,STOCKHOLM,2000,8
2000-08-10,223,4,1.0114,0.0,5.1,17.2,13.2,22.0,STOCKHOLM,2000,8
2000-08-11,224,5,1.0089,0.0,5.1,17.4,13.1,22.0,STOCKHOLM,2000,8
2000-08-12,225,6,1.0088,0.04,5.1,18.1,16.2,21.0,STOCKHOLM,2000,8
2000-08-13,226,5,1.0186,0.0,5.1,15.9,13.5,18.3,STOCKHOLM,2000,8
2000-08-14,227,3,1.0203,0.1,5.1,17.9,12.8,23.0,STOCKHOLM,2000,8
2000-08-15,228,8,1.011,0.05,5.1,18.1,15.5,21.3,STOCKHOLM,2000,8
2000-08-16,229,5,1.0075,0.0,5.1,17.7,15.5,20.0,STOCKHOLM,2000,8
2000-08-17,230,4,1.0077,0.03,5.1,17.0,14.2,21.0,STOCKHOLM,2000,8
2000-08-18,231,4,1.0083,0.02,5.1,17.5,14.3,22.0,STOCKHOLM,2000,8
2000-08-19,232,3,1.0123,0.0,5.1,17.1,12.2,22.7,STOCKHOLM,2000,8
2000-08-20,233,7,1.0091,0.18,5.1,15.7,14.2,18.2,STOCKHOLM,2000,8
2000-08-21,234,5,1.0073,0.0,5.1,15.9,12.0,18.6,STOCKHOLM,2000,8
2000-08-22,235,6,1.0109,0.0,5.1,15.0,11.6,19.8,STOCKHOLM,2000,8
2000-08-23,236,4,1.0147,0.03,5.1,14.1,10.5,18.7,STOCKHOLM,2000,8
2000-08-24,237,7,1.0077,0.15,5.1,13.3,12.5,15.7,STOCKHOLM,2000,8
2000-08-25,238,4,1.0162,0.0,5.1,13.5,9.6,16.6,STOCKHOLM,2000,8
2000-08-26,239,1,1.0236,0.0,5.1,16.0,10.8,22.3,STOCKHOLM,2000,8
2000-08-27,240,1,1.0255,0.0,5.1,16.6,12.0,21.8,STOCKHOLM,2000,8
2000-08-28,241,3,1.0242,0.0,5.1,17.0,13.1,21.9,STOCKHOLM,2000,8
2000-08-29,242,5,1.019,0.81,5.1,17.1,13.7,21.3,STOCKHOLM,2000,8
2000-08-30,243,7,1.0145,0.0,5.1,16.3,14.3,19.5,STOCKHOLM,2000,8
2000-08-31,244,5,1.0096,0.52,-1.7,14.1,13.2,17.4,STOCKHOLM,2000,8
2000-09-01,245,6,1.0076,0.0,6.8,13.7,9.5,17.7,STOCKHOLM,2000,9
2000-09-02,246,4,1.0041,0.63,8.5,15.2,11.6,20.0,STOCKHOLM,2000,9
2000-09-03,247,7,1.006,0.84,0.2,11.3,10.2,15.4,STOCKHOLM,2000,9
2000-09-04,248,3,1.012,0.0,7.7,10.6,8.2,13.6,STOCKHOLM,2000,9
2000-09-05,249,4,1.017,0.0,8.6,11.0,7.2,14.8,STOCKHOLM,2000,9
2000-09-06,250,7,1.0135,0.0,3.4,11.9,7.8,15.6,STOCKHOLM,2000,9
2000-09-07,251,5,1.0137,0.17,6.4,13.8,11.2,16.4,STOCKHOLM,2000,9
2000-09-08,252,7,1.0078,0.05,0.2,14.5,12.8,17.0,STOCKHOLM,2000,9
2000-09-09,253,3,1.0103,0.0,10.0,14.7,11.0,18.4,STOCKHOLM,2000,9
2000-09-10,254,2,1.0106,0.0,10.7,14.2,10.9,17.7,STOCKHOLM,2000,9
2000-09-11,255,3,1.0131,0.0,8.2,12.3,9.8,15.5,STOCKHOLM,2000,9
2000-09-12,256,2,1.0163,0.0,12.0,11.3,7.5,15.5,STOCKHOLM,2000,9
2000-09-13,257,2,1.0168,0.0,11.4,10.7,6.3,15.1,STOCKHOLM,2000,9
2000-09-14,258,3,1.0212,0.04,9.0,9.1,6.2,13.6,STOCKHOLM,2000,9
2000-09-15,259,3,1.0237,0.0,9.5,10.2,5.0,15.4,STOCKHOLM,2000,9
2000-09-16,260,4,1.0202,0.0,7.6,11.3,7.9,14.9,STOCKHOLM,2000,9
2000-09-17,261,3,1.0196,0.0,9.3,12.2,8.2,16.1,STOCKHOLM,2000,9
2000-09-18,262,4,1.0207,0.0,10.7,11.7,8.5,16.0,STOCKHOLM,2000,9
2000-09-19,263,4,1.0236,0.0,5.9,11.0,7.8,15.1,STOCKHOLM,2000,9
2000-09-20,264,1,1.0256,0.0,11.3,10.4,5.6,15.4,STOCKHOLM,2000,9
2000-09-21,265,4,1.0292,0.0,4.6,9.8,5.0,14.7,STOCKHOLM,2000,9
2000-09-22,266,1,1.0335,0.0,11.3,10.9,6.3,15.3,STOCKHOLM,2000,9
2000-09-23,267,1,1.0352,0.0,11.1,11.4,7.5,16.4,STOCKHOLM,2000,9
2000-09-24,268,1,1.0329,0.0,11.1,11.4,7.3,16.8,STOCKHOLM,2000,9
2000-09-25,269,1,1.0288,0.0,11.5,11.6,7.3,16.3,STOCKHOLM,2000,9
2000-09-26,270,5,1.0276,0.0,1.7,11.1,8.2,14.2,STOCKHOLM,2000,9
2000-09-27,271,4,1.0227,0.1,7.1,11.9,8.0,16.0,STOCKHOLM,2000,9
2000-09-28,272,8,1.0147,0.0,0.2,13.0,10.7,15.3,STOCKHOLM,2000,9
2000-09-29,273,5,1.0147,0.0,2.3,15.5,13.6,18.6,STOCKHOLM,2000,9
2000-09-30,274,1,1.0205,0.0,10.4,14.5,12.5,18.4,STOCKHOLM,2000,9
2000-10-01,275,4,1.016,1.1,6.7,12.8,10.9,15.4,STOCKHOLM,2000,10
2000-10-02,276,7,1.0087,0.14,2.6,14.2,12.8,16.8,STOCKHOLM,2000,10
