date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2000-01-17,17,1,7.0,18.5,0.41,1.0051,0.21,0.0,6.3,7.7,-1.0,10.2,OSLO,2000
2000-01-18,18,0,10.6,23.2,0.37,1.0132,0.19,0.0,6.2,3.4,-1.1,4.7,OSLO,2000
2000-01-19,19,4,2.3,16.5,0.64,1.0208,0.07,0.0,2.4,-0.3,-3.0,3.0,OSLO,2000
2000-01-20,20,3,2.2,8.2,0.71,1.0075,0.07,0.18,2.6,1.3,-3.0,5.7,OSLO,2000
2000-01-21,21,4,2.1,10.8,0.62,1.0189,0.19,0.46,5.8,-4.1,-5.6,0.5,OSLO,2000
2000-01-22,22,8,2.2,7.2,0.92,1.0121,0.07,0.32,0.0,-5.3,-5.8,-3.9,OSLO,2000
2000-01-23,23,4,2.0,8.7,0.82,1.0211,0.21,0.0,2.6,-7.9,-10.6,-5.2,OSLO,2000
2000-01-24,24,8,1.2,4.1,0.93,1.0189,0.14,0.0,0.7,-7.4,-12.6,-5.2,OSLO,2000
2000-01-25,25,6,0.3,3.1,0.93,1.0181,0.19,0.0,1.9,-4.2,-7.0,-1.2,OSLO,2000
2000-01-26,26,6,0.8,3.6,0.93,1.0126,0.08,0.0,0.0,-3.8,-6.1,-0.5,OSLO,2000
2000-01-27,27,8,1.3,8.7,0.78,1.0015,0.17,0.0,1.2,-0.9,-4.2,3.4,OSLO,2000
2000-01-28,28,6,0.8,12.3,0.79,0.9948,0.09,0.46,0.0,-2.6,-4.1,2.5,OSLO,2000
2000-01-29,29,7,5.3,14.9,0.9,0.959,0.18,0.25,1.2,3.1,-4.0,5.3,OSLO,2000
2000-01-30,30,3,5.2,22.1,0.4,0.9861,0.29,0.0,5.5,0.3,-2.6,4.2,OSLO,2000
2000-01-31,31,4,3.6,9.3,0.66,0.9979,0.29,0.0,6.9,-3.1,-5.2,-0.6,OSLO,2000
2000-02-01,32,6,2.2,5.1,0.85,1.0024,0.12,0.31,1.9,-5.2,-7.8,-2.6,OSLO,2000
2000-02-02,33,5,1.0,5.1,0.94,0.9904,0.03,0.0,2.5,-2.9,-6.4,2.0,OSLO,2000
2000-02-03,34,3,1.0,8.7,0.7,1.0161,0.19,0.0,5.8,-3.1,-6.8,2.7,OSLO,2000
2000-02-04,35,7,1.9,12.3,0.89,1.0023,0.23,0.0,3.2,3.1,-3.8,5.5,OSLO,2000
2000-02-05,36,7,1.0,4.6,0.94,1.0086,0.08,0.0,0.0,1.6,-0.6,2.9,OSLO,2000
2000-02-06,37,5,1.9,8.7,0.8,1.0022,0.4,0.14,4.9,4.9,1.5,8.9,OSLO,2000
2000-02-07,38,7,5.8,14.4,0.74,0.9859,0.24,0.01,2.4,5.6,3.1,7.6,OSLO,2000
2000-02-08,39,3,1.9,9.8,0.82,0.9863,0.47,0.0,6.8,0.8,-1.1,6.0,OSLO,2000
2000-02-09,40,4,1.5,8.7,0.67,0.996,0.27,0.0,2.7,0.7,-1.4,3.8,OSLO,2000
2000-02-10,41,7,5.6,15.4,0.86,0.9918,0.13,0.01,0.0,3.8,-3.6,5.7,OSLO,2000
2000-02-11,42,4,4.1,15.9,0.6,1.0024,0.55,0.0,7.7,4.8,1.4,8.5,OSLO,2000
2000-02-12,43,8,5.7,17.0,0.93,0.9978,0.14,1.2,0.0,3.9,2.1,5.6,OSLO,2000
2000-02-13,44,4,3.9,8.7,0.77,0.9941,0.1,0.0,4.6,0.8,-0.9,4.0,OSLO,2000
2000-02-14,45,3,2.2,9.3,0.6,1.0085,0.63,0.3,7.6,-0.8,-4.2,3.5,OSLO,2000
2000-02-15,46,8,1.5,5.7,0.95,0.9966,0.03,0.0,0.0,-1.1,-2.6,0.3,OSLO,2000
2000-02-16,47,3,2.2,6.2,0.83,0.9953,0.5,0.0,6.7,-2.9,-6.4,1.1,OSLO,2000
2000-02-17,48,3,0.7,4.6,0.83,1.003,0.66,0.0,8.3,-5.5,-9.8,-0.3,OSLO,2000
2000-02-18,49,6,2.5,7.2,0.89,1.0052,0.43,0.0,2.8,-4.7,-7.1,-2.2,OSLO,2000
2000-02-19,50,1,1.7,6.7,0.85,1.013,0.69,0.0,8.4,-7.5,-10.7,-2.6,OSLO,2000
2000-02-20,51,1,1.2,3.6,0.69,1.0247,0.72,0.0,8.6,-4.2,-10.1,2.3,OSLO,2000
2000-02-21,52,2,1.5,5.7,0.78,1.0252,0.78,0.04,7.9,-4.4,-8.9,0.3,OSLO,2000
2000-02-22,53,8,2.4,5.1,0.89,1.0212,0.28,0.0,0.0,-1.9,-5.4,0.1,OSLO,2000
2000-02-23,54,7,2.1,7.7,0.89,1.0237,0.12,0.43,0.0,-3.0,-5.9,-1.0,OSLO,2000
2000-02-24,55,6,2.7,8.7,0.94,1.0038,0.5,0.83,3.0,-0.3,-1.2,2.6,OSLO,2000
2000-02-25,56,3,1.2,4.6,0.9,1.0058,0.08,0.0,2.5,-3.2,-7.2,1.7,OSLO,2000
2000-02-26,57,6,1.0,4.1,0.91,1.0167,0.2,0.0,0.0,-1.1,-4.3,1.5,OSLO,2000
2000-02-27,58,8,6.7,15.4,0.93,1.0053,0.2,0.05,0.0,2.7,-3.7,4.5,OSLO,2000
2000-02-28,59,7,3.1,13.9,0.85,0.9904,0.36,0.0,2.0,4.2,3.5,5.8,OSLO,2000
2000-02-29,60,7,5.6,12.9,0.88,0.9913,0.4,0.36,3.0,2.9,1.4,5.3,OSLO,2000
2000-03-01,61,5,2.0,10.8,0.72,0.9819,0.86,0.0,6.3,2.9,0.1,6.7,OSLO,2000
2000-03-02,62,4,3.8,10.3,0.45,0.9979,0.93,1.26,7.0,1.4,-0.6,4.5,OSLO,2000
2000-03-03,63,7,3.4,14.4,0.8,0.9721,0.08,0.0,5.4,-0.2,-2.2,2.3,OSLO,2000
2000-03-04,64,6,5.3,18.0,0.43,0.9984,0.52,0.0,7.6,-0.2,-3.1,3.0,OSLO,2000
2000-03-05,65,5,2.6,14.4,0.51,1.0143,0.99,0.01,6.6,-1.8,-7.4,3.9,OSLO,2000
2000-03-06,66,7,3.8,16.5,0.76,0.9908,0.75,0.0,3.8,5.9,-1.0,11.1,OSLO,2000
2000-03-07,67,4,3.8,15.4,0.44,0.9973,0.74,0.0,5.8,5.2,3.7,8.1,OSLO,2000
2000-03-08,68,8,2.1,7.2,0.88,0.9956,0.16,0.53,0.0,-0.9,-1.9,5.0,OSLO,2000
2000-03-09,69,2,4.5,14.4,0.54,1.0079,0.61,0.0,7.7,-0.4,-3.5,3.3,OSLO,2000
2000-03-10,70,6,2.0,10.3,0.48,1.0178,0.88,0.35,5.3,-0.6,-5.4,4.0,OSLO,2000
2000-03-11,71,3,3.3,7.2,0.71,1.0118,0.84,0.02,7.3,0.0,-2.5,4.3,OSLO,2000
2000-03-12,72,3,1.5,5.1,0.75,1.0173,1.23,0.0,9.4,-0.9,-6.0,4.6,OSLO,2000
2000-03-13,73,7,1.7,4.6,0.94,1.0072,0.31,0.0,0.0,1.6,-1.4,4.8,OSLO,2000
2000-03-14,74,3,3.9,15.9,0.48,0.9969,0.92,0.0,6.6,2.4,-0.6,7.0,OSLO,2000
2000-03-15,75,4,2.1,11.3,0.41,1.0117,1.34,0.0,8.9,1.9,-0.9,5.8,OSLO,2000
2000-03-16,76,7,1.0,9.3,0.74,1.02,0.68,0.12,1.8,0.1,-2.0,4.3,OSLO,2000
2000-03-17,77,8,0.7,3.6,0.88,1.024,0.24,0.11,0.0,0.5,-0.8,2.0,OSLO,2000
2000-03-18,78,3,2.9,17.5,0.65,1.028,1.41,0.0,9.4,4.0,0.4,9.2,OSLO,2000
2000-03-19,79,8,0.7,4.1,0.8,1.0242,0.25,0.0,0.0,0.9,-2.5,4.6,OSLO,2000
2000-03-20,80,4,4.5,12.3,0.62,1.0131,1.08,0.0,8.2,8.5,1.0,15.4,OSLO,2000
2000-03-21,81,5,2.0,9.3,0.68,1.0111,1.09,0.0,5.5,5.6,-0.8,10.4,OSLO,2000
2000-03-22,82,4,2.7,10.8,0.6,1.0099,1.4,0.0,9.9,3.1,-2.5,8.9,OSLO,2000
2000-03-23,83,4,4.1,13.4,0.44,1.0128,1.25,0.0,8.3,2.0,-1.2,6.6,OSLO,2000
2000-03-24,84,5,1.2,10.3,0.52,1.0183,1.46,0.0,10.6,1.9,-3.7,7.4,OSLO,2000
2000-03-25,85,8,1.9,5.1,0.56,1.0142,0.7,0.0,0.0,2.5,-1.8,6.0,OSLO,2000
2000-03-26,86,7,3.2,9.8,0.67,1.0131,0.77,0.01,0.8,3.5,1.5,6.6,OSLO,2000
2000-03-27,87,2,4.6,12.9,0.48,1.0251,1.6,0.0,9.3,1.7,-1.0,5.1,OSLO,2000
2000-03-28,88,2,1.5,6.2,0.5,1.0284,1.63,0.0,10.8,1.1,-4.4,7.0,OSLO,2000
2000-03-29,89,5,1.4,4.6,0.62,1.0254,1.02,0.0,1.7,3.2,-2.0,8.1,OSLO,2000
2000-03-30,90,1,2.2,6.7,0.62,1.014,1.69,0.0,11.6,4.2,-1.9,11.2,OSLO,2000
2000-03-31,91,8,1.4,5.1,0.98,1.0021,0.28,0.0,0.0,2.7,0.1,8.6,OSLO,2000
2000-04-01,92,8,5.6,12.3,0.54,1.0019,0.97,0.15,1.4,3.9,2.0,6.6,OSLO,2000
2000-04-02,93,8,2.8,8.7,0.9,1.008,0.44,0.46,0.0,-0.9,-1.4,3.8,OSLO,2000
2000-04-03,94,8,5.9,11.8,0.94,1.0028,0.46,2.18,0.0,-1.2,-2.1,-0.2,OSLO,2000
2000-04-04,95,8,5.3,12.9,0.85,0.9966,0.46,0.65,0.0,-1.7,-2.6,-0.7,OSLO,2000
2000-04-05,96,1,5.8,14.4,0.43,1.0067,1.3,0.0,11.9,0.4,-6.1,6.1,OSLO,2000
2000-04-06,97,5,1.0,10.8,0.67,1.0184,1.14,0.0,5.4,1.9,-3.9,8.4,OSLO,2000
2000-04-07,98,4,1.4,7.7,0.58,1.0281,1.82,0.0,9.7,4.9,1.3,10.1,OSLO,2000
2000-04-08,99,7,0.8,4.6,0.67,1.0249,0.74,0.0,0.0,3.7,-1.2,8.1,OSLO,2000
2000-04-09,100,2,1.5,6.2,0.66,1.0219,1.93,0.0,9.9,4.7,-2.1,11.0,OSLO,2000
2000-04-10,101,4,2.1,7.7,0.7,1.012,1.94,0.0,10.1,5.5,-0.4,11.6,OSLO,2000
2000-04-11,102,8,2.1,6.2,0.78,1.0026,0.68,0.13,0.4,5.0,1.0,7.9,OSLO,2000
2000-04-12,103,5,4.6,10.8,0.7,1.0018,1.28,0.11,5.8,5.6,2.5,9.5,OSLO,2000
2000-04-13,104,8,8.7,18.5,0.84,0.992,0.66,0.19,0.0,4.3,2.5,8.0,OSLO,2000
2000-04-14,105,7,2.4,14.4,0.69,0.9924,0.8,0.43,0.8,6.5,4.6,8.6,OSLO,2000
2000-04-15,106,6,2.6,8.7,0.82,0.9954,0.88,0.61,4.3,5.0,2.7,9.0,OSLO,2000
2000-04-16,107,8,4.0,10.3,0.88,1.0014,0.72,0.79,1.6,3.1,-0.5,6.8,OSLO,2000
2000-04-17,108,8,1.9,8.2,0.92,1.0026,0.64,0.49,0.0,4.5,2.2,7.7,OSLO,2000
2000-04-18,109,7,4.1,11.8,0.87,1.0062,0.66,0.07,2.2,6.5,4.5,9.4,OSLO,2000
2000-04-19,110,8,1.2,8.2,0.77,1.0155,0.85,0.0,0.0,7.7,4.9,10.8,OSLO,2000
2000-04-20,111,7,2.4,7.2,0.79,1.0144,1.37,0.09,4.4,9.3,6.6,13.1,OSLO,2000
2000-04-21,112,8,2.2,8.2,0.95,1.0111,0.12,0.57,0.0,8.5,7.6,9.6,OSLO,2000
2000-04-22,113,7,3.3,11.3,0.88,1.0154,0.96,0.36,3.0,8.4,6.0,12.3,OSLO,2000
2000-04-23,114,8,0.8,7.7,0.94,1.0082,0.25,0.1,0.0,8.6,7.2,9.8,OSLO,2000
2000-04-24,115,8,2.7,6.7,0.86,1.0106,0.59,0.02,0.0,8.7,6.8,10.8,OSLO,2000
2000-04-25,116,3,2.7,9.3,0.65,1.0114,2.19,0.0,11.5,10.7,5.9,16.8,OSLO,2000
2000-04-26,117,8,3.1,9.3,0.7,1.0177,0.82,0.0,1.3,9.6,6.6,12.0,OSLO,2000
2000-04-27,118,8,2.9,12.9,0.87,1.0191,0.33,0.23,0.0,8.8,7.5,10.6,OSLO,2000
2000-04-28,119,6,6.2,12.3,0.79,1.0218,1.38,0.0,2.2,12.4,8.3,17.1,OSLO,2000
2000-04-29,120,4,3.6,9.8,0.64,1.0211,2.17,0.0,12.6,17.9,12.1,25.4,OSLO,2000
2000-04-30,121,5,1.5,7.7,0.7,1.022,1.2,0.23,5.4,18.1,13.6,22.2,OSLO,2000
2000-05-01,122,7,4.6,8.7,0.88,1.0275,1.49,0.6,3.3,10.7,9.6,19.8,OSLO,2000
2000-05-02,123,8,1.0,8.2,0.96,1.0275,0.42,0.66,0.0,6.7,5.4,11.5,OSLO,2000
2000-05-03,124,4,3.1,10.8,0.65,1.0224,2.11,0.0,10.7,10.9,6.3,15.7,OSLO,2000
2000-05-04,125,3,2.4,9.3,0.49,1.0232,2.56,0.0,14.3,11.0,4.9,17.4,OSLO,2000
2000-05-05,126,4,1.2,6.7,0.57,1.0179,2.47,0.0,13.8,13.0,3.7,20.8,OSLO,2000
2000-05-06,127,1,3.3,12.3,0.46,1.0228,2.69,0.0,14.4,13.5,8.6,19.6,OSLO,2000
2000-05-07,128,2,2.7,8.2,0.66,1.0227,2.49,0.0,14.0,13.8,6.5,20.6,OSLO,2000
2000-05-08,129,1,1.2,5.1,0.5,1.0237,2.53,0.0,13.9,16.5,8.4,24.1,OSLO,2000
2000-05-09,130,1,2.7,8.7,0.57,1.0211,2.53,0.0,14.0,16.5,9.3,23.5,OSLO,2000
2000-05-10,131,4,2.4,7.7,0.55,1.0166,1.93,0.0,10.0,15.8,8.2,21.6,OSLO,2000
2000-05-11,132,5,5.2,14.4,0.34,1.023,2.66,0.0,14.3,12.6,7.6,19.9,OSLO,2000
2000-05-12,133,2,2.4,10.8,0.49,1.0289,2.66,0.0,14.1,9.4,2.1,16.1,OSLO,2000
2000-05-13,134,2,2.4,6.7,0.54,1.0234,2.74,0.0,14.3,15.2,5.2,24.9,OSLO,2000
2000-05-14,135,2,1.9,7.7,0.65,1.0214,2.75,0.0,14.8,16.1,7.9,25.1,OSLO,2000
2000-05-15,136,1,2.7,7.7,0.54,1.0165,2.76,0.0,15.0,17.1,8.5,25.8,OSLO,2000
2000-05-16,137,5,2.7,9.8,0.55,1.0135,2.4,0.0,12.3,16.4,9.5,22.8,OSLO,2000
2000-05-17,138,7,1.9,12.3,0.81,1.003,0.75,0.29,1.1,14.8,11.8,19.2,OSLO,2000
2000-05-18,139,6,4.6,11.8,0.67,1.0026,1.84,0.0,9.2,11.4,9.4,14.9,OSLO,2000
2000-05-19,140,6,4.4,11.8,0.7,1.0021,1.82,0.34,7.3,11.5,9.4,14.8,OSLO,2000
2000-05-20,141,3,2.1,9.3,0.67,1.0059,2.78,0.0,11.1,12.1,7.2,18.1,OSLO,2000
2000-05-21,142,2,2.7,8.2,0.55,1.0043,2.93,0.0,14.6,13.2,5.9,19.7,OSLO,2000
2000-05-22,143,6,2.4,8.2,0.68,1.0076,2.27,0.0,11.3,11.7,6.6,16.5,OSLO,2000
2000-05-23,144,5,4.3,12.9,0.7,1.0099,2.43,1.6,10.0,12.5,7.6,17.1,OSLO,2000
2000-05-24,145,7,3.6,10.8,0.66,1.0013,1.3,0.48,6.4,13.3,10.1,16.9,OSLO,2000
2000-05-25,146,7,2.2,13.9,0.6,1.0042,1.71,0.95,7.7,10.9,4.7,16.2,OSLO,2000
2000-05-26,147,5,2.2,14.9,0.73,1.0046,1.88,0.97,9.1,11.2,7.1,15.7,OSLO,2000
2000-05-27,148,8,2.9,13.9,0.85,1.0053,0.46,1.24,0.0,8.0,4.5,13.6,OSLO,2000
2000-05-28,149,6,6.2,20.6,0.68,1.0011,1.64,0.66,6.4,11.2,8.2,14.9,OSLO,2000
2000-05-29,150,8,3.5,10.3,0.88,0.9947,0.73,1.16,0.2,8.9,7.9,11.3,OSLO,2000
2000-05-30,151,7,2.2,11.8,0.84,1.0013,1.33,0.25,2.0,9.8,8.0,13.3,OSLO,2000
2000-05-31,152,4,2.4,10.8,0.69,1.0097,2.51,0.14,9.6,10.6,6.6,15.3,OSLO,2000
2000-06-01,153,5,3.1,10.3,0.66,1.0148,1.93,1.19,9.3,10.0,3.7,15.5,OSLO,2000
2000-06-02,154,5,4.1,13.9,0.69,1.0036,1.14,0.05,5.7,12.3,9.0,16.6,OSLO,2000
2000-06-03,155,1,5.0,15.9,0.44,1.0145,3.1,0.0,15.4,11.3,5.6,16.6,OSLO,2000
2000-06-04,156,2,2.9,10.3,0.43,1.0209,3.28,0.0,15.3,10.8,3.9,16.6,OSLO,2000
2000-06-05,157,4,2.5,11.8,0.43,1.0208,2.88,0.0,15.0,11.9,7.0,17.1,OSLO,2000
2000-06-06,158,6,2.4,9.3,0.47,1.0156,2.13,0.0,10.3,13.3,6.1,18.1,OSLO,2000
2000-06-07,159,7,2.4,12.9,0.62,1.0101,1.88,0.07,5.8,13.1,9.7,17.7,OSLO,2000
2000-06-08,160,5,2.8,8.7,0.52,1.0135,2.42,0.0,11.5,14.4,7.9,19.7,OSLO,2000
2000-06-09,161,6,2.9,8.2,0.52,1.019,2.71,0.0,10.1,15.3,9.1,22.0,OSLO,2000
2000-06-10,162,8,2.4,11.8,0.72,1.0123,0.92,0.71,2.6,13.6,8.8,18.3,OSLO,2000
2000-06-11,163,5,4.8,14.9,0.8,1.006,2.08,0.0,8.2,15.4,12.9,19.5,OSLO,2000
2000-06-12,164,6,3.9,12.3,0.53,1.0084,2.1,0.0,7.7,13.5,8.2,17.8,OSLO,2000
2000-06-13,165,6,7.0,19.0,0.63,1.0052,1.16,0.35,6.1,13.7,11.7,17.3,OSLO,2000
2000-06-14,166,4,6.0,18.0,0.43,1.0087,2.58,0.01,12.4,14.2,9.2,18.6,OSLO,2000
2000-06-15,167,4,4.5,12.9,0.49,1.0087,2.55,0.0,11.1,12.5,6.0,17.0,OSLO,2000
2000-06-16,168,6,5.0,13.9,0.43,1.0168,2.09,0.01,9.2,13.1,8.5,16.9,OSLO,2000
2000-06-17,169,4,3.2,13.4,0.48,1.0247,3.21,0.04,11.4,11.8,4.8,16.9,OSLO,2000
2000-06-18,170,8,3.6,12.3,0.8,1.0202,0.75,0.03,0.2,11.9,10.2,14.4,OSLO,2000
2000-06-19,171,8,4.1,12.9,0.87,1.0135,1.15,0.0,2.8,13.8,11.2,16.8,OSLO,2000
2000-06-20,172,3,2.6,5.7,0.7,1.0101,2.99,0.0,13.3,19.1,13.6,25.3,OSLO,2000
2000-06-21,173,8,1.9,6.7,0.82,1.0088,0.8,0.42,1.2,17.0,14.4,21.8,OSLO,2000
2000-06-22,174,7,4.0,10.3,0.79,1.0063,1.91,0.2,6.9,16.1,14.6,19.4,OSLO,2000
2000-06-23,175,8,3.1,11.8,0.84,1.0062,0.54,2.73,1.3,13.0,11.8,16.4,OSLO,2000
2000-06-24,176,7,2.6,8.7,0.79,1.0065,1.71,0.26,4.0,14.4,12.6,17.9,OSLO,2000
2000-06-25,177,7,4.1,8.7,0.79,1.0076,1.74,0.11,2.7,14.1,9.8,17.7,OSLO,2000
2000-06-26,178,8,5.7,13.9,0.76,1.0077,0.61,0.24,0.0,11.3,10.7,14.6,OSLO,2000
2000-06-27,179,6,5.7,17.0,0.61,1.0079,1.53,0.08,4.1,11.3,8.6,15.3,OSLO,2000
2000-06-28,180,7,4.3,17.5,0.66,1.0091,1.15,0.13,1.9,11.3,8.5,14.5,OSLO,2000
2000-06-29,181,7,3.1,8.2,0.75,1.0133,1.79,0.76,3.6,14.7,11.6,19.8,OSLO,2000
2000-06-30,182,6,6.0,15.9,0.67,1.0052,1.63,0.43,6.6,19.4,14.3,25.6,OSLO,2000
2000-07-01,183,7,1.9,8.7,0.69,1.0095,1.23,0.15,3.0,17.2,15.8,23.1,OSLO,2000
2000-07-02,184,5,3.1,7.7,0.68,1.0119,2.28,0.18,10.5,17.3,12.6,22.5,OSLO,2000
2000-07-03,185,4,3.2,10.8,0.61,1.0085,3.0,0.0,14.4,18.2,11.4,24.2,OSLO,2000
2000-07-04,186,5,2.4,8.7,0.7,1.0072,2.29,0.0,9.4,17.1,13.1,22.0,OSLO,2000
2000-07-05,187,5,2.2,9.8,0.73,1.0074,2.38,0.0,9.1,17.9,13.1,23.8,OSLO,2000
2000-07-06,188,7,2.6,8.2,0.74,1.0094,0.92,0.01,0.2,15.6,14.4,17.4,OSLO,2000
2000-07-07,189,7,3.3,8.2,0.68,1.0056,1.6,0.3,4.6,14.8,13.4,17.6,OSLO,2000
2000-07-08,190,6,1.9,8.7,0.6,1.0036,2.06,0.0,8.1,13.1,9.6,16.6,OSLO,2000
2000-07-09,191,4,2.9,9.3,0.65,0.9986,2.58,0.13,10.8,13.3,9.2,19.3,OSLO,2000
2000-07-10,192,8,3.4,8.7,0.79,0.9972,0.89,1.57,1.1,12.1,8.4,14.7,OSLO,2000
2000-07-11,193,8,2.2,14.4,0.86,0.9963,0.51,0.79,1.4,13.8,11.9,15.8,OSLO,2000
2000-07-12,194,5,1.9,6.2,0.71,0.9989,2.7,0.0,9.0,16.6,12.0,21.1,OSLO,2000
2000-07-13,195,6,3.4,8.7,0.66,0.9959,1.24,0.01,1.1,15.9,12.5,19.4,OSLO,2000
2000-07-14,196,8,1.4,6.7,0.79,0.9953,1.17,0.14,0.0,13.7,12.3,17.7,OSLO,2000
2000-07-15,197,6,1.7,7.7,0.66,1.0048,1.59,0.0,1.9,16.4,12.0,19.3,OSLO,2000
2000-07-16,198,8,3.6,11.3,0.67,1.008,0.58,0.49,0.0,15.6,15.0,18.9,OSLO,2000
2000-07-17,199,7,1.9,6.7,0.81,1.0101,1.31,0.0,1.9,15.5,12.0,19.5,OSLO,2000
2000-07-18,200,6,1.9,8.2,0.81,1.0071,1.13,0.88,1.9,17.0,15.2,21.5,OSLO,2000
2000-07-19,201,6,3.3,10.3,0.64,1.0033,1.07,0.0,0.8,18.1,14.6,21.2,OSLO,2000
2000-07-20,202,7,4.6,15.4,0.53,1.0106,1.74,0.0,5.7,17.3,15.7,20.0,OSLO,2000
2000-07-21,203,7,4.1,12.3,0.62,1.0209,1.41,0.0,3.5,16.3,14.5,20.2,OSLO,2000
2000-07-22,204,5,1.9,6.2,0.6,1.02,2.45,0.0,13.9,19.9,14.4,25.3,OSLO,2000
2000-07-23,205,7,2.1,10.8,0.63,1.0139,1.6,0.13,6.4,18.2,14.8,23.9,OSLO,2000
2000-07-24,206,7,2.9,11.3,0.85,1.0098,1.03,0.23,0.4,16.9,15.3,20.2,OSLO,2000
2000-07-25,207,8,4.8,10.3,0.85,1.01,1.49,0.36,2.3,17.9,16.3,21.7,OSLO,2000
2000-07-26,208,8,4.0,12.9,0.87,1.0102,0.26,1.16,0.0,12.7,12.5,17.6,OSLO,2000
2000-07-27,209,8,3.2,11.3,0.82,1.0135,0.39,0.11,0.0,12.9,10.8,14.6,OSLO,2000
2000-07-28,210,2,2.2,7.2,0.56,1.0121,2.92,0.0,14.5,16.8,12.8,21.2,OSLO,2000
2000-07-29,211,3,1.6,5.7,0.58,1.0113,2.82,0.0,14.8,17.6,9.6,24.7,OSLO,2000
2000-07-30,212,3,2.4,7.7,0.63,1.0113,2.77,0.0,12.9,19.0,11.4,26.5,OSLO,2000
2000-07-31,213,4,2.1,8.2,0.71,1.0138,2.62,0.0,11.8,18.7,14.5,24.6,OSLO,2000
2000-08-01,214,6,2.6,7.2,0.67,1.0136,2.35,0.0,10.0,17.3,12.7,22.7,OSLO,2000
2000-08-02,215,7,2.2,6.7,0.69,1.0102,2.33,2.7,9.7,17.6,14.9,20.8,OSLO,2000
2000-08-03,216,7,1.2,6.7,0.8,1.0105,1.91,0.4,6.3,15.9,12.9,22.1,OSLO,2000
2000-08-04,217,6,2.6,8.7,0.77,1.0132,1.87,0.03,7.3,16.8,12.9,21.7,OSLO,2000
2000-08-05,218,7,2.2,7.2,0.71,1.0136,1.9,0.0,6.4,17.2,13.0,22.1,OSLO,2000
2000-08-06,219,5,3.8,15.9,0.63,1.0066,2.01,0.0,9.8,17.2,15.2,22.3,OSLO,2000
2000-08-07,220,5,3.3,12.9,0.46,1.0066,1.93,0.0,10.3,14.2,8.6,19.9,OSLO,2000
2000-08-08,221,5,3.1,9.3,0.48,1.0083,1.73,0.0,6.4,15.4,11.9,20.4,OSLO,2000
2000-08-09,222,2,1.9,6.7,0.53,1.0133,2.61,0.0,13.9,14.4,7.1,19.9,OSLO,2000
2000-08-10,223,7,2.7,8.2,0.81,1.0102,1.83,1.24,6.6,14.5,8.6,20.9,OSLO,2000
2000-08-11,224,8,3.4,8.2,0.92,1.0061,0.18,0.33,0.0,15.3,14.5,16.6,OSLO,2000
2000-08-12,225,4,2.4,11.3,0.6,1.0111,1.69,0.0,8.4,15.9,12.2,20.1,OSLO,2000
2000-08-13,226,2,2.4,6.2,0.67,1.0182,2.47,0.0,13.1,16.7,9.8,23.5,OSLO,2000
2000-08-14,227,8,2.6,7.2,0.87,1.0179,0.94,1.14,3.0,15.7,13.7,19.6,OSLO,2000
2000-08-15,228,6,2.9,9.8,0.81,1.0069,1.68,0.0,7.0,18.4,14.4,23.2,OSLO,2000
2000-08-16,229,5,2.1,9.3,0.68,1.0059,2.19,0.0,10.7,17.1,13.4,22.2,OSLO,2000
