date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2000-01-24,24,2,1.5,4.0,0.79,1.0253,0.72,0.0,7.8,-3.4,-6.2,0.2,MAASTRICHT,2000
2000-01-25,25,2,2.4,4.0,0.75,1.0297,0.69,0.0,7.3,-2.1,-5.9,2.4,MAASTRICHT,2000
2000-01-26,26,7,4.1,8.0,0.76,1.0332,0.5,0.0,2.7,0.2,-3.9,2.4,MAASTRICHT,2000
2000-01-27,27,2,4.7,8.0,0.7,1.0297,0.68,0.0,7.7,0.5,-2.7,3.2,MAASTRICHT,2000
2000-01-28,28,7,7.6,18.0,0.74,1.0176,0.15,0.01,0.0,1.5,-2.6,5.1,MAASTRICHT,2000
2000-01-29,29,8,11.8,21.0,0.93,1.0012,0.05,1.97,0.0,7.7,4.3,9.9,MAASTRICHT,2000
2000-01-30,30,8,7.7,22.0,0.92,1.0129,0.1,1.44,0.0,9.0,7.0,10.3,MAASTRICHT,2000
2000-01-31,31,8,9.3,20.0,0.85,1.0218,0.13,0.07,0.0,9.5,8.4,10.6,MAASTRICHT,2000
2000-02-01,32,7,7.1,13.0,0.81,1.019,0.28,0.02,0.2,8.5,7.3,9.4,MAASTRICHT,2000
2000-02-02,33,5,5.4,11.0,0.88,1.019,0.22,0.18,1.9,6.2,3.8,8.3,MAASTRICHT,2000
2000-02-03,34,5,4.8,9.0,0.87,1.0328,0.49,0.0,3.2,5.2,3.0,7.4,MAASTRICHT,2000
2000-02-04,35,8,8.0,14.0,0.89,1.0339,0.3,0.2,0.4,6.6,5.0,8.2,MAASTRICHT,2000
2000-02-05,36,3,6.0,12.0,0.64,1.0294,0.72,0.0,7.4,8.4,4.5,13.6,MAASTRICHT,2000
2000-02-06,37,7,6.1,13.0,0.76,1.0207,0.39,0.01,1.7,8.3,6.4,9.2,MAASTRICHT,2000
2000-02-07,38,7,8.9,17.0,0.85,1.014,0.45,0.55,2.2,7.9,6.2,9.2,MAASTRICHT,2000
2000-02-08,39,8,9.3,20.0,0.82,1.0071,0.16,1.12,0.7,9.2,3.9,12.1,MAASTRICHT,2000
2000-02-09,40,6,6.8,19.0,0.76,1.0213,0.2,0.12,1.1,5.5,3.4,7.4,MAASTRICHT,2000
2000-02-10,41,7,7.4,19.0,0.82,1.0194,0.5,0.76,3.9,5.9,2.8,9.1,MAASTRICHT,2000
2000-02-11,42,0,3.8,8.0,0.84,1.0289,0.95,0.0,8.5,2.9,-0.6,7.5,MAASTRICHT,2000
2000-02-12,43,5,7.3,18.0,0.84,1.0219,0.66,0.24,4.4,4.1,0.2,7.5,MAASTRICHT,2000
2000-02-13,44,5,5.0,13.0,0.8,1.0193,0.56,0.12,3.7,5.4,1.6,8.6,MAASTRICHT,2000
2000-02-14,45,4,4.9,12.0,0.85,1.0214,0.95,0.26,7.3,4.2,-1.8,8.0,MAASTRICHT,2000
2000-02-15,46,8,4.9,11.0,0.91,1.0135,0.28,0.38,0.5,7.0,5.0,8.3,MAASTRICHT,2000
2000-02-16,47,6,6.5,24.0,0.86,1.0025,0.48,0.64,3.4,2.7,-0.5,6.1,MAASTRICHT,2000
2000-02-17,48,6,5.0,14.0,0.81,1.0092,0.71,0.07,3.5,2.6,0.6,6.3,MAASTRICHT,2000
2000-02-18,49,8,5.8,16.0,0.91,1.0036,0.16,0.88,0.0,4.2,0.1,7.6,MAASTRICHT,2000
2000-02-19,50,7,5.7,14.0,0.88,1.0091,0.48,0.41,1.5,4.6,2.0,7.1,MAASTRICHT,2000
2000-02-20,51,4,2.8,8.0,0.87,1.0277,0.69,0.02,2.4,2.1,-1.1,6.0,MAASTRICHT,2000
2000-02-21,52,7,3.7,8.0,0.85,1.0286,0.79,0.0,4.2,2.9,-1.8,6.5,MAASTRICHT,2000
2000-02-22,53,7,2.5,7.0,0.84,1.0253,0.76,0.05,3.1,4.1,1.6,7.6,MAASTRICHT,2000
2000-02-23,54,7,3.8,11.0,0.8,1.0246,0.91,0.0,4.8,6.3,1.1,10.7,MAASTRICHT,2000
2000-02-24,55,8,5.2,13.0,0.91,1.022,0.24,0.86,0.4,7.8,5.0,10.2,MAASTRICHT,2000
2000-02-25,56,4,5.3,18.0,0.8,1.0256,0.82,0.59,4.4,6.1,-0.1,11.4,MAASTRICHT,2000
2000-02-26,57,2,2.7,8.0,0.78,1.0318,1.18,0.0,8.0,3.0,-1.1,8.2,MAASTRICHT,2000
2000-02-27,58,4,5.5,14.0,0.69,1.023,1.22,0.0,9.0,8.0,-0.4,14.3,MAASTRICHT,2000
2000-02-28,59,6,8.2,18.0,0.81,1.0139,0.19,0.84,0.8,9.0,5.0,13.7,MAASTRICHT,2000
2000-02-29,60,6,8.4,20.0,0.85,1.0074,0.63,0.12,1.5,6.4,4.1,8.8,MAASTRICHT,2000
2000-03-01,61,7,4.8,15.0,0.89,1.006,0.66,0.63,2.2,4.8,2.2,7.4,MAASTRICHT,2000
2000-03-02,62,6,7.6,19.0,0.82,1.0187,0.79,0.06,3.3,4.2,-0.3,7.0,MAASTRICHT,2000
2000-03-03,63,7,9.1,22.0,0.92,1.0065,0.18,1.16,0.2,5.4,2.1,9.2,MAASTRICHT,2000
2000-03-04,64,6,4.3,18.0,0.94,1.0226,0.96,0.3,4.1,1.2,-0.7,4.5,MAASTRICHT,2000
2000-03-05,65,6,4.0,11.0,0.81,1.0323,0.91,0.06,3.9,2.9,-2.8,6.5,MAASTRICHT,2000
2000-03-06,66,5,6.8,14.0,0.68,1.0287,1.3,0.0,7.4,6.3,0.8,9.5,MAASTRICHT,2000
2000-03-07,67,8,8.0,17.0,0.85,1.0239,0.42,0.34,0.4,8.3,6.0,11.5,MAASTRICHT,2000
2000-03-08,68,8,8.6,16.0,0.93,1.0213,0.14,0.52,0.4,10.1,7.8,11.4,MAASTRICHT,2000
2000-03-09,69,8,6.2,15.0,0.89,1.0227,0.2,0.2,0.0,10.7,8.8,12.3,MAASTRICHT,2000
2000-03-10,70,8,4.1,14.0,0.9,1.0255,0.37,0.02,0.0,8.1,5.9,11.1,MAASTRICHT,2000
2000-03-11,71,7,5.6,14.0,0.86,1.0196,0.4,0.14,0.3,8.2,6.1,10.0,MAASTRICHT,2000
2000-03-12,72,7,1.9,5.0,0.82,1.0266,0.66,0.0,0.7,7.0,5.3,9.8,MAASTRICHT,2000
2000-03-13,73,7,4.2,10.0,0.85,1.0256,0.83,0.0,2.3,7.9,2.6,10.9,MAASTRICHT,2000
2000-03-14,74,7,5.6,15.0,0.89,1.0209,0.29,0.27,0.0,8.2,3.7,12.3,MAASTRICHT,2000
2000-03-15,75,6,4.5,11.0,0.73,1.03,1.2,0.0,5.8,5.1,1.3,8.3,MAASTRICHT,2000
2000-03-16,76,8,4.1,11.0,0.91,1.0305,0.27,0.0,0.0,7.7,5.5,9.7,MAASTRICHT,2000
2000-03-17,77,8,4.1,10.0,0.88,1.0298,0.34,0.03,0.0,7.5,5.1,10.6,MAASTRICHT,2000
2000-03-18,78,8,4.3,12.0,0.88,1.0294,0.46,0.12,0.7,6.1,3.3,8.3,MAASTRICHT,2000
2000-03-19,79,7,2.3,7.0,0.94,1.0332,0.38,0.01,1.2,3.8,0.8,6.3,MAASTRICHT,2000
2000-03-20,80,5,1.6,5.0,0.84,1.0295,1.61,0.0,7.2,4.1,-0.7,9.9,MAASTRICHT,2000
2000-03-21,81,2,2.1,5.0,0.8,1.0228,1.78,0.0,10.8,6.3,0.4,12.4,MAASTRICHT,2000
2000-03-22,82,1,2.6,7.0,0.65,1.017,1.82,0.0,10.7,9.8,1.1,16.2,MAASTRICHT,2000
2000-03-23,83,6,2.6,7.0,0.68,1.0132,1.42,0.0,7.9,9.9,2.3,15.4,MAASTRICHT,2000
2000-03-24,84,8,3.5,9.0,0.89,1.0093,0.33,0.38,0.0,9.9,7.9,11.3,MAASTRICHT,2000
2000-03-25,85,7,4.8,11.0,0.86,1.0127,0.85,0.11,2.5,9.4,6.7,12.4,MAASTRICHT,2000
2000-03-26,86,6,3.1,16.0,0.89,1.0093,1.22,1.08,5.4,6.1,3.2,10.4,MAASTRICHT,2000
2000-03-27,87,7,3.1,10.0,0.92,1.0096,1.1,0.15,1.6,5.6,2.5,8.1,MAASTRICHT,2000
2000-03-28,88,8,5.2,10.0,0.93,1.0157,0.32,0.17,0.0,3.4,2.3,5.0,MAASTRICHT,2000
2000-03-29,89,8,6.0,13.0,0.94,1.0123,0.39,0.03,0.0,5.4,2.6,7.0,MAASTRICHT,2000
2000-03-30,90,8,4.2,10.0,0.97,1.0096,0.18,0.21,0.0,6.1,5.2,6.8,MAASTRICHT,2000
2000-03-31,91,8,2.0,5.0,0.94,1.007,0.49,0.0,0.0,5.7,2.8,7.8,MAASTRICHT,2000
2000-04-01,92,7,3.1,9.0,0.9,1.0045,0.91,0.14,2.0,6.1,3.9,9.0,MAASTRICHT,2000
2000-04-02,93,7,4.3,9.0,0.72,1.0012,1.7,0.02,6.8,10.2,6.1,14.6,MAASTRICHT,2000
2000-04-03,94,6,3.5,14.0,0.74,0.9908,0.73,0.01,0.8,10.7,4.6,15.0,MAASTRICHT,2000
2000-04-04,95,6,4.1,10.0,0.76,0.9923,1.71,0.04,6.6,10.8,6.5,16.7,MAASTRICHT,2000
2000-04-05,96,7,6.8,13.0,0.76,1.0108,0.75,0.05,0.6,4.7,1.1,7.1,MAASTRICHT,2000
2000-04-06,97,1,4.1,11.0,0.64,1.0287,2.44,0.0,12.2,4.7,-1.7,10.0,MAASTRICHT,2000
2000-04-07,98,2,2.5,8.0,0.66,1.0324,2.37,0.0,12.1,6.9,0.9,12.3,MAASTRICHT,2000
2000-04-08,99,5,2.0,5.0,0.61,1.0233,1.91,0.0,8.1,8.3,0.2,13.2,MAASTRICHT,2000
2000-04-09,100,6,6.0,13.0,0.6,1.0123,2.07,0.0,10.3,10.4,5.8,15.0,MAASTRICHT,2000
2000-04-10,101,1,4.3,11.0,0.66,1.0102,2.42,0.0,12.3,7.3,2.4,12.5,MAASTRICHT,2000
2000-04-11,102,5,3.2,12.0,0.65,0.9957,1.95,0.01,7.0,7.9,1.8,13.1,MAASTRICHT,2000
2000-04-12,103,6,6.9,17.0,0.72,0.9903,1.63,0.2,5.2,6.8,4.3,10.3,MAASTRICHT,2000
2000-04-13,104,6,7.6,19.0,0.81,0.9944,0.79,0.59,1.7,6.2,3.5,9.7,MAASTRICHT,2000
2000-04-14,105,7,3.8,9.0,0.78,0.9998,1.78,0.12,4.9,8.3,4.1,12.7,MAASTRICHT,2000
2000-04-15,106,7,7.6,21.0,0.79,0.9958,1.17,0.4,2.3,9.1,6.5,13.8,MAASTRICHT,2000
2000-04-16,107,5,5.1,14.0,0.67,0.9994,2.22,0.0,7.5,9.6,5.5,15.6,MAASTRICHT,2000
2000-04-17,108,7,6.6,18.0,0.75,1.0011,1.52,0.28,4.2,10.7,8.2,14.5,MAASTRICHT,2000
2000-04-18,109,7,4.5,11.0,0.74,1.0086,1.65,0.0,3.9,10.3,7.2,14.6,MAASTRICHT,2000
2000-04-19,110,5,4.2,10.0,0.76,1.0107,1.6,0.0,5.4,11.3,5.4,16.5,MAASTRICHT,2000
2000-04-20,111,6,3.7,10.0,0.65,1.0134,2.24,0.0,8.2,13.5,6.0,19.4,MAASTRICHT,2000
2000-04-21,112,6,3.9,12.0,0.59,1.0148,2.36,0.0,10.6,15.0,9.9,19.9,MAASTRICHT,2000
2000-04-22,113,7,3.2,11.0,0.75,1.0107,1.32,1.11,1.8,15.0,9.3,22.0,MAASTRICHT,2000
2000-04-23,114,8,2.5,8.0,0.97,1.0096,0.68,0.93,0.1,12.1,9.1,14.1,MAASTRICHT,2000
2000-04-24,115,5,2.6,7.0,0.79,1.0137,2.03,0.04,5.9,11.9,8.7,16.8,MAASTRICHT,2000
2000-04-25,116,4,3.8,11.0,0.66,1.0116,2.81,0.0,13.5,14.1,6.2,20.5,MAASTRICHT,2000
2000-04-26,117,5,3.6,12.0,0.7,1.0086,2.16,0.0,7.7,16.5,10.3,23.0,MAASTRICHT,2000
2000-04-27,118,7,2.9,8.0,0.79,1.009,1.62,0.0,4.0,16.6,11.2,21.3,MAASTRICHT,2000
2000-04-28,119,6,3.3,9.0,0.77,1.0061,2.11,0.0,6.5,17.3,10.9,23.0,MAASTRICHT,2000
2000-04-29,120,8,3.0,8.0,0.93,1.0161,0.42,0.41,0.0,12.3,11.2,14.4,MAASTRICHT,2000
2000-04-30,121,6,2.3,6.0,0.89,1.021,1.53,0.0,2.6,14.0,11.1,17.6,MAASTRICHT,2000
2000-05-01,122,7,3.3,9.0,0.86,1.021,1.25,0.0,1.8,14.7,12.2,18.2,MAASTRICHT,2000
2000-05-02,123,8,4.5,10.0,0.96,1.0211,0.41,0.01,0.0,11.8,10.4,13.8,MAASTRICHT,2000
2000-05-03,124,8,2.8,6.0,1.0,1.0197,0.32,0.3,0.0,11.4,9.9,12.8,MAASTRICHT,2000
2000-05-04,125,6,2.5,6.0,0.88,1.0183,1.34,0.46,4.6,14.5,11.9,19.1,MAASTRICHT,2000
2000-05-05,126,2,4.0,11.0,0.71,1.0142,2.71,0.0,12.3,17.8,9.8,23.9,MAASTRICHT,2000
2000-05-06,127,3,4.0,11.0,0.68,1.0127,2.54,0.0,8.5,19.0,13.7,25.3,MAASTRICHT,2000
2000-05-07,128,5,1.9,7.0,0.77,1.0145,1.72,0.0,5.2,17.5,10.7,22.8,MAASTRICHT,2000
2000-05-08,129,4,1.7,13.0,0.81,1.0172,2.02,2.91,7.8,17.4,12.0,26.6,MAASTRICHT,2000
2000-05-09,130,2,1.5,5.0,0.7,1.0172,2.89,0.0,13.6,19.7,11.8,25.8,MAASTRICHT,2000
2000-05-10,131,5,2.5,10.0,0.76,1.0157,1.78,0.1,7.0,19.3,13.7,26.3,MAASTRICHT,2000
2000-05-11,132,6,3.0,8.0,0.79,1.0167,1.82,0.05,4.3,18.5,14.9,23.9,MAASTRICHT,2000
2000-05-12,133,6,2.8,8.0,0.84,1.0191,1.89,0.0,3.8,18.2,14.4,23.0,MAASTRICHT,2000
2000-05-13,134,4,1.8,6.0,0.73,1.0214,2.42,0.0,9.6,19.2,14.9,24.3,MAASTRICHT,2000
2000-05-14,135,0,1.6,5.0,0.57,1.0224,3.02,0.0,14.0,20.5,12.3,28.2,MAASTRICHT,2000
2000-05-15,136,4,2.0,7.0,0.49,1.0188,3.07,0.0,13.6,22.0,13.1,28.5,MAASTRICHT,2000
2000-05-16,137,4,3.3,10.0,0.58,1.0131,2.83,0.0,10.8,22.5,15.3,29.4,MAASTRICHT,2000
2000-05-17,138,6,5.5,15.0,0.72,1.0121,1.85,0.21,4.1,15.0,11.9,18.0,MAASTRICHT,2000
2000-05-18,139,6,5.6,16.0,0.78,1.0083,1.63,0.33,4.0,11.3,7.7,15.2,MAASTRICHT,2000
2000-05-19,140,7,5.4,16.0,0.89,1.0082,0.97,0.83,0.9,9.4,7.2,13.7,MAASTRICHT,2000
2000-05-20,141,5,3.2,9.0,0.75,1.0121,1.82,0.02,4.1,11.0,7.1,15.9,MAASTRICHT,2000
2000-05-21,142,7,3.9,11.0,0.86,1.0076,0.99,0.62,1.1,10.6,7.7,13.7,MAASTRICHT,2000
2000-05-22,143,7,4.0,9.0,0.87,1.0155,1.06,0.41,0.4,11.6,9.2,14.3,MAASTRICHT,2000
2000-05-23,144,7,4.8,12.0,0.72,1.0178,1.95,0.0,4.8,15.2,8.9,19.6,MAASTRICHT,2000
2000-05-24,145,8,3.5,9.0,0.93,1.0139,0.77,1.33,0.0,14.4,13.0,16.4,MAASTRICHT,2000
2000-05-25,146,7,6.3,15.0,0.76,1.0117,1.5,0.2,4.1,13.9,9.5,16.8,MAASTRICHT,2000
2000-05-26,147,6,4.1,14.0,0.65,1.0124,2.42,0.0,5.3,15.2,7.6,20.3,MAASTRICHT,2000
2000-05-27,148,6,8.0,20.0,0.6,1.0107,2.19,0.04,6.5,13.1,10.6,17.2,MAASTRICHT,2000
2000-05-28,149,6,8.9,29.0,0.76,1.0046,2.01,0.74,5.1,10.9,7.9,14.8,MAASTRICHT,2000
2000-05-29,150,5,5.7,14.0,0.74,1.0134,2.37,0.46,7.3,10.7,6.8,14.6,MAASTRICHT,2000
2000-05-30,151,7,2.8,6.0,0.84,1.0143,1.43,0.29,1.8,10.3,5.7,14.5,MAASTRICHT,2000
2000-05-31,152,5,1.8,6.0,0.69,1.019,2.87,0.0,11.3,13.8,9.2,18.4,MAASTRICHT,2000
2000-06-01,153,4,5.2,13.0,0.73,1.0201,2.57,0.0,7.4,16.8,11.5,23.3,MAASTRICHT,2000
2000-06-02,154,2,2.7,9.0,0.74,1.0187,3.28,0.0,14.0,19.2,11.7,25.4,MAASTRICHT,2000
2000-06-03,155,6,3.3,12.0,0.76,1.0166,2.67,1.02,7.7,20.8,14.6,28.2,MAASTRICHT,2000
2000-06-04,156,7,3.9,10.0,0.79,1.0171,1.92,0.0,5.1,18.4,14.8,22.6,MAASTRICHT,2000
2000-06-05,157,8,3.7,20.0,0.9,1.0164,0.44,1.24,0.0,13.1,10.9,15.1,MAASTRICHT,2000
2000-06-06,158,7,4.5,10.0,0.81,1.0195,1.81,0.02,3.5,13.7,10.8,18.5,MAASTRICHT,2000
2000-06-07,159,4,4.2,10.0,0.69,1.0232,2.54,0.0,9.2,13.8,9.0,17.8,MAASTRICHT,2000
2000-06-08,160,1,3.4,12.0,0.62,1.0185,3.34,0.0,14.6,16.7,7.5,22.9,MAASTRICHT,2000
2000-06-09,161,2,4.3,13.0,0.59,1.0113,3.2,0.0,13.6,23.2,12.9,30.0,MAASTRICHT,2000
2000-06-10,162,7,2.6,8.0,0.78,1.0156,1.33,0.0,1.4,17.8,15.3,20.4,MAASTRICHT,2000
2000-06-11,163,5,3.0,8.0,0.63,1.0189,2.87,0.0,9.5,16.6,12.2,21.3,MAASTRICHT,2000
2000-06-12,164,4,4.5,11.0,0.73,1.026,3.17,0.0,12.6,16.8,9.6,22.8,MAASTRICHT,2000
2000-06-13,165,2,3.6,10.0,0.72,1.0249,3.36,0.0,13.8,20.2,14.0,26.1,MAASTRICHT,2000
2000-06-14,166,7,4.7,11.0,0.82,1.0241,1.42,0.0,1.9,17.7,13.7,21.8,MAASTRICHT,2000
2000-06-15,167,5,4.3,11.0,0.78,1.0246,1.36,0.23,4.8,15.9,11.4,19.6,MAASTRICHT,2000
2000-06-16,168,4,2.6,9.0,0.61,1.0285,3.0,0.0,9.9,14.4,10.4,19.0,MAASTRICHT,2000
2000-06-17,169,1,2.6,6.0,0.53,1.0296,3.52,0.0,15.2,15.5,8.1,21.5,MAASTRICHT,2000
2000-06-18,170,1,2.3,5.0,0.48,1.0251,3.34,0.0,14.5,22.1,12.3,30.0,MAASTRICHT,2000
2000-06-19,171,0,3.8,11.0,0.48,1.0186,3.38,0.0,15.0,25.9,16.5,32.5,MAASTRICHT,2000
2000-06-20,172,1,4.0,12.0,0.48,1.0135,3.33,0.0,13.9,26.9,19.1,33.3,MAASTRICHT,2000
2000-06-21,173,5,4.3,11.0,0.69,1.0135,1.89,0.38,4.2,21.9,17.6,26.4,MAASTRICHT,2000
2000-06-22,174,6,5.6,15.0,0.65,1.0154,2.62,0.01,5.9,17.9,14.7,21.4,MAASTRICHT,2000
2000-06-23,175,7,6.4,14.0,0.72,1.017,1.38,0.04,1.5,15.9,13.6,18.8,MAASTRICHT,2000
2000-06-24,176,7,4.8,11.0,0.85,1.0161,1.24,0.54,2.1,12.5,10.7,16.3,MAASTRICHT,2000
2000-06-25,177,7,3.9,10.0,0.82,1.0195,1.72,0.35,2.1,12.7,10.6,16.2,MAASTRICHT,2000
2000-06-26,178,5,3.6,11.0,0.67,1.0243,2.23,0.0,5.9,12.6,9.3,17.4,MAASTRICHT,2000
2000-06-27,179,3,2.5,9.0,0.63,1.0233,3.23,0.0,12.9,13.3,5.8,19.0,MAASTRICHT,2000
2000-06-28,180,4,2.9,7.0,0.63,1.0201,2.31,0.0,7.4,13.1,7.7,18.2,MAASTRICHT,2000
2000-06-29,181,6,2.7,10.0,0.72,1.0203,2.02,0.0,3.2,12.6,7.7,17.4,MAASTRICHT,2000
2000-06-30,182,7,1.5,4.0,0.79,1.0156,1.3,0.01,1.0,15.2,12.1,19.4,MAASTRICHT,2000
2000-07-01,183,7,2.2,8.0,0.81,1.0101,1.82,0.13,5.5,17.9,14.2,23.2,MAASTRICHT,2000
2000-07-02,184,6,2.2,14.0,0.77,1.01,2.27,1.6,6.0,20.4,15.2,26.6,MAASTRICHT,2000
2000-07-03,185,6,2.2,6.0,0.85,1.0095,1.56,0.06,3.2,18.4,14.8,22.1,MAASTRICHT,2000
2000-07-04,186,7,3.9,12.0,0.84,1.0062,1.72,1.87,1.8,17.3,12.7,22.1,MAASTRICHT,2000
2000-07-05,187,7,5.8,15.0,0.83,1.0134,1.97,0.27,4.7,16.1,13.4,21.2,MAASTRICHT,2000
2000-07-06,188,7,2.4,6.0,0.8,1.0188,1.64,0.0,3.9,17.0,14.4,20.5,MAASTRICHT,2000
2000-07-07,189,8,5.5,15.0,0.86,1.0137,0.43,1.39,0.0,13.9,11.1,15.2,MAASTRICHT,2000
2000-07-08,190,7,4.0,11.0,0.83,1.016,1.31,0.2,2.2,12.2,8.5,15.7,MAASTRICHT,2000
2000-07-09,191,8,6.3,14.0,0.9,1.0023,0.82,0.64,0.0,13.5,11.8,15.3,MAASTRICHT,2000
2000-07-10,192,7,8.1,17.0,0.81,0.9931,1.98,0.24,5.6,14.4,11.9,17.6,MAASTRICHT,2000
2000-07-11,193,8,5.2,16.0,0.93,1.0008,0.51,3.59,0.5,12.3,10.7,15.3,MAASTRICHT,2000
2000-07-12,194,5,3.7,8.0,0.89,1.0149,0.93,0.18,3.6,10.5,7.2,13.3,MAASTRICHT,2000
2000-07-13,195,8,4.6,11.0,0.9,1.0113,0.71,0.18,0.0,13.7,10.5,16.6,MAASTRICHT,2000
2000-07-14,196,7,4.0,11.0,0.9,1.0075,1.19,1.11,1.8,13.2,10.9,16.0,MAASTRICHT,2000
2000-07-15,197,7,3.4,10.0,0.88,1.0107,1.55,0.48,3.4,12.0,10.1,15.3,MAASTRICHT,2000
2000-07-16,198,7,2.8,8.0,0.9,1.0149,0.93,1.05,2.0,13.2,10.7,16.2,MAASTRICHT,2000
2000-07-17,199,7,2.9,8.0,0.82,1.0194,1.53,0.0,2.0,14.1,11.8,17.5,MAASTRICHT,2000
2000-07-18,200,6,3.4,9.0,0.72,1.0197,2.52,0.0,7.3,15.0,11.7,20.2,MAASTRICHT,2000
2000-07-19,201,6,2.6,8.0,0.79,1.0204,1.3,0.05,1.4,15.4,12.0,19.3,MAASTRICHT,2000
2000-07-20,202,4,3.3,9.0,0.7,1.0213,2.58,0.0,9.1,17.5,12.3,21.8,MAASTRICHT,2000
2000-07-21,203,4,3.1,8.0,0.76,1.0236,2.95,0.0,9.8,15.8,12.1,21.1,MAASTRICHT,2000
2000-07-22,204,6,2.0,5.0,0.86,1.0203,1.0,0.0,1.4,14.1,11.0,17.9,MAASTRICHT,2000
2000-07-23,205,5,3.2,9.0,0.82,1.014,2.37,0.0,7.6,17.1,11.8,22.5,MAASTRICHT,2000
2000-07-24,206,7,5.1,12.0,0.9,1.0036,0.66,1.16,0.2,16.5,14.6,19.9,MAASTRICHT,2000
2000-07-25,207,8,4.6,11.0,0.95,1.0057,0.3,1.51,0.0,14.9,14.2,16.1,MAASTRICHT,2000
2000-07-26,208,8,1.8,5.0,0.91,1.011,0.61,0.0,0.0,14.6,12.7,16.7,MAASTRICHT,2000
2000-07-27,209,6,3.0,15.0,0.89,1.0142,1.14,0.98,1.1,16.0,11.1,21.1,MAASTRICHT,2000
2000-07-28,210,7,3.5,10.0,0.86,1.0143,2.0,1.38,4.2,16.3,13.7,21.0,MAASTRICHT,2000
2000-07-29,211,7,3.6,11.0,0.9,1.0169,1.03,0.11,1.0,15.6,13.2,19.6,MAASTRICHT,2000
2000-07-30,212,5,3.8,12.0,0.89,1.0224,1.49,0.03,3.1,15.5,12.1,22.0,MAASTRICHT,2000
2000-07-31,213,4,1.8,5.0,0.77,1.0236,2.72,0.0,9.2,18.8,13.8,24.8,MAASTRICHT,2000
2000-08-01,214,3,3.4,10.0,0.64,1.018,2.79,0.0,10.5,22.3,15.4,28.1,MAASTRICHT,2000
2000-08-02,215,5,4.7,12.0,0.7,1.0166,2.52,0.11,8.6,18.3,15.3,22.3,MAASTRICHT,2000
2000-08-03,216,5,4.3,11.0,0.76,1.017,2.14,0.0,5.6,16.9,13.2,22.3,MAASTRICHT,2000
