date,days,wind_speed,humidity,pressure,global_radiation,precipitation,temp_mean,temp_min,temp_max,city
2000-01-21,21,11.6,0.49,1.0236,1.19,0.0,7.6,4.8,10.5,PERPIGNAN
2000-01-22,22,7.6,0.5,1.0196,1.18,0.06,6.0,3.3,8.6,PERPIGNAN
2000-01-23,23,10.1,0.55,1.0173,0.99,0.0,6.5,5.1,7.9,PERPIGNAN
2000-01-24,24,6.9,0.57,1.0185,0.81,0.0,5.5,3.9,7.1,PERPIGNAN
2000-01-25,25,3.4,0.74,1.022,1.04,1.46,2.6,-1.3,6.4,PERPIGNAN
2000-01-26,26,3.0,0.94,1.0288,0.1,0.3,2.7,0.2,5.2,PERPIGNAN
2000-01-27,27,2.2,0.94,1.0304,0.32,0.0,5.2,3.3,7.2,PERPIGNAN
2000-01-28,28,1.5,0.81,1.0262,1.14,0.0,8.6,4.6,12.6,PERPIGNAN
2000-01-29,29,5.8,0.58,1.0252,0.98,0.0,8.6,1.9,15.2,PERPIGNAN
2000-01-30,30,6.9,0.59,1.0283,1.28,0.0,14.6,12.3,17.0,PERPIGNAN
2000-01-31,31,2.2,0.61,1.0278,1.14,0.0,13.0,5.1,20.8,PERPIGNAN
2000-02-01,32,1.1,0.9,1.0258,0.15,0.0,7.6,4.0,11.1,PERPIGNAN
2000-02-02,33,6.2,0.75,1.0243,0.65,0.0,12.2,7.0,17.4,PERPIGNAN
2000-02-03,34,11.1,0.53,1.0309,1.18,0.0,13.1,11.5,14.7,PERPIGNAN
2000-02-04,35,2.2,0.5,1.0353,1.2,0.0,12.0,8.4,15.5,PERPIGNAN
2000-02-05,36,1.9,0.83,1.0332,1.06,0.0,6.8,1.9,11.8,PERPIGNAN
2000-02-06,37,1.6,0.86,1.0296,0.29,0.02,9.6,7.7,11.6,PERPIGNAN
2000-02-07,38,6.0,0.6,1.0276,1.14,0.02,11.3,6.1,16.5,PERPIGNAN
2000-02-08,39,7.9,0.64,1.0251,0.56,0.04,15.2,12.6,17.7,PERPIGNAN
2000-02-09,40,8.6,0.52,1.0298,1.31,0.0,12.8,11.0,14.7,PERPIGNAN
2000-02-10,41,2.0,0.51,1.026,1.28,0.0,8.6,0.9,16.3,PERPIGNAN
2000-02-11,42,6.6,0.64,1.0247,1.2,0.0,12.5,9.4,15.6,PERPIGNAN
2000-02-12,43,8.8,0.45,1.0283,1.4,0.0,9.0,6.0,12.0,PERPIGNAN
2000-02-13,44,5.8,0.45,1.0264,0.41,0.0,10.3,6.7,13.9,PERPIGNAN
2000-02-14,45,6.8,0.65,1.0242,1.14,0.0,13.6,9.8,17.4,PERPIGNAN
2000-02-15,46,8.1,0.6,1.0233,1.42,0.0,14.4,10.9,18.0,PERPIGNAN
2000-02-16,47,9.9,0.62,1.0172,1.02,0.4,11.3,8.1,14.5,PERPIGNAN
2000-02-17,48,5.4,0.79,1.0176,0.25,1.14,9.4,5.5,13.2,PERPIGNAN
2000-02-18,49,6.4,0.64,1.0196,1.37,0.0,13.6,9.1,18.2,PERPIGNAN
2000-02-19,50,10.8,0.58,1.0177,1.26,0.04,13.1,8.6,17.6,PERPIGNAN
2000-02-20,51,7.4,0.48,1.0243,1.46,0.02,10.6,7.9,13.2,PERPIGNAN
2000-02-21,52,2.1,0.5,1.0253,1.4,0.0,7.4,1.9,12.9,PERPIGNAN
2000-02-22,53,3.0,0.46,1.024,1.21,0.0,7.6,1.2,14.0,PERPIGNAN
2000-02-23,54,6.0,0.44,1.0262,1.55,0.0,10.8,6.3,15.2,PERPIGNAN
2000-02-24,55,4.0,0.64,1.0296,1.5,0.0,14.2,9.7,18.8,PERPIGNAN
2000-02-25,56,1.8,0.76,1.0289,1.51,0.0,11.0,5.0,16.9,PERPIGNAN
2000-02-26,57,1.6,0.79,1.0285,0.32,0.0,10.5,4.2,16.7,PERPIGNAN
2000-02-27,58,2.4,0.91,1.0284,0.28,0.02,10.0,8.1,11.8,PERPIGNAN
2000-02-28,59,3.1,0.83,1.0267,1.12,0.0,11.1,6.6,15.6,PERPIGNAN
2000-02-29,60,2.4,0.83,1.0229,1.01,0.0,11.6,8.2,15.1,PERPIGNAN
2000-03-01,61,8.9,0.68,1.0164,1.33,0.36,12.9,7.8,18.0,PERPIGNAN
2000-03-02,62,7.5,0.52,1.0268,1.76,0.0,10.8,7.4,14.3,PERPIGNAN
2000-03-03,63,2.2,0.64,1.0226,1.71,0.0,8.9,1.7,16.1,PERPIGNAN
2000-03-04,64,8.4,0.58,1.0223,1.64,0.0,13.0,8.4,17.6,PERPIGNAN
2000-03-05,65,4.1,0.39,1.0287,1.87,0.0,11.8,6.7,17.0,PERPIGNAN
2000-03-06,66,2.0,0.7,1.0308,1.71,0.0,6.5,0.4,12.6,PERPIGNAN
2000-03-07,67,2.0,0.76,1.029,1.4,0.0,12.4,8.3,16.5,PERPIGNAN
2000-03-08,68,4.2,0.36,1.0293,1.87,0.0,15.4,7.9,23.0,PERPIGNAN
2000-03-09,69,7.1,0.27,1.027,1.87,0.0,19.6,13.0,26.2,PERPIGNAN
2000-03-10,70,7.9,0.37,1.0245,1.91,0.0,19.8,15.5,24.2,PERPIGNAN
2000-03-11,71,4.1,0.38,1.0199,1.92,0.0,19.5,14.6,24.4,PERPIGNAN
2000-03-12,72,2.6,0.6,1.0193,1.88,0.0,13.5,8.9,18.1,PERPIGNAN
2000-03-13,73,2.8,0.7,1.0232,1.47,0.0,12.8,9.7,16.0,PERPIGNAN
2000-03-14,74,8.6,0.52,1.0241,1.86,0.0,15.3,11.2,19.4,PERPIGNAN
2000-03-15,75,10.1,0.47,1.0232,1.37,0.0,15.1,12.8,17.4,PERPIGNAN
2000-03-16,76,10.9,0.36,1.0254,2.02,0.0,13.7,8.8,18.6,PERPIGNAN
2000-03-17,77,10.6,0.38,1.0206,2.05,0.0,16.0,12.5,19.6,PERPIGNAN
2000-03-18,78,12.5,0.48,1.0192,2.01,0.0,15.0,12.3,17.7,PERPIGNAN
2000-03-19,79,7.2,0.42,1.022,2.05,0.0,12.6,9.4,15.9,PERPIGNAN
2000-03-20,80,3.9,0.61,1.0197,1.08,0.18,10.7,8.1,13.3,PERPIGNAN
2000-03-21,81,4.6,0.74,1.0193,1.69,0.0,11.8,8.7,14.9,PERPIGNAN
2000-03-22,82,5.9,0.82,1.018,1.63,0.0,11.6,7.7,15.6,PERPIGNAN
2000-03-23,83,5.2,0.93,1.013,0.48,0.06,12.7,11.6,13.8,PERPIGNAN
2000-03-24,84,2.1,0.71,1.015,1.41,0.0,12.6,7.0,18.2,PERPIGNAN
2000-03-25,85,2.6,0.82,1.0169,1.59,0.04,11.2,6.3,16.1,PERPIGNAN
2000-03-26,86,6.6,0.57,1.0156,1.22,0.02,12.8,9.8,15.9,PERPIGNAN
2000-03-27,87,4.8,0.63,1.01,1.26,0.0,10.2,6.6,13.9,PERPIGNAN
2000-03-28,88,6.9,0.52,1.0075,1.99,0.0,10.8,7.3,14.4,PERPIGNAN
2000-03-29,89,5.4,0.56,1.0113,1.64,0.0,10.3,6.1,14.5,PERPIGNAN
2000-03-30,90,3.4,0.74,1.0141,2.05,0.0,8.0,1.8,14.3,PERPIGNAN
2000-03-31,91,3.8,0.72,1.0087,0.51,0.04,10.0,6.8,13.1,PERPIGNAN
2000-04-01,92,4.1,0.67,1.0077,2.26,0.0,11.8,6.6,17.0,PERPIGNAN
2000-04-02,93,5.0,0.8,0.9982,1.09,0.0,12.7,7.5,17.9,PERPIGNAN
2000-04-03,94,7.5,0.53,0.9892,2.26,0.0,17.0,12.2,21.9,PERPIGNAN
2000-04-04,95,6.5,0.52,0.9952,1.95,0.0,12.8,5.7,19.8,PERPIGNAN
2000-04-05,96,9.9,0.49,1.0093,1.7,0.0,13.0,10.7,15.3,PERPIGNAN
2000-04-06,97,7.4,0.5,1.0194,2.27,0.0,11.4,6.7,16.0,PERPIGNAN
2000-04-07,98,3.4,0.61,1.0222,2.73,0.0,9.8,4.2,15.5,PERPIGNAN
2000-04-08,99,4.0,0.86,1.0173,0.77,0.06,9.5,4.8,14.2,PERPIGNAN
2000-04-09,100,3.1,0.9,1.0077,0.43,0.42,9.8,9.0,10.7,PERPIGNAN
2000-04-10,101,4.0,0.93,1.0038,0.29,0.88,10.8,9.5,12.1,PERPIGNAN
2000-04-11,102,5.5,0.74,1.0018,0.84,0.98,13.0,9.3,16.7,PERPIGNAN
2000-04-12,103,2.8,0.71,1.002,1.26,0.0,12.0,9.6,14.4,PERPIGNAN
2000-04-13,104,2.5,0.76,1.0037,2.3,0.02,11.2,6.8,15.7,PERPIGNAN
2000-04-14,105,2.6,0.8,0.9993,1.61,0.0,12.4,7.2,17.6,PERPIGNAN
2000-04-15,106,4.0,0.62,1.0049,2.68,0.0,12.5,7.7,17.4,PERPIGNAN
2000-04-16,107,7.0,0.65,0.9966,1.93,0.32,16.8,11.4,22.3,PERPIGNAN
2000-04-17,108,5.9,0.5,1.0091,2.94,0.0,15.3,10.8,19.8,PERPIGNAN
2000-04-18,109,5.1,0.62,1.0101,2.68,0.5,12.0,5.7,18.3,PERPIGNAN
2000-04-19,110,6.1,0.56,1.0126,3.05,0.0,16.3,11.1,21.5,PERPIGNAN
2000-04-20,111,2.5,0.66,1.0132,2.69,0.0,15.0,9.6,20.5,PERPIGNAN
2000-04-21,112,3.4,0.79,1.0151,2.66,0.0,15.6,9.9,21.2,PERPIGNAN
2000-04-22,113,3.9,0.83,1.012,1.82,0.12,16.3,13.7,18.9,PERPIGNAN
2000-04-23,114,6.9,0.67,1.0153,0.95,0.1,13.1,9.9,16.3,PERPIGNAN
2000-04-24,115,3.5,0.59,1.0146,3.07,0.0,13.6,7.4,19.8,PERPIGNAN
2000-04-25,116,3.6,0.8,1.0108,2.92,0.0,14.4,10.4,18.5,PERPIGNAN
2000-04-26,117,5.9,0.78,1.0094,2.91,0.02,16.0,11.3,20.7,PERPIGNAN
2000-04-27,118,5.1,0.9,1.0052,0.6,0.46,14.2,12.1,16.4,PERPIGNAN
2000-04-28,119,6.1,0.58,1.0105,2.33,0.0,13.2,8.8,17.6,PERPIGNAN
2000-04-29,120,3.8,0.74,1.015,3.05,0.0,12.2,6.3,18.2,PERPIGNAN
2000-04-30,121,3.2,0.73,1.0166,2.24,0.0,15.2,10.5,19.8,PERPIGNAN
2000-05-01,122,2.1,0.64,1.0145,2.91,0.0,16.4,10.6,22.3,PERPIGNAN
2000-05-02,123,2.1,0.6,1.0137,2.97,0.0,16.8,9.3,24.3,PERPIGNAN
2000-05-03,124,3.2,0.77,1.0152,2.86,0.0,15.7,10.3,21.1,PERPIGNAN
2000-05-04,125,2.9,0.78,1.0142,1.38,0.0,17.2,13.0,21.5,PERPIGNAN
2000-05-05,126,3.1,0.83,1.0108,1.8,0.0,17.9,14.2,21.6,PERPIGNAN
2000-05-06,127,3.0,0.84,1.0113,1.43,0.02,17.9,15.3,20.5,PERPIGNAN
2000-05-07,128,3.1,0.91,1.0142,0.47,0.22,16.2,14.9,17.4,PERPIGNAN
2000-05-08,129,3.4,0.9,1.0161,1.82,0.02,17.9,15.3,20.5,PERPIGNAN
2000-05-09,130,2.8,0.85,1.0144,0.89,0.0,18.4,15.5,21.4,PERPIGNAN
2000-05-10,131,1.8,0.93,1.0119,0.36,3.28,16.6,14.9,18.2,PERPIGNAN
2000-05-11,132,3.5,0.81,1.0152,2.85,0.0,16.8,10.8,22.7,PERPIGNAN
2000-05-12,133,2.1,0.82,1.0188,2.4,0.0,18.5,16.0,21.0,PERPIGNAN
2000-05-13,134,2.6,0.69,1.0192,2.21,0.02,19.8,14.4,25.2,PERPIGNAN
2000-05-14,135,2.4,0.65,1.0197,3.26,0.0,19.0,13.3,24.7,PERPIGNAN
2000-05-15,136,3.9,0.72,1.0195,3.08,0.0,20.2,14.9,25.4,PERPIGNAN
2000-05-16,137,4.6,0.74,1.0169,2.91,0.0,19.6,14.1,25.1,PERPIGNAN
2000-05-17,138,3.4,0.77,1.0169,0.81,0.1,18.4,15.0,21.7,PERPIGNAN
2000-05-18,139,5.9,0.63,1.0151,1.84,0.0,17.3,14.8,19.8,PERPIGNAN
2000-05-19,140,6.5,0.51,1.015,2.62,0.0,17.5,14.4,20.6,PERPIGNAN
2000-05-20,141,3.5,0.49,1.0126,3.39,0.0,18.0,11.5,24.4,PERPIGNAN
2000-05-21,142,4.4,0.58,1.0125,2.62,0.0,18.2,12.3,24.2,PERPIGNAN
2000-05-22,143,5.9,0.52,1.0181,1.34,0.0,17.1,14.4,19.8,PERPIGNAN
2000-05-23,144,2.9,0.53,1.0187,3.3,0.0,19.4,13.6,25.3,PERPIGNAN
2000-05-24,145,2.9,0.54,1.0165,3.32,0.0,20.2,14.3,26.0,PERPIGNAN
2000-05-25,146,4.6,0.57,1.0174,2.8,0.0,20.7,15.5,25.9,PERPIGNAN
2000-05-26,147,4.4,0.67,1.0142,3.28,0.8,19.3,14.4,24.2,PERPIGNAN
2000-05-27,148,4.5,0.6,1.0165,3.26,0.0,18.1,13.0,23.2,PERPIGNAN
2000-05-28,149,2.1,0.69,1.0149,2.22,0.0,18.8,13.7,23.8,PERPIGNAN
2000-05-29,150,6.6,0.62,1.0176,2.83,0.0,20.3,15.9,24.7,PERPIGNAN
2000-05-30,151,3.5,0.58,1.0191,2.83,0.0,22.0,16.1,27.9,PERPIGNAN
2000-05-31,152,5.6,0.5,1.0203,3.12,0.0,24.0,19.4,28.7,PERPIGNAN
2000-06-01,153,3.0,0.6,1.021,3.12,0.0,20.6,14.3,27.0,PERPIGNAN
2000-06-02,154,2.2,0.86,1.0206,0.69,0.0,19.6,17.6,21.5,PERPIGNAN
2000-06-03,155,3.1,0.84,1.0177,2.08,0.0,20.5,16.3,24.7,PERPIGNAN
2000-06-04,156,3.4,0.68,1.0166,2.92,0.0,22.4,18.1,26.7,PERPIGNAN
2000-06-05,157,6.2,0.68,1.0164,2.33,1.0,21.4,17.3,25.5,PERPIGNAN
2000-06-06,158,10.0,0.56,1.0203,2.58,0.0,17.5,13.2,21.8,PERPIGNAN
2000-06-07,159,6.0,0.5,1.0194,3.58,0.0,20.5,15.8,25.2,PERPIGNAN
2000-06-08,160,6.1,0.58,1.0139,3.5,0.0,19.4,11.5,27.2,PERPIGNAN
2000-06-09,161,8.2,0.67,1.0118,3.33,0.12,23.5,18.3,28.7,PERPIGNAN
2000-06-10,162,7.0,0.79,1.0119,0.34,4.36,13.7,11.5,15.9,PERPIGNAN
2000-06-11,163,12.1,0.66,1.0185,0.61,0.36,15.0,12.4,17.6,PERPIGNAN
2000-06-12,164,10.1,0.6,1.0235,1.19,0.02,16.7,12.8,20.6,PERPIGNAN
2000-06-13,165,6.1,0.61,1.0236,1.54,0.26,20.9,16.2,25.6,PERPIGNAN
2000-06-14,166,6.2,0.7,1.0233,1.52,1.22,22.6,20.0,25.1,PERPIGNAN
2000-06-15,167,7.9,0.51,1.0209,3.48,0.0,25.0,19.0,31.0,PERPIGNAN
2000-06-16,168,6.8,0.39,1.0188,3.56,0.0,28.8,24.6,33.1,PERPIGNAN
2000-06-17,169,2.2,0.53,1.0203,3.2,0.0,24.1,18.8,29.4,PERPIGNAN
2000-06-18,170,4.9,0.8,1.0228,3.04,0.0,21.4,17.4,25.5,PERPIGNAN
2000-06-19,171,5.5,0.67,1.0205,3.48,0.0,22.7,18.2,27.2,PERPIGNAN
2000-06-20,172,4.6,0.71,1.0168,3.46,0.0,21.6,16.1,27.1,PERPIGNAN
2000-06-21,173,2.9,0.79,1.0189,1.45,0.0,20.1,16.8,23.4,PERPIGNAN
2000-06-22,174,3.4,0.71,1.02,1.63,0.02,21.4,16.1,26.6,PERPIGNAN
2000-06-23,175,6.6,0.59,1.0217,1.15,0.0,20.8,18.9,22.6,PERPIGNAN
2000-06-24,176,6.6,0.53,1.0201,3.41,0.0,20.8,17.5,24.1,PERPIGNAN
2000-06-25,177,5.5,0.54,1.018,3.46,0.0,21.8,16.7,27.0,PERPIGNAN
2000-06-26,178,2.6,0.65,1.0181,3.18,0.02,20.0,14.9,25.1,PERPIGNAN
2000-06-27,179,2.6,0.77,1.0158,2.52,0.0,22.4,18.6,26.2,PERPIGNAN
2000-06-28,180,5.1,0.53,1.0164,2.59,0.0,24.3,19.0,29.6,PERPIGNAN
2000-06-29,181,5.5,0.54,1.0169,3.17,0.0,24.6,20.6,28.6,PERPIGNAN
2000-06-30,182,2.2,0.69,1.0132,2.62,0.0,23.4,19.0,27.8,PERPIGNAN
2000-07-01,183,3.9,0.82,1.0113,2.37,0.0,23.6,19.8,27.5,PERPIGNAN
2000-07-02,184,3.1,0.85,1.0113,1.65,0.0,23.6,21.0,26.3,PERPIGNAN
2000-07-03,185,2.6,0.77,1.0076,2.19,0.0,24.8,20.2,29.5,PERPIGNAN
2000-07-04,186,5.8,0.5,1.0131,2.55,0.0,23.2,19.5,26.9,PERPIGNAN
2000-07-05,187,3.2,0.55,1.0172,3.3,0.0,21.8,16.2,27.4,PERPIGNAN
2000-07-06,188,3.5,0.7,1.0132,3.12,0.0,23.4,15.8,30.9,PERPIGNAN
2000-07-07,189,7.5,0.55,1.0134,2.7,0.0,23.7,18.7,28.6,PERPIGNAN
2000-07-08,190,9.1,0.48,1.0168,3.37,0.0,22.4,19.3,25.6,PERPIGNAN
2000-07-09,191,4.8,0.55,1.0142,3.29,0.0,23.0,17.3,28.7,PERPIGNAN
2000-07-10,192,4.1,0.67,1.0059,0.77,0.46,20.3,16.3,24.4,PERPIGNAN
2000-07-11,193,10.6,0.49,1.0097,3.52,0.0,18.8,14.7,23.0,PERPIGNAN
2000-07-12,194,7.4,0.47,1.0187,3.32,0.0,18.6,14.2,23.0,PERPIGNAN
2000-07-13,195,6.8,0.5,1.0194,3.43,0.0,19.0,12.3,25.8,PERPIGNAN
2000-07-14,196,10.9,0.61,1.0146,2.33,0.0,21.9,19.1,24.7,PERPIGNAN
2000-07-15,197,7.4,0.62,1.0135,1.98,0.0,19.3,17.1,21.5,PERPIGNAN
2000-07-16,198,5.9,0.45,1.0148,3.45,0.0,20.7,15.6,25.8,PERPIGNAN
2000-07-17,199,2.2,0.54,1.0158,2.64,0.0,20.9,17.6,24.2,PERPIGNAN
2000-07-18,200,1.8,0.71,1.0163,2.09,0.0,20.2,15.4,24.9,PERPIGNAN
2000-07-19,201,2.9,0.6,1.0152,3.03,0.0,23.0,17.5,28.4,PERPIGNAN
2000-07-20,202,3.0,0.54,1.0151,2.98,0.0,23.6,17.3,30.0,PERPIGNAN
2000-07-21,203,2.4,0.56,1.0159,3.2,0.0,22.9,16.8,29.0,PERPIGNAN
2000-07-22,204,4.2,0.8,1.0123,2.77,0.0,24.2,19.4,29.0,PERPIGNAN
2000-07-23,205,3.9,0.89,1.0098,0.77,0.28,22.0,20.3,23.6,PERPIGNAN
2000-07-24,206,2.8,0.66,1.0094,1.76,0.0,24.1,19.4,28.8,PERPIGNAN
2000-07-25,207,3.4,0.74,1.0073,2.69,0.08,22.8,16.8,28.8,PERPIGNAN
2000-07-26,208,2.8,0.58,1.0129,3.06,0.0,22.8,16.6,28.9,PERPIGNAN
2000-07-27,209,4.2,0.62,1.0149,3.16,0.0,23.0,17.8,28.2,PERPIGNAN
2000-07-28,210,6.2,0.55,1.0179,2.23,0.0,24.0,20.8,27.2,PERPIGNAN
2000-07-29,211,6.0,0.5,1.0204,3.26,0.0,23.6,19.5,27.6,PERPIGNAN
2000-07-30,212,3.9,0.43,1.0208,3.28,0.0,24.9,18.3,31.5,PERPIGNAN
2000-07-31,213,2.4,0.48,1.0207,3.14,0.0,22.4,15.6,29.2,PERPIGNAN
2000-08-01,214,4.2,0.8,1.0199,1.7,0.2,22.2,18.3,26.1,PERPIGNAN
2000-08-02,215,3.4,0.66,1.0201,1.91,0.0,24.4,19.6,29.3,PERPIGNAN
2000-08-03,216,6.0,0.64,1.02,0.96,0.06,21.8,19.9,23.8,PERPIGNAN
2000-08-04,217,7.8,0.55,1.0206,2.69,0.0,20.8,16.5,25.1,PERPIGNAN
2000-08-05,218,8.1,0.52,1.0205,3.17,0.0,21.6,17.8,25.4,PERPIGNAN
2000-08-06,219,8.8,0.48,1.0212,2.41,0.0,22.8,18.6,27.0,PERPIGNAN
2000-08-07,220,7.1,0.46,1.0201,3.04,0.0,24.4,18.9,29.9,PERPIGNAN
2000-08-08,221,3.2,0.49,1.0182,2.76,0.0,25.2,20.1,30.4,PERPIGNAN
2000-08-09,222,2.8,0.49,1.018,2.91,0.0,26.4,21.3,31.4,PERPIGNAN
2000-08-10,223,2.5,0.72,1.0168,2.94,0.0,23.4,17.6,29.2,PERPIGNAN
2000-08-11,224,2.6,0.81,1.0132,2.02,0.0,23.3,19.8,26.9,PERPIGNAN
2000-08-12,225,3.1,0.67,1.0141,1.69,0.02,24.8,20.3,29.4,PERPIGNAN
2000-08-13,226,2.6,0.56,1.0165,2.8,0.0,25.8,20.4,31.1,PERPIGNAN
2000-08-14,227,3.5,0.5,1.0194,2.77,0.0,27.6,21.0,34.2,PERPIGNAN
2000-08-15,228,4.4,0.5,1.0194,2.76,0.0,29.8,24.9,34.6,PERPIGNAN
2000-08-16,229,2.9,0.59,1.0156,2.55,0.0,26.8,22.0,31.6,PERPIGNAN
2000-08-17,230,3.0,0.7,1.0142,2.56,0.0,25.8,21.7,29.9,PERPIGNAN
2000-08-18,231,4.4,0.77,1.0118,2.05,0.0,25.2,18.4,32.1,PERPIGNAN
2000-08-19,232,3.0,0.83,1.0133,1.78,0.0,24.3,19.7,28.9,PERPIGNAN
2000-08-20,233,3.6,0.82,1.0128,2.13,0.0,26.0,22.6,29.4,PERPIGNAN
2000-08-21,234,3.9,0.61,1.0145,1.07,0.0,25.2,22.2,28.2,PERPIGNAN
2000-08-22,235,3.2,0.63,1.0144,2.81,0.0,20.7,14.1,27.2,PERPIGNAN
2000-08-23,236,3.1,0.83,1.0155,1.64,0.0,22.0,16.8,27.2,PERPIGNAN
2000-08-24,237,2.0,0.85,1.0186,1.4,0.0,25.6,22.2,29.1,PERPIGNAN
2000-08-25,238,2.4,0.84,1.014,1.82,0.0,24.7,21.6,27.8,PERPIGNAN
2000-08-26,239,6.5,0.7,1.0113,1.72,0.0,24.7,20.7,28.6,PERPIGNAN
2000-08-27,240,7.1,0.49,1.0187,2.49,0.0,23.6,19.4,27.8,PERPIGNAN
2000-08-28,241,2.2,0.52,1.0199,2.41,0.0,23.6,17.6,29.5,PERPIGNAN
2000-08-29,242,3.4,0.68,1.0168,2.54,0.06,20.3,14.6,26.0,PERPIGNAN
2000-08-30,243,3.2,0.81,1.0123,0.9,0.1,23.2,19.8,26.5,PERPIGNAN
2000-08-31,244,5.1,0.55,1.0112,2.51,0.0,22.9,18.2,27.6,PERPIGNAN
2000-09-01,245,4.1,0.56,1.0117,2.56,0.0,22.4,15.8,29.0,PERPIGNAN
2000-09-02,246,7.5,0.47,1.0144,2.48,0.0,23.4,19.6,27.1,PERPIGNAN
2000-09-03,247,7.6,0.52,1.0157,2.33,0.0,22.0,18.5,25.5,PERPIGNAN
2000-09-04,248,8.1,0.46,1.0179,2.5,0.0,21.8,18.1,25.6,PERPIGNAN
2000-09-05,249,4.0,0.33,1.0199,2.67,0.0,23.3,17.3,29.3,PERPIGNAN
2000-09-06,250,3.4,0.36,1.0175,2.25,0.0,22.2,14.9,29.5,PERPIGNAN
2000-09-07,251,8.5,0.5,1.0162,1.94,0.0,23.0,19.4,26.6,PERPIGNAN
2000-09-08,252,3.9,0.43,1.0191,2.55,0.0,23.7,21.0,26.4,PERPIGNAN
2000-09-09,253,4.0,0.61,1.0211,2.46,0.0,20.0,12.5,27.5,PERPIGNAN
2000-09-10,254,3.5,0.63,1.0183,2.44,0.0,20.0,12.3,27.6,PERPIGNAN
2000-09-11,255,2.1,0.78,1.0144,2.26,0.0,20.0,13.4,26.7,PERPIGNAN
2000-09-12,256,3.0,0.84,1.0143,1.31,0.32,21.7,17.3,26.1,PERPIGNAN
2000-09-13,257,2.8,0.73,1.0142,2.19,0.0,23.2,17.3,29.1,PERPIGNAN
2000-09-14,258,2.0,0.86,1.0155,1.61,0.02,22.2,18.3,26.1,PERPIGNAN
2000-09-15,259,1.2,0.87,1.0154,0.92,0.04,22.9,19.6,26.2,PERPIGNAN
2000-09-16,260,3.8,0.66,1.0146,2.02,0.0,23.0,18.2,27.7,PERPIGNAN
2000-09-17,261,4.2,0.6,1.0113,2.01,0.0,22.0,16.4,27.5,PERPIGNAN
2000-09-18,262,2.9,0.61,1.0077,2.02,0.0,22.5,18.6,26.4,PERPIGNAN
2000-09-19,263,4.2,0.72,1.0016,1.09,0.2,20.7,14.4,27.0,PERPIGNAN
2000-09-20,264,5.8,0.57,1.008,1.55,0.0,15.8,12.5,19.2,PERPIGNAN
2000-09-21,265,2.4,0.43,1.0188,2.23,0.0,19.7,13.3,26.1,PERPIGNAN
2000-09-22,266,2.8,0.47,1.019,2.26,0.0,21.0,12.2,29.7,PERPIGNAN
2000-09-23,267,3.6,0.79,1.0174,1.57,0.0,17.8,12.1,23.6,PERPIGNAN
2000-09-24,268,1.9,0.84,1.019,0.7,0.0,21.5,19.4,23.6,PERPIGNAN
2000-09-25,269,2.6,0.82,1.0211,1.57,0.0,21.2,17.7,24.7,PERPIGNAN
2000-09-26,270,2.9,0.82,1.02,1.06,0.0,22.8,20.1,25.6,PERPIGNAN
2000-09-27,271,2.4,0.79,1.0182,1.24,0.0,21.2,18.2,24.3,PERPIGNAN
2000-09-28,272,6.0,0.62,1.0073,1.89,0.08,21.4,13.1,29.7,PERPIGNAN
2000-09-29,273,3.8,0.64,1.0027,0.58,0.02,18.0,15.9,20.2,PERPIGNAN
