date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2000-03-12,72,4,2.3,10.1,0.68,1.0256,1.35,0.0,5.0,5.8,4.1,10.4,MUENCHEN,2000
2000-03-13,73,3,1.4,5.8,0.72,1.0264,1.74,0.01,8.4,5.7,-0.5,11.1,MUENCHEN,2000
2000-03-14,74,8,4.8,14.9,0.81,1.0219,0.57,1.07,0.1,8.2,3.8,10.5,MUENCHEN,2000
2000-03-15,75,6,5.6,15.5,0.66,1.0269,1.2,0.22,3.5,2.9,-0.4,8.6,MUENCHEN,2000
2000-03-16,76,8,6.2,16.2,0.94,1.0267,0.52,1.89,0.0,3.0,0.4,4.1,MUENCHEN,2000
2000-03-17,77,8,5.5,15.4,0.98,1.0238,0.53,2.55,0.0,5.2,0.0,5.5,MUENCHEN,2000
2000-03-18,78,8,2.1,7.5,0.94,1.0254,0.54,0.3,0.0,3.5,1.1,5.5,MUENCHEN,2000
2000-03-19,79,7,2.3,7.5,0.76,1.029,0.67,0.05,0.3,3.4,2.7,6.0,MUENCHEN,2000
2000-03-20,80,4,1.4,5.1,0.63,1.0285,1.84,0.0,8.2,4.7,-0.5,8.0,MUENCHEN,2000
2000-03-21,81,2,1.5,5.3,0.64,1.0232,2.19,0.0,11.3,6.8,0.5,13.0,MUENCHEN,2000
2000-03-22,82,0,1.9,8.4,0.61,1.0198,2.25,0.0,11.7,8.8,0.2,15.9,MUENCHEN,2000
2000-03-23,83,6,2.2,6.5,0.48,1.0156,2.0,0.0,9.1,12.2,5.3,17.2,MUENCHEN,2000
2000-03-24,84,7,1.9,10.3,0.68,1.0128,1.09,0.39,2.1,10.6,8.0,15.6,MUENCHEN,2000
2000-03-25,85,3,2.1,5.8,0.68,1.0165,1.69,0.0,6.2,9.5,5.9,14.3,MUENCHEN,2000
2000-03-26,86,7,2.4,9.5,0.86,1.0129,0.88,0.6,0.9,5.4,4.8,9.7,MUENCHEN,2000
2000-03-27,87,8,1.8,6.5,0.95,1.0078,0.59,0.59,0.0,3.8,3.5,6.3,MUENCHEN,2000
2000-03-28,88,8,2.7,8.1,0.82,1.0114,0.66,0.0,0.1,4.9,3.2,7.0,MUENCHEN,2000
2000-03-29,89,8,4.8,14.0,0.85,1.006,0.86,0.92,0.7,5.8,3.1,10.1,MUENCHEN,2000
2000-03-30,90,8,9.4,21.0,0.92,1.0085,0.61,1.22,0.0,2.8,2.2,4.8,MUENCHEN,2000
2000-03-31,91,5,4.6,15.0,0.67,1.0096,1.67,0.0,5.4,6.2,3.0,11.3,MUENCHEN,2000
2000-04-01,92,7,2.0,9.0,0.82,1.0077,1.19,0.02,2.2,5.3,0.6,9.0,MUENCHEN,2000
2000-04-02,93,4,2.8,9.2,0.59,1.006,2.39,0.0,11.0,8.6,1.5,14.9,MUENCHEN,2000
2000-04-03,94,5,2.3,6.6,0.48,0.9942,2.0,0.0,7.6,13.4,4.0,21.2,MUENCHEN,2000
2000-04-04,95,4,2.2,9.0,0.58,0.9935,2.24,0.1,9.4,12.6,9.3,18.4,MUENCHEN,2000
2000-04-05,96,8,3.0,9.6,0.87,1.0032,0.91,1.59,0.7,8.5,7.0,11.6,MUENCHEN,2000
2000-04-06,97,7,3.1,10.8,0.6,1.0242,1.39,0.0,3.0,2.2,0.1,7.5,MUENCHEN,2000
2000-04-07,98,4,1.7,7.0,0.59,1.0304,2.62,0.0,12.3,5.8,-1.2,9.7,MUENCHEN,2000
2000-04-08,99,4,2.1,6.6,0.56,1.0243,2.14,0.0,8.1,7.2,1.4,11.8,MUENCHEN,2000
2000-04-09,100,5,3.2,8.4,0.58,1.0122,2.6,0.0,11.8,8.6,2.2,13.8,MUENCHEN,2000
2000-04-10,101,6,2.2,6.4,0.58,1.0068,2.24,0.0,8.6,9.6,3.4,14.2,MUENCHEN,2000
2000-04-11,102,7,2.0,9.8,0.8,0.9991,1.35,0.01,2.5,9.0,5.9,12.5,MUENCHEN,2000
2000-04-12,103,6,3.5,12.2,0.82,0.9977,1.04,0.75,1.0,5.6,3.9,9.6,MUENCHEN,2000
2000-04-13,104,7,1.8,7.2,0.85,1.004,0.7,0.47,0.0,7.1,3.0,8.5,MUENCHEN,2000
2000-04-14,105,4,2.2,7.6,0.65,1.002,2.52,0.0,10.4,13.6,5.9,19.0,MUENCHEN,2000
2000-04-15,106,6,3.5,15.8,0.68,1.0017,2.0,0.0,6.3,8.9,6.4,20.2,MUENCHEN,2000
2000-04-16,107,5,3.2,11.0,0.45,1.0038,2.4,0.0,9.2,12.4,4.8,18.3,MUENCHEN,2000
2000-04-17,108,7,3.8,10.1,0.71,1.0051,1.39,0.66,2.4,9.8,6.9,16.0,MUENCHEN,2000
2000-04-18,109,8,2.3,6.5,0.81,1.0122,0.73,0.11,0.0,8.2,5.3,10.4,MUENCHEN,2000
2000-04-19,110,6,2.2,6.5,0.74,1.0122,1.05,0.0,0.8,10.5,6.9,13.7,MUENCHEN,2000
2000-04-20,111,0,1.9,8.3,0.73,1.0158,2.81,0.0,12.0,12.7,4.6,18.4,MUENCHEN,2000
2000-04-21,112,3,1.9,8.2,0.56,1.0164,2.88,0.0,12.5,16.2,8.5,23.2,MUENCHEN,2000
2000-04-22,113,1,1.7,6.8,0.46,1.0132,2.92,0.0,12.7,18.4,9.9,26.4,MUENCHEN,2000
2000-04-23,114,5,2.2,10.6,0.5,1.008,2.44,0.03,8.8,19.3,10.4,25.0,MUENCHEN,2000
2000-04-24,115,8,4.5,13.1,0.96,1.0134,0.76,0.07,0.0,8.9,7.0,18.8,MUENCHEN,2000
2000-04-25,116,3,2.0,8.1,0.74,1.0145,2.11,0.0,6.3,12.6,8.6,17.9,MUENCHEN,2000
2000-04-26,117,1,1.8,6.2,0.66,1.0119,2.87,0.0,11.8,15.9,7.2,23.6,MUENCHEN,2000
2000-04-27,118,5,2.2,7.7,0.72,1.0098,1.59,0.0,3.0,16.5,9.5,19.5,MUENCHEN,2000
2000-04-28,119,7,2.4,10.5,0.49,1.0054,2.26,0.0,7.1,19.6,10.7,27.5,MUENCHEN,2000
2000-04-29,120,8,2.2,7.5,0.66,1.0125,2.14,0.0,6.2,16.9,13.1,23.2,MUENCHEN,2000
2000-04-30,121,7,2.1,6.1,0.9,1.0188,0.79,0.0,0.0,14.4,13.6,17.0,MUENCHEN,2000
2000-05-01,122,6,1.4,11.3,0.79,1.0166,1.9,0.09,4.0,15.3,11.7,22.9,MUENCHEN,2000
2000-05-02,123,3,2.2,10.3,0.69,1.0159,2.47,0.01,7.7,16.6,9.8,22.7,MUENCHEN,2000
2000-05-03,124,5,1.9,11.4,0.69,1.0166,2.7,1.66,9.4,15.8,9.3,22.8,MUENCHEN,2000
2000-05-04,125,7,1.8,8.9,0.91,1.0176,1.82,0.75,3.4,14.3,12.9,20.6,MUENCHEN,2000
2000-05-05,126,2,2.2,8.7,0.71,1.0151,2.96,0.0,11.4,16.4,10.7,22.0,MUENCHEN,2000
2000-05-06,127,4,1.8,11.1,0.78,1.0138,2.81,1.82,10.0,16.1,10.3,23.9,MUENCHEN,2000
2000-05-07,128,4,1.4,6.4,0.64,1.0148,3.15,0.0,12.8,17.6,9.9,24.5,MUENCHEN,2000
2000-05-08,129,7,2.1,9.5,0.68,1.0165,2.08,0.14,4.7,17.1,11.9,23.4,MUENCHEN,2000
2000-05-09,130,2,1.9,8.3,0.63,1.0175,3.19,0.0,13.0,19.0,12.5,24.9,MUENCHEN,2000
2000-05-10,131,2,1.6,7.0,0.52,1.0148,3.25,0.0,13.4,21.4,12.3,27.3,MUENCHEN,2000
2000-05-11,132,4,1.8,6.2,0.5,1.0136,3.18,0.0,12.7,22.0,14.0,27.6,MUENCHEN,2000
2000-05-12,133,7,2.8,10.0,0.88,1.0185,0.96,1.22,0.1,15.4,14.0,21.2,MUENCHEN,2000
2000-05-13,134,4,2.4,7.7,0.78,1.0216,2.43,0.0,6.7,15.6,13.8,20.1,MUENCHEN,2000
2000-05-14,135,0,3.1,10.3,0.5,1.0228,3.45,0.0,14.8,16.3,8.3,23.0,MUENCHEN,2000
2000-05-15,136,1,1.5,5.1,0.52,1.0206,3.45,0.0,14.7,18.5,8.5,25.7,MUENCHEN,2000
2000-05-16,137,5,1.6,6.1,0.49,1.0167,3.33,0.0,13.6,22.1,13.3,27.1,MUENCHEN,2000
2000-05-17,138,4,2.7,15.1,0.62,1.0131,3.11,9.79,11.6,18.6,13.7,27.8,MUENCHEN,2000
2000-05-18,139,7,2.4,8.9,0.91,1.012,0.87,1.38,0.0,12.1,10.7,15.1,MUENCHEN,2000
2000-05-19,140,7,3.2,10.3,0.72,1.0119,2.12,0.61,4.5,11.2,8.0,14.7,MUENCHEN,2000
2000-05-20,141,6,3.4,18.4,0.76,1.0134,2.29,0.39,5.5,9.2,6.2,14.3,MUENCHEN,2000
2000-05-21,142,5,2.0,14.8,0.61,1.0107,2.7,0.24,8.2,13.6,5.3,17.9,MUENCHEN,2000
2000-05-22,143,8,4.5,14.1,0.79,1.0172,1.24,0.03,0.6,10.2,7.7,13.5,MUENCHEN,2000
2000-05-23,144,3,2.0,6.2,0.63,1.0211,3.03,0.0,10.6,13.8,7.8,18.6,MUENCHEN,2000
2000-05-24,145,2,2.0,7.4,0.6,1.017,3.47,0.0,14.2,17.5,8.1,22.9,MUENCHEN,2000
2000-05-25,146,7,2.9,10.1,0.6,1.015,2.41,0.03,6.1,18.6,11.6,24.7,MUENCHEN,2000
2000-05-26,147,6,2.5,9.1,0.77,1.0157,2.67,0.03,7.8,18.2,12.9,22.1,MUENCHEN,2000
2000-05-27,148,7,2.5,17.8,0.85,1.0159,1.42,0.2,1.1,13.2,11.1,19.4,MUENCHEN,2000
2000-05-28,149,7,2.8,11.9,0.8,1.0126,2.18,0.68,4.6,13.9,9.9,19.3,MUENCHEN,2000
2000-05-29,150,7,3.1,18.1,0.82,1.0175,1.84,0.4,2.8,9.8,7.4,13.0,MUENCHEN,2000
2000-05-30,151,7,2.4,11.1,0.7,1.0176,2.51,2.08,6.6,12.4,7.6,16.5,MUENCHEN,2000
2000-05-31,152,6,3.1,13.6,0.89,1.0183,1.33,0.18,0.8,11.4,10.0,14.8,MUENCHEN,2000
2000-06-01,153,2,1.6,7.4,0.64,1.0249,3.34,0.0,13.5,16.6,6.7,22.0,MUENCHEN,2000
2000-06-02,154,4,1.7,5.2,0.61,1.0215,3.28,0.0,13.0,20.1,12.1,26.9,MUENCHEN,2000
2000-06-03,155,3,2.5,12.7,0.56,1.0185,3.42,0.06,14.1,22.2,13.9,28.6,MUENCHEN,2000
2000-06-04,156,4,2.0,13.8,0.72,1.0188,2.38,1.19,6.7,20.8,15.3,26.5,MUENCHEN,2000
2000-06-05,157,5,2.3,11.5,0.65,1.015,3.12,0.67,11.7,21.3,14.7,28.5,MUENCHEN,2000
2000-06-06,158,8,2.8,10.2,0.96,1.0194,0.87,0.83,0.1,13.4,11.9,19.0,MUENCHEN,2000
2000-06-07,159,4,3.5,14.8,0.66,1.0235,2.62,0.0,8.2,14.4,10.9,18.7,MUENCHEN,2000
2000-06-08,160,1,3.1,9.6,0.56,1.021,3.51,0.0,14.7,17.6,9.7,22.5,MUENCHEN,2000
2000-06-09,161,1,2.5,9.4,0.62,1.0154,3.57,0.0,15.1,21.7,13.0,28.2,MUENCHEN,2000
2000-06-10,162,3,1.6,6.5,0.52,1.0128,2.98,0.0,10.6,24.3,16.9,29.8,MUENCHEN,2000
2000-06-11,163,6,2.7,11.3,0.65,1.013,2.63,0.0,8.2,22.0,15.7,30.1,MUENCHEN,2000
2000-06-12,164,6,2.2,8.3,0.78,1.0248,1.85,0.0,3.6,19.6,16.5,23.8,MUENCHEN,2000
2000-06-13,165,5,2.6,14.8,0.63,1.023,3.28,0.31,12.8,23.7,15.8,29.6,MUENCHEN,2000
2000-06-14,166,4,3.5,13.2,0.69,1.0228,3.12,0.01,11.6,20.2,16.3,26.4,MUENCHEN,2000
2000-06-15,167,7,4.1,14.2,0.72,1.0227,1.57,0.11,2.3,18.1,15.8,22.5,MUENCHEN,2000
2000-06-16,168,5,3.5,10.9,0.59,1.0257,2.62,0.0,8.1,14.8,12.4,19.4,MUENCHEN,2000
2000-06-17,169,1,1.9,6.9,0.44,1.0295,3.44,0.0,14.0,15.6,9.1,20.3,MUENCHEN,2000
2000-06-18,170,0,1.9,6.2,0.4,1.0282,3.62,0.0,15.4,18.9,8.5,25.9,MUENCHEN,2000
2000-06-19,171,1,2.0,7.1,0.43,1.0219,3.62,0.0,15.4,22.6,12.3,29.7,MUENCHEN,2000
2000-06-20,172,0,2.0,7.2,0.41,1.0162,3.61,0.0,15.4,24.7,14.4,31.9,MUENCHEN,2000
2000-06-21,173,2,2.4,10.7,0.41,1.0141,3.56,0.0,15.0,26.1,17.8,32.1,MUENCHEN,2000
2000-06-22,174,5,3.3,9.9,0.55,1.0154,3.16,2.61,11.9,23.0,19.8,30.0,MUENCHEN,2000
2000-06-23,175,7,2.3,8.6,0.81,1.0193,1.32,0.35,1.3,16.4,14.1,20.3,MUENCHEN,2000
2000-06-24,176,7,3.2,12.9,0.8,1.0167,1.37,0.31,1.5,13.1,10.6,18.7,MUENCHEN,2000
2000-06-25,177,6,3.6,11.7,0.77,1.0184,1.61,0.0,2.5,12.6,10.2,15.5,MUENCHEN,2000
2000-06-26,178,6,3.2,11.5,0.59,1.0207,2.26,0.0,5.9,13.6,11.0,17.6,MUENCHEN,2000
2000-06-27,179,1,2.1,8.6,0.5,1.0204,3.24,0.0,12.5,14.2,9.3,19.8,MUENCHEN,2000
2000-06-28,180,5,2.1,9.1,0.52,1.0152,2.99,0.0,10.7,17.2,8.1,21.5,MUENCHEN,2000
2000-06-29,181,6,2.9,11.5,0.43,1.0164,2.61,0.0,8.1,17.1,11.7,21.0,MUENCHEN,2000
2000-06-30,182,3,2.6,10.6,0.51,1.0149,3.2,0.0,12.3,18.7,11.8,23.9,MUENCHEN,2000
2000-07-01,183,3,2.6,12.2,0.52,1.0118,3.24,0.48,12.6,21.6,12.3,28.0,MUENCHEN,2000
2000-07-02,184,4,2.9,15.2,0.59,1.0119,3.13,1.51,11.8,23.2,16.2,29.1,MUENCHEN,2000
2000-07-03,185,7,3.2,11.8,0.78,1.011,2.06,0.77,4.8,20.0,17.6,26.6,MUENCHEN,2000
2000-07-04,186,6,2.7,11.7,0.77,1.0086,1.73,0.05,3.1,19.0,16.5,22.1,MUENCHEN,2000
2000-07-05,187,4,4.3,15.4,0.53,1.0155,3.36,0.0,13.6,19.9,15.7,23.3,MUENCHEN,2000
2000-07-06,188,2,2.3,9.1,0.52,1.0187,2.99,0.17,10.9,20.6,14.5,25.4,MUENCHEN,2000
2000-07-07,189,7,2.3,14.9,0.9,1.011,1.46,0.6,1.9,17.3,14.6,22.8,MUENCHEN,2000
2000-07-08,190,7,4.6,16.5,0.81,1.0127,1.52,0.02,2.2,13.0,10.9,17.4,MUENCHEN,2000
2000-07-09,191,7,3.7,14.3,0.79,1.0111,1.27,0.49,1.2,13.4,11.1,18.2,MUENCHEN,2000
2000-07-10,192,8,3.1,13.8,0.84,1.0014,0.91,0.89,0.2,14.8,12.4,18.6,MUENCHEN,2000
2000-07-11,193,7,3.6,10.7,0.79,1.0028,1.58,0.42,2.5,13.3,11.3,18.7,MUENCHEN,2000
2000-07-12,194,7,4.0,11.9,0.78,1.0134,1.51,0.45,2.2,12.4,10.5,16.3,MUENCHEN,2000
2000-07-13,195,6,3.8,11.4,0.73,1.0169,1.79,0.62,3.5,12.9,8.5,16.4,MUENCHEN,2000
2000-07-14,196,7,4.7,14.5,0.91,1.009,0.91,1.05,0.2,12.0,11.3,13.7,MUENCHEN,2000
2000-07-15,197,6,3.5,11.0,0.9,1.0098,1.68,0.45,3.0,10.3,9.2,13.9,MUENCHEN,2000
2000-07-16,198,6,3.1,11.3,0.91,1.0147,1.83,0.39,3.8,10.6,9.2,15.0,MUENCHEN,2000
2000-07-17,199,4,2.2,6.5,0.66,1.0183,2.73,0.06,9.4,14.7,9.3,19.8,MUENCHEN,2000
2000-07-18,200,4,2.0,8.0,0.69,1.0181,2.68,0.0,9.1,15.8,11.7,21.0,MUENCHEN,2000
2000-07-19,201,4,3.2,13.8,0.71,1.0184,2.41,0.09,7.3,15.0,12.5,19.2,MUENCHEN,2000
2000-07-20,202,6,2.4,7.9,0.65,1.021,1.55,0.0,2.5,16.0,11.9,18.9,MUENCHEN,2000
2000-07-21,203,5,3.0,8.7,0.59,1.02,2.47,0.0,7.8,17.6,12.9,22.4,MUENCHEN,2000
2000-07-22,204,2,1.8,6.5,0.56,1.0171,3.33,0.0,14.2,19.0,10.1,24.1,MUENCHEN,2000
2000-07-23,205,7,1.6,8.1,0.82,1.0139,1.94,0.18,4.6,18.0,12.6,24.3,MUENCHEN,2000
2000-07-24,206,7,2.3,11.4,0.81,1.0079,1.64,0.97,3.0,18.5,15.7,25.6,MUENCHEN,2000
2000-07-25,207,4,3.5,10.9,0.61,1.0082,2.73,0.25,9.8,20.8,14.9,25.0,MUENCHEN,2000
2000-07-26,208,6,3.7,18.7,0.77,1.0107,2.06,0.69,5.4,17.7,15.6,24.8,MUENCHEN,2000
2000-07-27,209,5,1.9,12.9,0.62,1.016,2.81,0.05,10.5,20.9,13.5,26.2,MUENCHEN,2000
2000-07-28,210,6,3.1,14.0,0.91,1.0152,1.45,1.19,2.2,15.2,12.7,21.0,MUENCHEN,2000
2000-07-29,211,6,4.6,12.1,0.77,1.0176,1.82,0.29,4.1,15.8,13.3,20.0,MUENCHEN,2000
2000-07-30,212,7,3.4,10.6,0.88,1.0228,1.62,2.07,3.1,15.2,13.1,19.5,MUENCHEN,2000
2000-07-31,213,1,1.7,5.8,0.71,1.0241,2.93,0.0,11.7,18.1,12.0,24.2,MUENCHEN,2000
2000-08-01,214,0,1.6,5.0,0.54,1.021,3.26,0.0,14.4,21.6,12.0,28.0,MUENCHEN,2000
2000-08-02,215,5,2.9,12.7,0.61,1.018,2.44,0.02,8.2,21.2,17.3,29.0,MUENCHEN,2000
2000-08-03,216,8,1.7,6.1,0.92,1.0202,1.17,1.08,1.2,16.1,14.9,21.2,MUENCHEN,2000
2000-08-04,217,7,1.8,4.8,0.83,1.0208,0.96,0.08,0.5,15.8,14.4,18.2,MUENCHEN,2000
2000-08-05,218,8,2.1,7.9,0.95,1.0194,0.69,2.97,0.0,15.9,13.8,17.6,MUENCHEN,2000
2000-08-06,219,8,3.0,8.3,0.99,1.0181,0.69,5.86,0.0,14.5,13.9,16.2,MUENCHEN,2000
