date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2000-01-31,31,8,7.3,20.0,0.87,1.0184,0.17,0.36,0.0,9.7,8.7,10.8,DE_BILT,2000,1
2000-02-01,32,8,6.9,15.0,0.82,1.0163,0.26,0.14,0.7,9.0,7.6,10.2,DE_BILT,2000,2
2000-02-02,33,4,4.7,12.0,0.87,1.0171,0.54,0.74,4.4,7.4,6.0,9.0,DE_BILT,2000,2
2000-02-03,34,5,3.8,11.0,0.85,1.0308,0.43,0.0,2.7,6.4,3.4,9.1,DE_BILT,2000,2
2000-02-04,35,8,6.4,14.0,0.91,1.0308,0.18,0.23,0.0,7.6,5.6,9.2,DE_BILT,2000,2
2000-02-05,36,5,4.9,11.0,0.75,1.0272,0.77,0.0,7.5,8.4,6.1,11.8,DE_BILT,2000,2
2000-02-06,37,8,4.6,11.0,0.88,1.0183,0.19,0.06,0.0,7.6,5.4,8.9,DE_BILT,2000,2
2000-02-07,38,7,6.8,17.0,0.87,1.0106,0.52,0.69,3.5,7.9,6.3,9.4,DE_BILT,2000,2
2000-02-08,39,5,7.3,16.0,0.79,1.0035,0.27,0.63,0.5,8.6,6.3,11.9,DE_BILT,2000,2
2000-02-09,40,6,6.3,17.0,0.73,1.0183,0.35,0.0,1.3,6.5,4.9,8.5,DE_BILT,2000,2
2000-02-10,41,5,5.8,16.0,0.82,1.0163,0.38,0.95,1.5,5.8,3.5,8.2,DE_BILT,2000,2
2000-02-11,42,1,3.9,10.0,0.83,1.0267,0.86,0.0,7.7,4.6,0.5,8.9,DE_BILT,2000,2
2000-02-12,43,4,5.8,16.0,0.86,1.0183,0.53,0.41,3.1,4.5,2.1,6.9,DE_BILT,2000,2
2000-02-13,44,4,4.3,15.0,0.82,1.0175,0.77,0.0,6.1,5.2,1.5,8.3,DE_BILT,2000,2
2000-02-14,45,5,3.7,10.0,0.88,1.0195,0.66,0.25,4.5,4.5,-0.8,8.0,DE_BILT,2000,2
2000-02-15,46,7,3.5,10.0,0.86,1.0118,0.51,0.18,2.6,6.6,4.3,9.1,DE_BILT,2000,2
2000-02-16,47,6,5.4,16.0,0.79,0.9994,0.82,1.45,6.3,3.7,0.3,6.3,DE_BILT,2000,2
2000-02-17,48,6,4.4,16.0,0.78,1.0073,0.77,0.1,5.5,3.6,0.9,7.9,DE_BILT,2000,2
2000-02-18,49,8,4.8,13.0,0.89,1.0008,0.26,0.72,0.1,4.9,0.8,8.4,DE_BILT,2000,2
2000-02-19,50,6,4.6,14.0,0.86,1.0087,0.35,0.09,0.7,4.8,1.3,6.8,DE_BILT,2000,2
2000-02-20,51,3,2.3,11.0,0.84,1.0275,1.04,0.0,8.5,2.2,-2.8,7.8,DE_BILT,2000,2
2000-02-21,52,7,2.8,8.0,0.91,1.0274,0.69,0.06,4.0,2.2,-3.7,6.0,DE_BILT,2000,2
2000-02-22,53,7,2.1,7.0,0.96,1.0248,0.48,0.0,1.7,2.8,-0.7,6.5,DE_BILT,2000,2
2000-02-23,54,4,2.8,9.0,0.88,1.0232,0.87,0.0,5.8,5.1,-1.5,10.0,DE_BILT,2000,2
2000-02-24,55,8,4.6,11.0,0.82,1.0202,0.48,1.19,1.6,7.8,4.3,9.7,DE_BILT,2000,2
2000-02-25,56,3,3.4,11.0,0.83,1.025,1.08,1.12,8.1,5.4,2.9,9.2,DE_BILT,2000,2
2000-02-26,57,2,2.7,7.0,0.82,1.0305,1.1,0.0,8.1,3.4,-0.7,9.5,DE_BILT,2000,2
2000-02-27,58,7,5.5,13.0,0.72,1.0203,1.07,0.0,7.6,7.6,0.6,12.3,DE_BILT,2000,2
2000-02-28,59,6,6.7,18.0,0.8,1.0108,0.37,0.12,0.5,9.2,5.3,12.7,DE_BILT,2000,2
2000-02-29,60,6,6.9,18.0,0.87,1.0036,0.59,1.11,2.2,6.5,3.9,8.8,DE_BILT,2000,2
2000-03-01,61,6,4.3,13.0,0.83,1.0046,0.88,0.32,4.1,5.3,2.6,8.2,DE_BILT,2000,3
2000-03-02,62,6,6.8,20.0,0.86,1.0149,0.71,1.62,2.4,4.9,1.4,8.2,DE_BILT,2000,3
2000-03-03,63,7,6.9,21.0,0.82,1.0034,0.78,1.4,2.9,6.9,3.3,10.2,DE_BILT,2000,3
2000-03-04,64,4,4.3,19.0,0.81,1.021,1.1,0.39,5.9,1.9,-0.2,5.4,DE_BILT,2000,3
2000-03-05,65,6,3.5,11.0,0.85,1.0305,1.07,0.07,5.4,3.2,-0.4,7.5,DE_BILT,2000,3
2000-03-06,66,6,6.5,14.0,0.85,1.0257,0.51,0.0,0.7,6.3,3.1,8.4,DE_BILT,2000,3
2000-03-07,67,8,6.3,15.0,0.89,1.0205,0.69,0.31,1.9,9.6,7.5,12.9,DE_BILT,2000,3
2000-03-08,68,8,7.3,16.0,0.9,1.0175,0.37,1.18,0.0,11.1,9.5,12.9,DE_BILT,2000,3
2000-03-09,69,8,6.5,17.0,0.84,1.0206,0.48,0.33,0.4,10.7,6.4,13.6,DE_BILT,2000,3
2000-03-10,70,6,3.0,11.0,0.87,1.0244,0.79,0.1,2.4,6.5,0.7,9.9,DE_BILT,2000,3
2000-03-11,71,7,5.3,15.0,0.84,1.0182,0.84,0.12,2.7,8.7,5.3,11.6,DE_BILT,2000,3
2000-03-12,72,5,2.0,7.0,0.82,1.0257,1.22,0.0,5.9,7.7,3.9,12.3,DE_BILT,2000,3
2000-03-13,73,7,2.8,7.0,0.93,1.024,0.53,0.0,0.5,7.7,3.9,10.3,DE_BILT,2000,3
2000-03-14,74,7,5.0,17.0,0.86,1.0195,0.64,0.44,1.1,7.8,3.6,10.2,DE_BILT,2000,3
2000-03-15,75,5,4.8,13.0,0.75,1.0287,1.09,0.02,4.4,6.0,2.0,8.7,DE_BILT,2000,3
2000-03-16,76,7,3.3,11.0,0.89,1.0299,0.41,0.02,0.0,8.0,4.9,10.4,DE_BILT,2000,3
2000-03-17,77,8,3.4,11.0,0.84,1.0298,0.53,0.0,0.4,8.2,4.7,10.8,DE_BILT,2000,3
2000-03-18,78,8,4.8,14.0,0.86,1.0297,0.87,0.37,2.4,7.0,5.5,9.1,DE_BILT,2000,3
2000-03-19,79,7,3.0,8.0,0.85,1.0339,1.39,0.01,6.5,5.8,1.4,10.4,DE_BILT,2000,3
2000-03-20,80,6,1.5,6.0,0.91,1.0294,0.88,0.0,2.3,5.1,-1.1,10.9,DE_BILT,2000,3
2000-03-21,81,6,1.0,4.0,0.87,1.0232,0.44,0.0,0.0,6.0,1.4,10.1,DE_BILT,2000,3
2000-03-22,82,3,1.5,4.0,0.81,1.0171,1.75,0.0,9.4,7.2,-0.7,15.8,DE_BILT,2000,3
2000-03-23,83,6,2.6,7.0,0.85,1.0139,1.71,0.0,8.8,7.2,0.9,13.4,DE_BILT,2000,3
2000-03-24,84,7,2.7,8.0,0.91,1.0082,0.46,0.44,0.0,8.8,4.9,12.3,DE_BILT,2000,3
2000-03-25,85,7,2.5,12.0,0.88,1.0114,1.05,0.4,3.1,8.6,5.2,11.8,DE_BILT,2000,3
2000-03-26,86,6,2.8,11.0,0.87,1.0085,1.3,0.33,4.9,6.3,4.4,10.5,DE_BILT,2000,3
2000-03-27,87,6,3.5,12.0,0.86,1.0113,0.84,0.06,1.6,5.6,3.2,9.1,DE_BILT,2000,3
2000-03-28,88,7,4.7,12.0,0.85,1.0175,0.49,0.0,0.0,4.1,2.5,5.2,DE_BILT,2000,3
2000-03-29,89,8,5.9,12.0,0.86,1.0154,0.49,0.0,0.0,5.9,4.2,7.8,DE_BILT,2000,3
2000-03-30,90,8,3.6,10.0,0.87,1.011,0.5,0.0,0.0,6.5,5.6,7.8,DE_BILT,2000,3
2000-03-31,91,8,1.3,4.0,0.84,1.0066,0.51,0.0,0.0,6.1,4.6,7.8,DE_BILT,2000,3
2000-04-01,92,7,1.3,7.0,0.86,1.0038,0.69,0.06,0.6,6.2,3.0,8.9,DE_BILT,2000,4
2000-04-02,93,7,3.9,8.0,0.78,1.001,1.21,0.11,3.6,10.0,4.7,14.3,DE_BILT,2000,4
2000-04-03,94,7,4.0,8.0,0.7,0.9906,1.55,0.0,6.0,11.9,6.8,16.8,DE_BILT,2000,4
2000-04-04,95,7,4.8,16.0,0.81,0.9921,0.98,0.01,2.0,10.1,4.7,16.0,DE_BILT,2000,4
2000-04-05,96,6,6.1,14.0,0.62,1.0131,1.0,0.0,2.1,4.8,1.7,7.7,DE_BILT,2000,4
2000-04-06,97,3,3.3,10.0,0.74,1.0301,1.89,0.0,8.4,4.8,-2.0,10.9,DE_BILT,2000,4
2000-04-07,98,2,2.0,7.0,0.78,1.0331,2.18,0.0,10.7,5.5,-1.3,13.1,DE_BILT,2000,4
2000-04-08,99,6,1.8,6.0,0.68,1.0237,1.33,0.0,4.0,6.6,-2.2,12.8,DE_BILT,2000,4
2000-04-09,100,2,5.4,13.0,0.61,1.0147,2.22,0.0,10.8,9.3,4.1,15.5,DE_BILT,2000,4
2000-04-10,101,1,4.2,10.0,0.6,1.0124,2.45,0.0,12.6,5.9,1.5,10.4,DE_BILT,2000,4
2000-04-11,102,5,2.3,10.0,0.68,0.9957,1.95,0.0,8.3,6.1,-2.4,12.4,DE_BILT,2000,4
2000-04-12,103,7,5.3,15.0,0.8,0.9889,1.3,0.67,3.5,6.2,3.9,8.5,DE_BILT,2000,4
2000-04-13,104,7,5.3,17.0,0.84,0.992,1.11,0.23,2.3,5.9,3.4,9.2,DE_BILT,2000,4
2000-04-14,105,7,3.1,10.0,0.82,0.9992,1.71,0.0,6.2,6.9,2.6,11.7,DE_BILT,2000,4
2000-04-15,106,8,4.9,15.0,0.8,0.9946,0.98,0.39,1.5,8.9,5.5,13.6,DE_BILT,2000,4
2000-04-16,107,6,4.7,15.0,0.65,0.9985,1.9,0.01,7.4,9.3,5.4,13.3,DE_BILT,2000,4
2000-04-17,108,6,5.2,16.0,0.77,0.999,1.68,0.42,5.7,10.7,6.7,15.0,DE_BILT,2000,4
2000-04-18,109,4,4.5,11.0,0.73,1.0073,2.1,0.0,8.7,10.6,6.1,15.7,DE_BILT,2000,4
2000-04-19,110,4,3.0,8.0,0.75,1.0098,1.98,0.0,7.7,11.9,5.2,18.0,DE_BILT,2000,4
2000-04-20,111,7,4.0,12.0,0.76,1.0124,1.61,0.0,5.0,13.4,6.3,17.4,DE_BILT,2000,4
2000-04-21,112,7,3.5,11.0,0.73,1.0141,1.65,0.05,5.2,13.7,9.9,18.2,DE_BILT,2000,4
2000-04-22,113,8,2.7,9.0,0.81,1.0108,0.78,0.39,0.4,13.3,9.2,18.1,DE_BILT,2000,4
2000-04-23,114,8,2.0,8.0,0.95,1.0096,0.64,0.89,0.0,11.1,8.6,13.3,DE_BILT,2000,4
2000-04-24,115,5,1.9,6.0,0.82,1.0131,1.63,0.0,4.9,11.3,6.5,17.0,DE_BILT,2000,4
2000-04-25,116,5,4.2,12.0,0.66,1.011,1.69,0.0,5.2,14.9,6.8,20.6,DE_BILT,2000,4
2000-04-26,117,4,3.7,12.0,0.74,1.0083,2.13,0.04,8.2,14.9,10.2,22.4,DE_BILT,2000,4
2000-04-27,118,7,2.8,9.0,0.81,1.01,1.18,0.04,2.1,15.2,10.8,19.5,DE_BILT,2000,4
2000-04-28,119,4,2.5,7.0,0.83,1.0061,2.45,0.0,10.4,15.8,8.4,23.0,DE_BILT,2000,4
2000-04-29,120,8,2.3,8.0,0.91,1.0157,0.66,0.59,0.0,11.9,10.6,14.4,DE_BILT,2000,4
2000-04-30,121,8,1.9,5.0,0.89,1.0218,0.67,0.02,0.0,12.5,10.9,14.9,DE_BILT,2000,4
2000-05-01,122,8,3.4,9.0,0.88,1.0227,1.09,0.0,1.7,12.8,9.6,17.1,DE_BILT,2000,5
2000-05-02,123,8,4.4,10.0,0.92,1.023,0.68,0.0,0.0,10.4,9.1,12.0,DE_BILT,2000,5
2000-05-03,124,8,3.3,7.0,0.9,1.0206,0.68,0.0,0.0,12.0,10.0,14.0,DE_BILT,2000,5
2000-05-04,125,6,3.8,9.0,0.85,1.0199,1.98,0.0,6.9,13.4,10.4,19.3,DE_BILT,2000,5
2000-05-05,126,1,3.8,10.0,0.56,1.0157,2.98,0.0,14.0,18.1,8.9,25.3,DE_BILT,2000,5
2000-05-06,127,2,3.8,10.0,0.54,1.0139,2.48,0.0,10.2,20.1,12.3,26.5,DE_BILT,2000,5
2000-05-07,128,3,3.3,8.0,0.63,1.0147,2.56,0.06,10.7,19.2,13.4,27.5,DE_BILT,2000,5
2000-05-08,129,5,2.0,9.0,0.73,1.0173,2.43,0.0,9.7,19.3,10.4,25.7,DE_BILT,2000,5
2000-05-09,130,4,1.7,5.0,0.74,1.0176,2.35,0.0,9.1,19.6,13.6,25.6,DE_BILT,2000,5
2000-05-10,131,4,2.4,10.0,0.73,1.0168,1.89,0.0,6.0,19.8,13.2,27.0,DE_BILT,2000,5
2000-05-11,132,5,4.4,11.0,0.62,1.0187,2.82,0.0,12.3,18.4,13.1,25.1,DE_BILT,2000,5
2000-05-12,133,4,3.8,10.0,0.57,1.0201,2.9,0.0,12.8,18.9,11.3,26.0,DE_BILT,2000,5
2000-05-13,134,3,3.0,10.0,0.5,1.0222,2.77,0.0,11.8,18.1,11.2,25.3,DE_BILT,2000,5
2000-05-14,135,1,1.8,6.0,0.56,1.023,3.16,0.0,14.6,19.2,8.7,27.1,DE_BILT,2000,5
2000-05-15,136,5,2.1,8.0,0.61,1.0187,2.99,0.0,13.3,20.8,10.7,28.9,DE_BILT,2000,5
2000-05-16,137,5,2.9,24.0,0.75,1.0126,2.46,2.1,9.5,20.2,12.4,29.6,DE_BILT,2000,5
2000-05-17,138,7,5.5,17.0,0.74,1.0107,1.86,0.12,5.5,13.7,10.5,16.8,DE_BILT,2000,5
2000-05-18,139,6,4.8,19.0,0.76,1.0063,1.88,0.35,5.6,11.4,8.2,15.2,DE_BILT,2000,5
2000-05-19,140,7,3.4,13.0,0.86,1.0063,1.1,0.4,1.3,10.3,6.3,13.6,DE_BILT,2000,5
2000-05-20,141,4,2.7,10.0,0.76,1.0116,2.4,0.04,8.9,10.8,5.4,16.1,DE_BILT,2000,5
2000-05-21,142,8,2.3,7.0,0.92,1.0073,0.75,0.58,0.0,10.0,5.6,12.3,DE_BILT,2000,5
2000-05-22,143,5,2.0,6.0,0.85,1.0148,1.52,0.03,3.4,11.4,6.4,15.7,DE_BILT,2000,5
2000-05-23,144,7,3.8,11.0,0.85,1.0163,1.05,0.43,1.0,13.8,6.8,18.6,DE_BILT,2000,5
2000-05-24,145,8,2.6,10.0,0.83,1.0127,1.47,0.7,3.1,14.0,11.5,18.8,DE_BILT,2000,5
2000-05-25,146,6,5.7,13.0,0.81,1.0096,1.86,0.49,5.3,13.2,10.3,15.3,DE_BILT,2000,5
2000-05-26,147,7,3.6,8.0,0.75,1.0116,1.31,0.4,2.2,13.6,8.2,17.3,DE_BILT,2000,5
2000-05-27,148,6,7.2,22.0,0.71,1.0082,2.08,0.06,6.6,12.4,10.2,17.0,DE_BILT,2000,5
2000-05-28,149,7,7.2,26.0,0.88,1.001,0.91,1.85,0.4,9.4,7.0,13.3,DE_BILT,2000,5
2000-05-29,150,5,3.8,13.0,0.84,1.0116,2.22,0.79,7.4,10.1,5.4,14.8,DE_BILT,2000,5
2000-05-30,151,6,2.1,11.0,0.86,1.0143,1.9,0.08,5.4,9.8,3.6,15.0,DE_BILT,2000,5
2000-05-31,152,4,1.8,7.0,0.69,1.0192,2.84,0.0,11.5,12.5,3.8,18.9,DE_BILT,2000,5
2000-06-01,153,6,4.1,13.0,0.82,1.0187,1.41,0.08,2.2,15.1,10.4,19.8,DE_BILT,2000,6
2000-06-02,154,4,2.9,9.0,0.8,1.0187,2.79,0.0,10.7,16.4,11.1,21.5,DE_BILT,2000,6
2000-06-03,155,6,2.4,8.0,0.83,1.0177,2.2,1.14,6.6,18.1,9.9,25.2,DE_BILT,2000,6
2000-06-04,156,5,3.5,10.0,0.81,1.0167,2.34,0.02,7.5,16.7,8.7,21.8,DE_BILT,2000,6
2000-06-05,157,7,2.0,7.0,0.93,1.0172,1.44,0.57,2.3,12.3,7.1,16.0,DE_BILT,2000,6
2000-06-06,158,7,2.8,9.0,0.86,1.0184,1.35,1.83,1.9,12.8,10.1,16.3,DE_BILT,2000,6
2000-06-07,159,5,3.3,11.0,0.8,1.0224,2.3,0.02,7.2,12.3,6.0,16.6,DE_BILT,2000,6
2000-06-08,160,2,3.8,12.0,0.66,1.019,3.39,0.0,15.3,15.5,5.5,22.2,DE_BILT,2000,6
2000-06-09,161,2,3.8,10.0,0.67,1.0112,3.19,0.0,13.6,21.2,13.7,29.6,DE_BILT,2000,6
2000-06-10,162,6,2.8,8.0,0.79,1.0158,2.37,0.0,7.6,16.6,10.8,20.7,DE_BILT,2000,6
2000-06-11,163,5,2.7,9.0,0.78,1.0184,2.42,0.0,7.9,14.8,8.2,19.5,DE_BILT,2000,6
2000-06-12,164,5,4.2,11.0,0.83,1.0246,2.14,0.0,6.1,16.2,10.9,21.2,DE_BILT,2000,6
2000-06-13,165,7,3.4,9.0,0.85,1.0247,1.32,0.0,1.7,16.9,14.1,19.8,DE_BILT,2000,6
2000-06-14,166,8,4.1,11.0,0.87,1.0228,1.41,0.41,2.1,17.2,15.1,20.5,DE_BILT,2000,6
2000-06-15,167,5,3.3,10.0,0.77,1.0245,2.28,0.01,7.0,15.1,8.8,19.2,DE_BILT,2000,6
2000-06-16,168,3,2.8,8.0,0.7,1.0291,3.16,0.0,13.3,13.2,6.0,18.2,DE_BILT,2000,6
2000-06-17,169,1,2.3,6.0,0.64,1.0297,3.38,0.0,15.1,14.9,6.0,21.2,DE_BILT,2000,6
2000-06-18,170,2,2.2,7.0,0.58,1.0247,3.4,0.0,15.2,21.1,8.7,28.7,DE_BILT,2000,6
2000-06-19,171,0,3.5,10.0,0.59,1.0176,3.41,0.0,15.3,25.7,17.4,33.5,DE_BILT,2000,6
2000-06-20,172,2,2.5,11.0,0.69,1.0126,3.35,0.0,14.8,25.9,17.8,33.6,DE_BILT,2000,6
2000-06-21,173,6,4.2,13.0,0.73,1.0124,1.96,0.1,5.0,20.5,16.2,26.9,DE_BILT,2000,6
2000-06-22,174,6,4.4,14.0,0.76,1.0138,1.73,0.34,3.7,16.3,13.4,20.0,DE_BILT,2000,6
2000-06-23,175,7,4.9,14.0,0.84,1.0149,1.41,0.59,2.1,15.1,12.1,19.8,DE_BILT,2000,6
2000-06-24,176,6,3.4,11.0,0.84,1.0147,1.84,0.83,4.3,13.5,11.4,17.6,DE_BILT,2000,6
2000-06-25,177,7,3.4,11.0,0.8,1.0188,1.05,0.08,0.7,12.7,10.4,15.1,DE_BILT,2000,6
2000-06-26,178,5,3.4,12.0,0.69,1.024,1.94,0.0,4.9,12.4,7.1,16.1,DE_BILT,2000,6
2000-06-27,179,4,2.7,8.0,0.73,1.0235,2.6,0.0,9.2,12.3,5.0,17.5,DE_BILT,2000,6
2000-06-28,180,5,2.6,10.0,0.72,1.0204,2.4,0.0,7.8,12.4,6.1,17.2,DE_BILT,2000,6
2000-06-29,181,5,3.0,9.0,0.65,1.0199,2.57,0.0,9.0,13.2,8.3,17.5,DE_BILT,2000,6
2000-06-30,182,3,2.0,9.0,0.72,1.0157,2.9,0.0,11.4,13.7,5.5,19.4,DE_BILT,2000,6
2000-07-01,183,8,2.2,5.0,0.87,1.0111,0.82,0.27,0.1,13.6,8.5,16.5,DE_BILT,2000,7
2000-07-02,184,7,1.9,5.0,0.81,1.0105,1.75,0.0,3.9,19.0,14.1,24.9,DE_BILT,2000,7
2000-07-03,185,5,2.0,8.0,0.77,1.0091,2.25,0.36,6.9,19.4,13.1,24.5,DE_BILT,2000,7
2000-07-04,186,7,2.1,7.0,0.84,1.0063,1.64,0.67,3.3,17.6,12.2,23.5,DE_BILT,2000,7
2000-07-05,187,8,2.4,8.0,0.93,1.012,0.86,0.75,0.2,15.8,14.3,19.1,DE_BILT,2000,7
2000-07-06,188,7,2.3,8.0,0.78,1.0194,1.8,0.0,4.2,16.5,13.2,20.2,DE_BILT,2000,7
2000-07-07,189,7,5.0,12.0,0.73,1.0163,1.53,0.0,2.8,14.0,10.5,17.0,DE_BILT,2000,7
2000-07-08,190,7,2.7,9.0,0.86,1.0146,0.94,0.12,0.4,12.7,6.4,15.8,DE_BILT,2000,7
2000-07-09,191,8,4.5,11.0,0.94,0.9996,0.73,0.71,0.0,13.8,12.6,14.9,DE_BILT,2000,7
2000-07-10,192,7,5.3,13.0,0.82,0.9899,2.09,0.76,6.0,15.2,12.0,19.8,DE_BILT,2000,7
2000-07-11,193,7,4.2,13.0,0.87,0.9992,1.11,0.26,1.0,13.3,11.7,16.0,DE_BILT,2000,7
2000-07-12,194,4,3.5,11.0,0.68,1.013,3.09,0.0,13.3,13.9,9.5,17.7,DE_BILT,2000,7
2000-07-13,195,8,3.1,9.0,0.92,1.0095,0.96,0.91,0.5,14.5,11.4,17.6,DE_BILT,2000,7
2000-07-14,196,7,3.1,13.0,0.87,1.0065,1.47,0.77,2.6,13.2,10.4,16.8,DE_BILT,2000,7
2000-07-15,197,7,3.0,10.0,0.87,1.0101,1.54,0.86,3.0,12.8,10.6,16.1,DE_BILT,2000,7
2000-07-16,198,7,3.0,10.0,0.84,1.0145,1.36,0.0,2.1,14.2,12.5,18.2,DE_BILT,2000,7
2000-07-17,199,8,2.6,8.0,0.86,1.0187,1.24,0.03,1.6,13.6,12.0,16.2,DE_BILT,2000,7
2000-07-18,200,7,3.0,8.0,0.78,1.0194,1.39,0.0,2.3,14.0,12.5,17.2,DE_BILT,2000,7
2000-07-19,201,6,3.1,10.0,0.78,1.0198,1.85,0.01,4.8,16.1,10.8,20.2,DE_BILT,2000,7
2000-07-20,202,4,2.4,9.0,0.76,1.0217,2.8,0.0,11.4,16.3,9.1,22.2,DE_BILT,2000,7
2000-07-21,203,5,3.3,8.0,0.8,1.0241,1.48,0.0,2.8,14.6,11.2,17.6,DE_BILT,2000,7
2000-07-22,204,6,2.8,8.0,0.88,1.0207,1.51,0.0,3.0,15.1,10.5,19.8,DE_BILT,2000,7
2000-07-23,205,5,3.5,9.0,0.85,1.0156,2.37,0.0,8.4,16.5,13.6,21.3,DE_BILT,2000,7
2000-07-24,206,7,4.9,11.0,0.82,1.0057,1.84,0.0,4.9,18.4,14.6,23.8,DE_BILT,2000,7
2000-07-25,207,8,3.6,10.0,0.88,1.0053,1.3,0.03,2.0,17.0,14.2,21.6,DE_BILT,2000,7
2000-07-26,208,8,1.4,5.0,0.87,1.0108,0.69,0.0,0.0,15.5,13.6,17.8,DE_BILT,2000,7
2000-07-27,209,6,1.6,5.0,0.85,1.0139,1.72,0.58,4.3,16.5,10.1,21.6,DE_BILT,2000,7
2000-07-28,210,6,2.4,11.0,0.86,1.0134,2.03,0.0,6.3,17.0,11.5,22.1,DE_BILT,2000,7
2000-07-29,211,5,2.0,7.0,0.93,1.0158,1.28,2.77,2.0,15.9,11.7,20.6,DE_BILT,2000,7
2000-07-30,212,5,1.8,8.0,0.87,1.0215,2.18,0.0,7.4,16.8,10.9,22.2,DE_BILT,2000,7
2000-07-31,213,4,2.0,6.0,0.81,1.0231,2.66,0.0,11.1,18.3,11.6,23.2,DE_BILT,2000,7
2000-08-01,214,5,2.5,8.0,0.77,1.0172,2.09,0.39,6.9,21.0,15.3,27.7,DE_BILT,2000,8
2000-08-02,215,4,4.1,11.0,0.78,1.0149,2.69,0.0,11.5,18.2,13.4,22.9,DE_BILT,2000,8
2000-08-03,216,6,3.4,10.0,0.81,1.0156,2.04,0.72,6.7,17.3,13.1,22.5,DE_BILT,2000,8
