date,days,cloud_cover,humidity,pressure,global_radiation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2000-06-26,178,1,0.74,1.0139,3.02,12.0,21.5,14.8,28.2,ROMA,2000,6
2000-06-27,179,1,0.67,1.0165,2.83,12.1,22.4,16.4,28.4,ROMA,2000,6
2000-06-28,180,2,0.68,1.0142,3.0,12.3,22.5,16.6,28.4,ROMA,2000,6
2000-06-29,181,4,0.8,1.0114,1.67,5.0,23.0,19.0,27.0,ROMA,2000,6
2000-06-30,182,2,0.79,1.0136,2.75,12.0,22.8,17.6,28.0,ROMA,2000,6
2000-07-01,183,1,0.74,1.0158,2.91,12.1,23.3,17.6,29.0,ROMA,2000,7
2000-07-02,184,0,0.57,1.0177,3.1,12.5,24.9,17.8,32.0,ROMA,2000,7
2000-07-03,185,0,0.44,1.015,2.99,12.0,26.2,18.2,34.2,ROMA,2000,7
2000-07-04,186,2,0.26,1.0114,1.98,6.8,29.5,24.0,35.0,ROMA,2000,7
2000-07-05,187,0,0.72,1.0144,3.23,12.8,24.8,19.8,29.8,ROMA,2000,7
2000-07-06,188,0,0.62,1.0173,3.01,12.3,25.3,17.4,33.2,ROMA,2000,7
2000-07-07,189,1,0.5,1.0134,2.84,11.3,26.5,18.0,35.0,ROMA,2000,7
2000-07-08,190,1,0.6,1.0071,3.1,12.0,24.9,20.8,29.0,ROMA,2000,7
2000-07-09,191,2,0.72,1.008,2.79,12.0,23.4,18.0,28.8,ROMA,2000,7
2000-07-10,192,4,0.78,1.0079,2.42,8.8,21.6,17.0,26.2,ROMA,2000,7
2000-07-11,193,6,0.78,1.0049,2.01,7.5,21.6,18.0,25.2,ROMA,2000,7
2000-07-12,194,4,0.71,1.0101,2.69,9.4,19.8,14.2,25.4,ROMA,2000,7
2000-07-13,195,2,0.73,1.0147,3.1,12.2,18.3,12.0,24.6,ROMA,2000,7
2000-07-14,196,5,0.8,1.0101,2.6,8.4,20.3,15.8,24.8,ROMA,2000,7
2000-07-15,197,5,0.84,1.0022,2.5,9.5,21.2,17.0,25.4,ROMA,2000,7
2000-07-16,198,3,0.71,1.0074,2.92,11.8,19.7,14.6,24.8,ROMA,2000,7
2000-07-17,199,2,0.65,1.0163,2.99,12.1,19.9,13.6,26.2,ROMA,2000,7
2000-07-18,200,4,0.67,1.015,2.86,12.2,21.0,15.0,27.0,ROMA,2000,7
2000-07-19,201,1,0.6,1.013,3.04,12.0,22.5,15.8,29.2,ROMA,2000,7
2000-07-20,202,2,0.62,1.0129,2.85,11.7,22.4,16.0,28.8,ROMA,2000,7
2000-07-21,203,1,0.68,1.0158,2.86,12.3,21.4,15.4,27.4,ROMA,2000,7
2000-07-22,204,1,0.64,1.0169,2.95,12.5,22.7,16.0,29.4,ROMA,2000,7
2000-07-23,205,1,0.47,1.0183,2.83,11.6,22.3,15.0,29.6,ROMA,2000,7
2000-07-24,206,4,0.4,1.0155,2.14,7.2,24.0,17.6,30.4,ROMA,2000,7
2000-07-25,207,2,0.68,1.0129,2.57,11.0,25.5,22.0,29.0,ROMA,2000,7
2000-07-26,208,0,0.78,1.013,2.77,11.9,24.7,19.2,30.2,ROMA,2000,7
2000-07-27,209,1,0.74,1.0148,2.81,12.3,26.3,20.4,32.2,ROMA,2000,7
2000-07-28,210,0,0.66,1.0116,2.85,12.1,25.4,18.4,32.4,ROMA,2000,7
2000-07-29,211,1,0.66,1.0114,2.89,12.5,24.1,17.6,30.6,ROMA,2000,7
2000-07-30,212,1,0.63,1.0143,2.87,12.5,23.6,17.0,30.2,ROMA,2000,7
2000-07-31,213,1,0.51,1.0189,2.88,12.1,24.1,17.6,30.6,ROMA,2000,7
2000-08-01,214,0,0.61,1.0219,2.85,12.5,23.3,16.6,30.0,ROMA,2000,8
2000-08-02,215,0,0.55,1.0211,2.8,12.0,24.6,17.0,32.2,ROMA,2000,8
2000-08-03,216,0,0.51,1.0193,2.74,11.8,25.0,17.6,32.4,ROMA,2000,8
2000-08-04,217,2,0.48,1.0158,2.66,11.0,24.7,17.2,32.2,ROMA,2000,8
2000-08-05,218,4,0.82,1.0144,1.16,5.2,20.6,16.2,25.0,ROMA,2000,8
2000-08-06,219,3,0.82,1.0168,2.44,11.1,21.4,17.8,25.0,ROMA,2000,8
2000-08-07,220,4,0.87,1.0167,1.78,5.2,21.8,17.6,26.0,ROMA,2000,8
2000-08-08,221,1,0.67,1.017,2.8,12.0,22.9,15.8,30.0,ROMA,2000,8
2000-08-09,222,2,0.65,1.0172,2.61,11.4,23.4,16.8,30.0,ROMA,2000,8
2000-08-10,223,0,0.61,1.0162,2.69,12.2,24.0,17.6,30.4,ROMA,2000,8
2000-08-11,224,1,0.69,1.0145,2.67,12.2,24.7,17.8,31.6,ROMA,2000,8
2000-08-12,225,1,0.69,1.0137,2.64,11.8,24.4,18.2,30.6,ROMA,2000,8
2000-08-13,226,4,0.63,1.0163,1.72,7.6,24.6,18.6,30.6,ROMA,2000,8
2000-08-14,227,5,0.68,1.0174,2.51,9.9,25.0,19.6,30.4,ROMA,2000,8
2000-08-15,228,1,0.65,1.0165,2.54,11.8,25.9,18.4,33.4,ROMA,2000,8
2000-08-16,229,0,0.6,1.015,2.62,11.7,26.0,18.2,33.8,ROMA,2000,8
2000-08-17,230,0,0.58,1.0152,2.59,11.8,26.0,18.4,33.6,ROMA,2000,8
2000-08-18,231,0,0.7,1.016,2.49,11.6,26.4,19.8,33.0,ROMA,2000,8
2000-08-19,232,1,0.72,1.0174,2.5,11.7,26.7,20.0,33.4,ROMA,2000,8
2000-08-20,233,0,0.57,1.0174,2.57,12.0,26.9,19.0,34.8,ROMA,2000,8
2000-08-21,234,0,0.49,1.0159,2.48,11.6,26.5,18.6,34.4,ROMA,2000,8
2000-08-22,235,1,0.54,1.0151,2.31,10.5,27.5,20.0,35.0,ROMA,2000,8
2000-08-23,236,2,0.56,1.0166,2.2,8.6,28.8,19.6,38.0,ROMA,2000,8
2000-08-24,237,2,0.68,1.0183,2.14,8.0,29.3,23.0,35.6,ROMA,2000,8
2000-08-25,238,1,0.74,1.0147,2.35,10.7,27.1,19.6,34.6,ROMA,2000,8
2000-08-26,239,1,0.74,1.0123,2.3,10.0,27.0,20.2,33.8,ROMA,2000,8
2000-08-27,240,3,0.85,1.0125,2.13,10.0,26.0,19.4,32.6,ROMA,2000,8
2000-08-28,241,3,0.76,1.0142,2.07,9.5,25.7,20.2,31.2,ROMA,2000,8
2000-08-29,242,2,0.78,1.0166,2.01,9.9,25.0,19.8,30.2,ROMA,2000,8
2000-08-30,243,1,0.78,1.0157,2.19,10.0,25.0,19.0,31.0,ROMA,2000,8
2000-08-31,244,4,0.88,1.0094,1.37,2.5,23.4,17.8,29.0,ROMA,2000,8
2000-09-01,245,3,0.74,1.0072,2.36,10.8,23.4,17.6,29.2,ROMA,2000,9
2000-09-02,246,1,0.78,1.0094,2.37,11.0,23.4,17.4,29.4,ROMA,2000,9
2000-09-03,247,3,0.77,1.008,2.29,10.9,23.9,19.8,28.0,ROMA,2000,9
2000-09-04,248,5,0.82,1.0098,1.77,6.4,20.9,15.6,26.2,ROMA,2000,9
2000-09-05,249,1,0.65,1.0142,2.39,11.2,19.5,13.2,25.8,ROMA,2000,9
2000-09-06,250,2,0.58,1.0172,2.32,11.0,19.4,12.8,26.0,ROMA,2000,9
2000-09-07,251,6,0.88,1.0108,0.84,0.1,19.3,15.2,23.4,ROMA,2000,9
2000-09-08,252,3,0.66,1.0112,2.01,9.1,20.0,14.0,26.0,ROMA,2000,9
2000-09-09,253,3,0.55,1.0177,1.99,8.5,22.2,14.6,29.8,ROMA,2000,9
2000-09-10,254,3,0.6,1.0172,2.06,11.0,22.6,16.0,29.2,ROMA,2000,9
2000-09-11,255,1,0.69,1.0139,2.13,10.9,21.5,14.6,28.4,ROMA,2000,9
2000-09-12,256,1,0.74,1.0139,2.14,10.5,21.4,14.6,28.2,ROMA,2000,9
2000-09-13,257,3,0.68,1.0152,2.04,9.8,21.4,14.4,28.4,ROMA,2000,9
2000-09-14,258,2,0.78,1.0167,2.05,10.5,20.9,14.0,27.8,ROMA,2000,9
2000-09-15,259,2,0.81,1.0171,2.03,10.0,21.1,14.8,27.4,ROMA,2000,9
2000-09-16,260,4,0.87,1.0155,1.74,8.4,22.0,17.0,27.0,ROMA,2000,9
2000-09-17,261,3,0.82,1.0103,2.03,10.0,23.0,17.4,28.6,ROMA,2000,9
2000-09-18,262,3,0.84,1.0088,1.81,8.5,22.9,18.4,27.4,ROMA,2000,9
2000-09-19,263,6,0.82,1.0101,1.0,2.0,22.0,16.4,27.6,ROMA,2000,9
2000-09-20,264,5,0.55,1.0084,1.81,7.4,25.7,20.8,30.6,ROMA,2000,9
2000-09-21,265,3,0.74,1.013,1.68,8.5,20.5,16.8,24.2,ROMA,2000,9
2000-09-22,266,0,0.67,1.0168,2.0,10.2,20.0,12.4,27.6,ROMA,2000,9
2000-09-23,267,2,0.74,1.0182,1.7,9.7,20.0,13.8,26.2,ROMA,2000,9
2000-09-24,268,2,0.8,1.0194,1.83,9.2,20.3,14.2,26.4,ROMA,2000,9
2000-09-25,269,2,0.71,1.0206,1.63,9.2,20.4,14.4,26.4,ROMA,2000,9
2000-09-26,270,1,0.79,1.0213,1.86,10.2,19.9,12.8,27.0,ROMA,2000,9
2000-09-27,271,2,0.78,1.0201,1.76,9.9,20.0,13.0,27.0,ROMA,2000,9
2000-09-28,272,4,0.89,1.0168,1.43,6.6,20.9,15.0,26.8,ROMA,2000,9
2000-09-29,273,7,0.88,1.0105,0.32,0.0,19.5,15.8,23.2,ROMA,2000,9
2000-09-30,274,6,0.9,1.0067,0.7,3.2,19.6,16.8,22.4,ROMA,2000,9
2000-10-01,275,6,0.93,1.0066,1.27,5.5,19.4,17.1,23.0,ROMA,2000,10
2000-10-02,276,6,0.94,1.0083,0.69,1.6,17.3,13.5,22.0,ROMA,2000,10
2000-10-03,277,6,0.88,1.0094,0.85,2.5,17.5,13.4,22.0,ROMA,2000,10
2000-10-04,278,7,0.94,1.012,0.61,1.0,17.6,15.0,21.6,ROMA,2000,10
