date,days,wind_speed,precipitation,temp_mean,temp_min,temp_max,city
2000-06-16,168,5.6,0.0,13.2,10.1,16.6,MALMO
2000-06-17,169,3.0,0.0,15.9,11.0,20.4,MALMO
2000-06-18,170,2.1,0.0,14.3,12.6,18.0,MALMO
2000-06-19,171,1.8,0.0,18.0,9.5,24.1,MALMO
2000-06-20,172,1.8,0.0,24.7,16.8,30.7,MALMO
2000-06-21,173,2.8,0.81,24.3,16.9,30.1,MALMO
2000-06-22,174,1.9,0.05,18.5,15.7,26.8,MALMO
2000-06-23,175,3.0,0.04,17.3,14.7,20.8,MALMO
2000-06-24,176,1.8,0.37,15.0,13.4,17.5,MALMO
2000-06-25,177,2.6,0.73,14.3,11.3,18.4,MALMO
2000-06-26,178,5.8,0.09,13.0,12.1,15.0,MALMO
2000-06-27,179,6.3,0.0,13.4,10.7,16.4,MALMO
2000-06-28,180,2.0,0.0,13.0,10.0,16.5,MALMO
2000-06-29,181,2.2,0.04,13.5,8.8,17.2,MALMO
2000-06-30,182,5.6,0.49,12.6,12.0,15.2,MALMO
2000-07-01,183,2.4,0.0,14.3,11.6,17.5,MALMO
2000-07-02,184,1.2,0.0,15.5,7.6,20.6,MALMO
2000-07-03,185,1.1,0.0,16.9,8.1,22.7,MALMO
2000-07-04,186,1.4,0.0,17.0,9.5,22.9,MALMO
2000-07-05,187,2.6,0.0,16.5,14.2,19.3,MALMO
2000-07-06,188,3.9,0.0,16.0,14.6,19.0,MALMO
2000-07-07,189,4.4,0.0,13.4,12.1,15.5,MALMO
2000-07-08,190,3.5,0.0,14.5,11.2,18.1,MALMO
2000-07-09,191,2.8,0.0,13.7,11.5,16.8,MALMO
2000-07-10,192,3.4,1.7,14.2,11.4,17.0,MALMO
2000-07-11,193,2.5,0.0,16.1,11.2,20.1,MALMO
2000-07-12,194,3.7,0.0,16.0,12.4,20.6,MALMO
2000-07-13,195,4.9,0.0,14.1,11.7,16.7,MALMO
2000-07-14,196,1.6,0.0,15.5,12.6,19.6,MALMO
2000-07-15,197,2.2,0.0,15.7,9.3,21.1,MALMO
2000-07-16,198,1.9,0.0,17.8,12.7,22.1,MALMO
2000-07-17,199,2.6,0.0,16.4,10.0,21.6,MALMO
2000-07-18,200,4.3,0.0,14.8,13.4,17.8,MALMO
2000-07-19,201,3.7,0.0,14.4,12.1,17.8,MALMO
2000-07-20,202,4.0,0.0,16.2,13.4,19.6,MALMO
2000-07-21,203,3.1,0.99,16.9,15.7,20.8,MALMO
2000-07-22,204,1.6,0.09,16.4,12.8,21.1,MALMO
2000-07-23,205,0.9,0.0,16.0,12.6,21.6,MALMO
2000-07-24,206,1.2,0.0,17.2,12.3,24.2,MALMO
2000-07-25,207,1.5,0.0,16.0,13.0,19.3,MALMO
2000-07-26,208,1.4,0.0,18.1,12.8,23.5,MALMO
2000-07-27,209,2.1,0.0,16.9,12.1,20.5,MALMO
2000-07-28,210,0.9,0.0,17.3,14.6,21.5,MALMO
2000-07-29,211,1.1,0.0,17.3,14.4,21.0,MALMO
2000-07-30,212,2.7,0.0,16.4,11.8,21.9,MALMO
2000-07-31,213,3.2,0.0,15.8,13.9,18.3,MALMO
2000-08-01,214,1.9,0.28,16.2,13.3,20.2,MALMO
2000-08-02,215,1.4,0.37,17.7,13.9,21.2,MALMO
2000-08-03,216,2.2,0.0,17.2,14.0,21.4,MALMO
2000-08-04,217,1.5,0.0,16.1,10.8,21.9,MALMO
2000-08-05,218,2.7,0.0,15.6,12.1,18.1,MALMO
2000-08-06,219,3.7,0.05,17.3,13.8,20.6,MALMO
2000-08-07,220,5.5,0.0,15.0,12.7,18.5,MALMO
2000-08-08,221,4.1,0.0,14.8,12.4,18.2,MALMO
2000-08-09,222,2.8,0.0,16.2,12.2,20.5,MALMO
2000-08-10,223,1.8,0.14,14.7,8.9,19.3,MALMO
2000-08-11,224,2.7,0.45,16.4,15.1,18.7,MALMO
2000-08-12,225,2.0,0.0,15.7,13.5,19.1,MALMO
2000-08-13,226,0.6,0.0,15.7,7.9,22.0,MALMO
2000-08-14,227,2.4,0.0,16.7,9.2,23.6,MALMO
2000-08-15,228,2.6,0.0,19.5,16.3,23.2,MALMO
2000-08-16,229,2.3,0.0,17.4,14.4,21.5,MALMO
2000-08-17,230,1.6,0.0,17.5,14.5,21.8,MALMO
2000-08-18,231,2.1,0.0,17.7,13.3,22.2,MALMO
2000-08-19,232,1.4,0.05,16.1,13.2,18.4,MALMO
2000-08-20,233,1.8,0.8,17.1,13.3,21.0,MALMO
2000-08-21,234,1.2,0.24,14.3,9.9,19.0,MALMO
2000-08-22,235,3.6,0.0,15.2,10.3,19.5,MALMO
2000-08-23,236,3.8,0.0,15.4,11.8,19.2,MALMO
2000-08-24,237,4.6,0.3,14.1,12.5,16.5,MALMO
2000-08-25,238,2.5,0.0,15.8,10.8,20.4,MALMO
2000-08-26,239,2.5,0.0,14.5,6.8,21.6,MALMO
2000-08-27,240,5.4,0.0,17.1,13.3,20.9,MALMO
2000-08-28,241,3.5,0.27,17.5,14.8,20.9,MALMO
2000-08-29,242,1.6,0.25,16.6,14.3,20.4,MALMO
2000-08-30,243,1.4,0.0,15.1,12.2,19.3,MALMO
2000-08-31,244,1.5,0.0,14.4,11.7,18.0,MALMO
2000-09-01,245,1.6,1.85,14.1,8.2,18.4,MALMO
2000-09-02,246,2.0,3.0,13.9,13.0,14.9,MALMO
2000-09-03,247,3.0,0.06,14.1,12.3,18.5,MALMO
2000-09-04,248,3.1,0.0,12.3,8.6,16.4,MALMO
2000-09-05,249,0.9,0.0,11.7,4.2,17.0,MALMO
2000-09-06,250,2.8,0.3,13.7,8.6,16.5,MALMO
2000-09-07,251,3.2,0.03,14.7,13.0,17.3,MALMO
2000-09-08,252,3.2,0.0,14.2,12.6,16.9,MALMO
2000-09-09,253,3.3,0.0,16.7,14.0,20.1,MALMO
2000-09-10,254,2.8,0.0,15.3,12.4,18.6,MALMO
2000-09-11,255,2.4,0.0,13.6,10.4,17.1,MALMO
2000-09-12,256,2.5,1.71,10.6,8.0,13.4,MALMO
2000-09-13,257,4.0,0.0,12.9,10.9,14.4,MALMO
2000-09-14,258,3.4,0.0,13.1,11.5,15.9,MALMO
2000-09-15,259,4.4,0.0,13.3,10.3,16.4,MALMO
2000-09-16,260,5.5,0.0,14.4,11.7,17.7,MALMO
2000-09-17,261,4.4,0.0,12.4,8.2,16.6,MALMO
2000-09-18,262,4.2,0.0,11.2,7.9,15.0,MALMO
2000-09-19,263,4.2,0.0,11.5,4.3,15.1,MALMO
2000-09-20,264,4.4,0.0,12.3,9.9,16.0,MALMO
2000-09-21,265,3.6,0.0,12.5,7.3,16.5,MALMO
2000-09-22,266,2.7,0.0,11.5,5.3,17.5,MALMO
2000-09-23,267,2.2,0.0,11.0,6.5,16.7,MALMO
2000-09-24,268,2.7,0.0,9.5,3.6,15.6,MALMO
2000-09-25,269,2.6,0.0,9.4,4.1,15.1,MALMO
2000-09-26,270,2.1,0.0,11.6,8.1,15.5,MALMO
2000-09-27,271,3.3,0.67,14.8,11.2,17.8,MALMO
2000-09-28,272,2.7,0.0,14.8,13.0,16.5,MALMO
2000-09-29,273,2.9,0.0,16.2,13.9,20.4,MALMO
2000-09-30,274,4.6,0.02,14.7,12.3,18.8,MALMO
2000-10-01,275,3.2,0.0,12.8,9.8,16.9,MALMO
2000-10-02,276,2.8,0.07,14.3,11.8,15.4,MALMO
2000-10-03,277,1.9,0.0,13.3,11.3,17.3,MALMO
2000-10-04,278,1.6,0.0,12.9,7.5,17.6,MALMO
2000-10-05,279,1.2,0.0,13.7,11.2,17.1,MALMO
2000-10-06,280,0.9,0.14,12.5,10.8,14.4,MALMO
2000-10-07,281,0.8,0.04,11.4,8.6,13.5,MALMO
2000-10-08,282,1.1,0.25,10.3,9.6,12.6,MALMO
2000-10-09,283,1.6,0.59,9.5,7.5,10.3,MALMO
2000-10-10,284,4.4,0.24,10.6,9.1,11.6,MALMO
2000-10-11,285,4.5,0.68,11.1,8.4,12.9,MALMO
2000-10-12,286,1.9,0.0,11.5,9.6,14.6,MALMO
2000-10-13,287,0.5,0.0,10.7,6.1,13.5,MALMO
2000-10-14,288,0.7,0.0,9.9,7.1,14.8,MALMO
2000-10-15,289,3.2,0.0,10.1,4.5,15.3,MALMO
2000-10-16,290,5.0,0.0,13.4,11.2,15.7,MALMO
2000-10-17,291,0.9,0.0,11.9,9.3,16.3,MALMO
2000-10-18,292,1.1,0.0,10.3,6.1,13.4,MALMO
2000-10-19,293,2.6,0.0,11.3,6.1,13.0,MALMO
2000-10-20,294,2.4,0.11,11.4,10.9,12.7,MALMO
2000-10-21,295,4.2,0.0,11.7,10.4,13.3,MALMO
2000-10-22,296,1.9,0.0,11.8,8.9,15.0,MALMO
2000-10-23,297,2.8,0.28,12.5,8.0,15.5,MALMO
2000-10-24,298,5.4,0.0,12.0,10.5,13.3,MALMO
2000-10-25,299,5.3,0.4,10.9,10.1,11.8,MALMO
2000-10-26,300,5.0,0.2,10.3,8.8,12.4,MALMO
2000-10-27,301,2.5,0.33,8.9,6.2,11.8,MALMO
2000-10-28,302,2.5,0.16,11.1,6.9,13.7,MALMO
2000-10-29,303,4.6,0.23,11.1,8.4,13.0,MALMO
2000-10-30,304,6.9,0.09,11.1,8.5,12.0,MALMO
2000-10-31,305,6.2,0.0,10.1,8.8,13.1,MALMO
2000-11-01,306,4.3,0.0,10.0,9.0,10.8,MALMO
2000-11-02,307,3.6,0.0,8.1,7.1,10.6,MALMO
2000-11-03,308,1.9,0.55,9.4,6.6,11.8,MALMO
2000-11-04,309,1.3,0.0,8.0,6.7,11.3,MALMO
2000-11-05,310,1.6,0.0,6.4,3.4,7.5,MALMO
2000-11-06,311,6.0,0.16,7.2,3.5,9.8,MALMO
2000-11-07,312,4.6,0.81,9.5,8.7,10.3,MALMO
2000-11-08,313,2.6,0.0,9.0,6.4,10.8,MALMO
2000-11-09,314,3.0,0.09,8.8,7.2,10.0,MALMO
2000-11-10,315,3.5,0.11,8.4,8.0,9.4,MALMO
2000-11-11,316,3.4,0.31,7.9,7.2,9.2,MALMO
2000-11-12,317,3.7,0.71,7.8,6.7,8.7,MALMO
2000-11-13,318,2.3,0.1,8.0,5.8,10.5,MALMO
2000-11-14,319,0.6,0.08,6.7,3.4,9.6,MALMO
2000-11-15,320,0.9,0.32,7.0,4.3,8.4,MALMO
2000-11-16,321,1.9,0.33,6.7,5.4,8.5,MALMO
2000-11-17,322,2.3,0.37,6.6,5.0,8.7,MALMO
2000-11-18,323,3.2,0.01,6.0,5.0,6.8,MALMO
2000-11-19,324,5.3,0.04,6.8,5.6,7.3,MALMO
2000-11-20,325,3.3,0.0,6.3,5.1,7.2,MALMO
2000-11-21,326,1.5,0.71,5.9,3.5,8.2,MALMO
2000-11-22,327,3.3,0.7,6.6,5.3,7.9,MALMO
2000-11-23,328,3.2,0.0,7.5,6.0,8.7,MALMO
2000-11-24,329,3.3,0.0,7.5,6.9,8.4,MALMO
2000-11-25,330,1.4,0.0,6.6,5.4,7.9,MALMO
2000-11-26,331,1.9,0.0,6.7,4.3,7.5,MALMO
2000-11-27,332,2.0,0.0,6.9,4.2,8.2,MALMO
2000-11-28,333,2.8,0.72,6.8,5.6,7.5,MALMO
2000-11-29,334,2.7,0.0,10.0,6.2,12.5,MALMO
2000-11-30,335,2.3,0.0,8.5,7.2,10.8,MALMO
2000-12-01,336,2.7,0.06,7.2,2.9,9.2,MALMO
2000-12-02,337,1.8,0.18,8.7,6.7,10.5,MALMO
2000-12-03,338,3.5,0.0,8.4,7.8,9.0,MALMO
2000-12-04,339,3.4,0.0,7.1,5.5,9.0,MALMO
2000-12-05,340,2.9,0.0,7.8,6.2,8.8,MALMO
2000-12-06,341,3.4,0.0,6.8,5.9,7.8,MALMO
2000-12-07,342,2.9,0.0,7.1,4.7,8.8,MALMO
2000-12-08,343,3.8,0.44,7.4,5.8,8.6,MALMO
2000-12-09,344,2.7,0.0,8.2,6.5,9.8,MALMO
2000-12-10,345,2.8,0.1,7.7,6.7,8.5,MALMO
2000-12-11,346,4.1,0.19,8.6,7.3,9.7,MALMO
2000-12-12,347,2.6,0.73,9.8,9.0,10.6,MALMO
2000-12-13,348,6.5,1.03,9.8,8.9,11.1,MALMO
2000-12-14,349,6.5,0.01,7.2,5.6,9.0,MALMO
2000-12-15,350,5.5,0.56,6.2,5.1,7.0,MALMO
2000-12-16,351,1.4,0.51,4.8,3.8,6.2,MALMO
2000-12-17,352,0.5,0.0,-0.8,-2.4,3.9,MALMO
2000-12-18,353,0.5,0.0,-1.2,-3.8,2.0,MALMO
2000-12-19,354,1.4,0.0,-0.5,-1.6,1.2,MALMO
2000-12-20,355,0.3,0.0,-2.5,-4.8,1.4,MALMO
2000-12-21,356,0.3,0.0,-1.7,-4.9,0.1,MALMO
2000-12-22,357,1.7,0.0,-0.8,-3.8,0.2,MALMO
2000-12-23,358,1.0,0.0,0.8,-1.9,2.8,MALMO
2000-12-24,359,1.5,0.0,-1.1,-3.1,2.6,MALMO
2000-12-25,360,1.7,0.0,-4.1,-6.4,-1.6,MALMO
2000-12-26,361,1.1,0.0,-5.8,-9.0,-2.2,MALMO
2000-12-27,362,1.9,0.34,-0.6,-5.0,0.5,MALMO
2000-12-28,363,2.0,0.54,1.9,0.5,2.8,MALMO
2000-12-29,364,4.2,0.0,1.2,-0.1,2.7,MALMO
2000-12-30,365,1.5,0.0,0.8,-1.1,2.3,MALMO
2000-12-31,366,3.6,0.0,0.5,-0.8,1.5,MALMO
2001-01-01,367,4.0,1.12,0.7,-5.2,2.8,MALMO
2001-01-02,368,2.3,0.17,2.9,0.4,3.9,MALMO
2001-01-03,369,2.6,0.19,5.0,3.2,5.8,MALMO
2001-01-04,370,4.2,0.15,2.9,0.4,5.6,MALMO
2001-01-05,371,5.2,1.0,4.7,3.0,5.8,MALMO
2001-01-06,372,4.0,0.2,5.4,4.6,6.2,MALMO
2001-01-07,373,3.9,0.0,4.9,4.0,5.4,MALMO
2001-01-08,374,4.0,0.0,4.6,4.1,5.8,MALMO
2001-01-09,375,3.7,0.05,4.4,3.9,5.2,MALMO
2001-01-10,376,2.2,0.0,1.0,-0.4,4.1,MALMO
2001-01-11,377,2.8,0.0,1.0,-5.0,3.4,MALMO
2001-01-12,378,1.0,0.0,0.3,-3.9,2.9,MALMO
2001-01-13,379,1.2,0.0,0.1,-2.8,2.6,MALMO
2001-01-14,380,1.5,0.0,-0.4,-1.7,2.7,MALMO
2001-01-15,381,1.2,0.0,-1.7,-2.2,-0.5,MALMO
2001-01-16,382,1.0,0.0,-2.0,-2.8,-1.3,MALMO
2001-01-17,383,2.0,0.0,-0.2,-1.9,2.0,MALMO
2001-01-18,384,3.1,0.0,0.0,-1.6,0.8,MALMO
2001-01-19,385,2.8,0.05,0.4,-0.5,1.8,MALMO
2001-01-20,386,1.4,0.0,-0.1,-0.6,0.5,MALMO
2001-01-21,387,2.5,0.05,-0.3,-2.4,1.9,MALMO
2001-01-22,388,6.0,0.05,0.4,-0.3,1.6,MALMO
2001-01-23,389,5.2,0.2,1.2,-0.2,2.0,MALMO
2001-01-24,390,5.6,0.4,4.4,1.9,6.0,MALMO
2001-01-25,391,2.7,0.23,2.5,1.0,5.7,MALMO
2001-01-26,392,2.2,0.0,3.7,2.5,4.7,MALMO
2001-01-27,393,2.9,0.0,2.7,1.2,5.1,MALMO
2001-01-28,394,2.7,0.07,2.5,1.0,3.1,MALMO
2001-01-29,395,1.2,0.0,1.5,0.4,3.4,MALMO
2001-01-30,396,2.0,0.0,2.5,-0.6,3.3,MALMO
2001-01-31,397,0.6,0.0,0.8,-0.6,4.0,MALMO
2001-02-01,398,3.3,0.0,0.1,-1.9,1.9,MALMO
2001-02-02,399,2.8,0.0,-6.6,-9.3,-1.9,MALMO
2001-02-03,400,4.5,0.65,-8.9,-11.5,-5.3,MALMO
2001-02-04,401,3.3,0.2,-7.3,-10.4,-3.9,MALMO
2001-02-05,402,6.9,0.12,-4.4,-11.2,-2.2,MALMO
2001-02-06,403,3.5,0.47,3.5,-2.8,6.1,MALMO
2001-02-07,404,3.1,0.14,5.6,4.5,7.4,MALMO
2001-02-08,405,3.3,0.21,6.3,3.8,9.3,MALMO
2001-02-09,406,2.4,0.0,2.0,0.9,7.0,MALMO
