date,days,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2000-02-10,41,4.7,15.8,0.83,1.0197,0.62,0.11,3.1,5.2,3.3,7.4,KASSEL,2000
2000-02-11,42,1.9,10.2,0.72,1.0267,0.89,0.0,7.0,3.0,0.0,8.0,KASSEL,2000
2000-02-12,43,4.1,13.7,0.84,1.0232,0.95,0.54,8.0,1.8,-2.5,4.7,KASSEL,2000
2000-02-13,44,2.8,13.5,0.85,1.0167,0.65,0.49,4.4,3.0,1.3,6.9,KASSEL,2000
2000-02-14,45,2.7,9.8,0.69,1.0212,0.86,0.19,5.3,3.8,1.4,7.3,KASSEL,2000
2000-02-15,46,2.3,9.6,0.91,1.013,0.24,0.2,0.0,5.1,2.6,7.3,KASSEL,2000
2000-02-16,47,3.6,14.8,0.81,1.0009,0.7,0.42,3.4,1.6,-0.6,5.0,KASSEL,2000
2000-02-17,48,2.6,9.7,0.89,1.0051,0.63,0.22,1.7,0.3,-1.1,2.6,KASSEL,2000
2000-02-18,49,3.9,13.2,0.95,1.0059,0.27,0.33,0.0,0.5,-0.6,1.1,KASSEL,2000
2000-02-19,50,2.4,9.2,0.9,1.0044,0.47,0.55,1.2,3.0,0.9,6.2,KASSEL,2000
2000-02-20,51,2.9,12.4,0.89,1.0226,0.76,0.05,3.2,-0.6,-2.3,2.4,KASSEL,2000
2000-02-21,52,1.5,4.8,0.82,1.0292,0.75,0.03,3.1,-0.6,-4.9,3.8,KASSEL,2000
2000-02-22,53,2.5,7.6,0.82,1.0247,0.92,0.0,4.0,2.7,-0.6,7.5,KASSEL,2000
2000-02-23,54,2.6,5.9,0.9,1.0258,0.6,0.0,1.4,2.2,-1.4,5.1,KASSEL,2000
2000-02-24,55,3.7,11.2,0.92,1.0222,0.29,1.91,0.0,4.7,2.2,6.2,KASSEL,2000
2000-02-25,56,1.8,9.5,0.89,1.0218,0.5,0.39,1.0,2.4,0.7,5.5,KASSEL,2000
2000-02-26,57,2.2,6.2,0.8,1.0317,1.09,0.0,7.3,1.7,-0.6,7.4,KASSEL,2000
2000-02-27,58,3.8,13.4,0.77,1.0268,1.24,0.0,9.2,5.6,-4.0,10.0,KASSEL,2000
2000-02-28,59,4.2,14.6,0.71,1.0147,0.94,0.09,6.4,8.8,6.2,14.7,KASSEL,2000
2000-02-29,60,5.0,16.5,0.85,1.0113,0.66,0.75,1.2,5.6,2.8,8.2,KASSEL,2000
2000-03-01,61,2.9,13.0,0.9,1.0016,0.5,0.14,0.3,3.6,1.6,6.7,KASSEL,2000
2000-03-02,62,4.1,14.8,0.7,1.0171,0.87,0.13,2.7,3.6,1.7,6.0,KASSEL,2000
2000-03-03,63,5.0,16.1,0.91,1.0045,0.28,0.82,0.0,3.3,1.9,8.0,KASSEL,2000
2000-03-04,64,4.5,13.9,0.76,1.0158,1.09,0.12,5.6,0.5,-0.4,3.4,KASSEL,2000
2000-03-05,65,2.8,12.0,0.77,1.0293,0.8,0.0,1.3,1.0,-0.7,4.2,KASSEL,2000
2000-03-06,66,3.2,11.1,0.7,1.0277,1.0,0.0,3.8,4.9,-1.3,7.6,KASSEL,2000
2000-03-07,67,3.9,10.9,0.79,1.0209,0.55,0.0,0.4,8.1,4.3,9.5,KASSEL,2000
2000-03-08,68,3.3,11.0,0.91,1.017,0.34,1.15,0.0,10.1,7.6,11.4,KASSEL,2000
2000-03-09,69,5.1,17.6,0.81,1.0157,0.65,0.86,1.4,10.0,8.8,13.0,KASSEL,2000
2000-03-10,70,2.7,12.0,0.73,1.0232,1.23,0.28,3.9,5.2,2.7,8.8,KASSEL,2000
2000-03-11,71,3.5,16.3,0.84,1.014,0.65,0.28,0.9,7.2,5.4,10.0,KASSEL,2000
2000-03-12,72,1.3,8.1,0.79,1.025,0.52,0.01,0.1,5.4,3.1,8.1,KASSEL,2000
2000-03-13,73,1.9,7.5,0.75,1.0233,1.46,0.01,6.2,8.2,3.0,12.8,KASSEL,2000
2000-03-14,74,3.3,16.4,0.87,1.0167,0.43,1.07,0.1,6.4,3.4,11.0,KASSEL,2000
2000-03-15,75,4.4,16.8,0.75,1.0239,1.17,0.35,3.9,3.0,0.8,6.0,KASSEL,2000
2000-03-16,76,4.1,16.8,0.7,1.0243,1.01,0.01,2.1,6.2,3.2,8.3,KASSEL,2000
2000-03-17,77,4.4,15.4,0.94,1.0234,0.24,0.54,0.0,6.2,5.8,7.2,KASSEL,2000
2000-03-18,78,3.0,9.3,0.92,1.025,0.34,0.13,0.0,5.6,4.6,7.7,KASSEL,2000
2000-03-19,79,2.8,9.4,0.7,1.0306,1.56,0.0,7.0,5.1,3.8,9.0,KASSEL,2000
2000-03-20,80,1.6,7.2,0.71,1.0281,1.61,0.0,8.1,6.2,2.5,12.0,KASSEL,2000
2000-03-21,81,0.9,4.3,0.76,1.0232,1.56,0.0,7.0,5.8,0.0,12.5,KASSEL,2000
2000-03-22,82,2.1,6.0,0.69,1.0174,1.84,0.0,11.0,8.8,0.0,16.6,KASSEL,2000
2000-03-23,83,1.1,4.6,0.68,1.0142,1.56,0.16,8.6,9.6,2.5,16.1,KASSEL,2000
2000-03-24,84,2.2,8.9,0.83,1.0101,0.81,0.39,0.8,10.3,7.4,14.7,KASSEL,2000
2000-03-25,85,2.8,8.8,0.85,1.0132,0.84,0.1,0.9,9.2,6.7,12.8,KASSEL,2000
2000-03-26,86,1.8,8.7,0.91,1.0096,0.85,0.12,1.0,4.9,3.7,8.8,KASSEL,2000
2000-03-27,87,2.3,9.5,0.73,1.0084,1.57,0.03,5.9,6.9,1.6,11.6,KASSEL,2000
2000-03-28,88,3.0,9.0,0.92,1.0139,0.31,0.3,0.0,1.9,1.4,6.3,KASSEL,2000
2000-03-29,89,3.8,10.4,0.88,1.0129,0.27,0.02,0.0,6.0,1.8,6.8,KASSEL,2000
2000-03-30,90,3.7,10.0,0.8,1.007,0.31,0.0,0.0,6.4,5.6,8.0,KASSEL,2000
2000-03-31,91,1.2,5.6,0.88,1.0065,0.48,0.13,0.0,5.6,4.4,8.4,KASSEL,2000
2000-04-01,92,2.4,7.9,0.89,1.0053,0.84,0.13,0.4,4.9,1.9,9.0,KASSEL,2000
2000-04-02,93,2.2,8.2,0.75,1.0045,1.45,0.0,3.1,8.2,3.0,12.9,KASSEL,2000
2000-04-03,94,1.9,7.4,0.51,0.9939,2.14,0.0,10.8,12.8,4.7,19.0,KASSEL,2000
2000-04-04,95,3.1,13.8,0.6,0.991,1.92,0.0,7.9,12.0,10.5,16.3,KASSEL,2000
2000-04-05,96,3.7,11.5,0.69,1.0067,1.2,0.0,3.5,4.2,3.1,11.3,KASSEL,2000
2000-04-06,97,3.3,9.6,0.52,1.0262,2.37,0.0,12.3,5.3,-0.3,9.8,KASSEL,2000
2000-04-07,98,2.1,9.7,0.65,1.0307,2.05,0.0,8.0,6.1,-0.4,11.8,KASSEL,2000
2000-04-08,99,0.9,4.1,0.7,1.0244,1.7,0.0,6.3,7.2,-0.8,11.2,KASSEL,2000
2000-04-09,100,2.8,8.9,0.65,1.0153,1.53,0.0,5.2,7.2,4.6,11.6,KASSEL,2000
2000-04-10,101,2.4,7.9,0.63,1.011,1.87,0.0,6.0,6.8,1.3,12.1,KASSEL,2000
2000-04-11,102,1.5,8.2,0.59,0.998,2.09,0.13,9.2,8.6,-0.7,13.7,KASSEL,2000
2000-04-12,103,3.1,14.4,0.72,0.9923,1.31,0.27,3.8,5.3,2.1,10.6,KASSEL,2000
2000-04-13,104,4.3,14.6,0.74,0.9964,1.57,0.25,3.6,6.4,1.7,11.7,KASSEL,2000
2000-04-14,105,2.8,9.6,0.9,1.0006,0.7,0.14,0.0,6.0,4.6,8.6,KASSEL,2000
2000-04-15,106,2.5,10.1,0.83,0.9991,1.0,0.0,1.3,7.8,4.5,13.5,KASSEL,2000
2000-04-16,107,3.2,12.0,0.58,1.0013,2.39,0.0,8.3,10.0,4.2,16.8,KASSEL,2000
2000-04-17,108,2.8,12.4,0.69,1.0023,1.2,0.0,1.5,10.4,6.4,14.7,KASSEL,2000
2000-04-18,109,2.1,7.0,0.75,1.0103,1.03,0.68,0.0,10.4,7.4,12.7,KASSEL,2000
2000-04-19,110,1.2,4.0,0.86,1.0108,0.86,0.0,2.4,10.5,8.3,15.0,KASSEL,2000
2000-04-20,111,1.6,7.5,0.69,1.0157,2.51,0.0,12.3,13.0,4.7,19.8,KASSEL,2000
2000-04-21,112,1.9,7.9,0.6,1.0152,2.03,0.0,7.5,15.7,7.9,22.0,KASSEL,2000
2000-04-22,113,2.1,9.5,0.51,1.0124,2.36,0.0,10.3,19.4,10.3,26.4,KASSEL,2000
2000-04-23,114,2.0,8.4,0.6,1.0078,1.83,1.17,5.3,18.1,12.1,22.4,KASSEL,2000
2000-04-24,115,1.6,8.7,0.91,1.0117,0.42,0.23,0.0,9.4,7.4,17.3,KASSEL,2000
2000-04-25,116,1.1,4.4,0.72,1.0147,2.38,0.0,9.2,11.7,4.1,18.9,KASSEL,2000
2000-04-26,117,1.8,8.1,0.63,1.0108,2.62,0.0,13.0,16.8,7.3,23.7,KASSEL,2000
2000-04-27,118,2.1,9.1,0.58,1.0106,2.15,0.0,8.8,18.7,10.2,25.1,KASSEL,2000
2000-04-28,119,1.6,6.6,0.66,1.0062,1.37,0.0,0.0,18.7,14.4,21.3,KASSEL,2000
2000-04-29,120,1.8,7.3,0.88,1.0132,1.09,0.42,0.7,15.2,14.0,19.7,KASSEL,2000
2000-04-30,121,1.9,5.2,0.9,1.0201,0.99,0.01,0.3,14.8,12.7,17.3,KASSEL,2000
2000-05-01,122,2.8,9.2,0.83,1.0196,1.82,0.0,5.9,15.4,13.3,19.5,KASSEL,2000
2000-05-02,123,2.4,6.8,0.81,1.0193,1.4,0.0,2.9,17.0,12.8,21.5,KASSEL,2000
2000-05-03,124,2.2,6.0,0.56,1.0176,2.52,0.0,9.9,17.6,13.1,24.1,KASSEL,2000
2000-05-04,125,2.1,7.0,0.51,1.0178,2.68,0.0,11.1,16.7,10.7,24.0,KASSEL,2000
2000-05-05,126,1.9,7.0,0.46,1.0167,2.82,0.0,13.0,18.5,8.4,24.7,KASSEL,2000
2000-05-06,127,3.0,11.0,0.46,1.0152,2.88,0.0,13.1,19.4,12.9,25.0,KASSEL,2000
2000-05-07,128,2.1,8.0,0.49,1.0156,2.64,0.0,11.3,20.8,13.5,26.5,KASSEL,2000
2000-05-08,129,1.5,5.6,0.71,1.017,2.1,0.13,5.9,18.7,14.3,24.7,KASSEL,2000
2000-05-09,130,1.1,4.6,0.76,1.018,2.04,0.0,5.4,17.6,12.5,24.4,KASSEL,2000
2000-05-10,131,1.3,6.0,0.68,1.017,2.37,0.0,7.3,19.2,11.6,26.5,KASSEL,2000
2000-05-11,132,2.4,7.1,0.51,1.0172,2.7,0.0,12.7,20.4,14.7,26.5,KASSEL,2000
2000-05-12,133,3.1,9.3,0.51,1.0205,2.82,0.0,13.0,17.2,14.1,23.4,KASSEL,2000
2000-05-13,134,2.1,6.9,0.42,1.0238,3.13,0.0,13.9,16.3,9.2,22.6,KASSEL,2000
2000-05-14,135,1.2,5.5,0.42,1.0243,3.11,0.0,13.9,18.5,8.2,26.3,KASSEL,2000
2000-05-15,136,1.3,6.3,0.49,1.0208,3.14,0.0,14.0,19.2,8.5,27.3,KASSEL,2000
2000-05-16,137,1.9,7.7,0.54,1.0156,3.0,0.0,13.7,20.0,10.0,27.8,KASSEL,2000
2000-05-17,138,2.1,8.8,0.8,1.0115,1.59,0.55,5.9,14.5,11.9,24.0,KASSEL,2000
2000-05-18,139,2.5,11.5,0.87,1.0092,1.68,0.8,4.1,9.5,7.9,15.6,KASSEL,2000
2000-05-19,140,2.6,11.3,0.88,1.0084,1.67,1.03,3.4,9.1,6.7,14.4,KASSEL,2000
2000-05-20,141,1.8,9.3,0.81,1.0107,1.46,0.25,3.2,9.3,6.6,14.2,KASSEL,2000
2000-05-21,142,1.7,10.2,0.85,1.0098,1.5,0.72,4.6,10.1,4.7,14.7,KASSEL,2000
2000-05-22,143,1.2,5.9,0.87,1.0135,1.05,0.29,1.0,10.4,8.4,13.6,KASSEL,2000
2000-05-23,144,2.6,7.6,0.77,1.0198,1.94,0.01,3.6,13.0,7.2,17.5,KASSEL,2000
2000-05-24,145,2.5,8.3,0.81,1.0155,1.28,0.55,0.7,14.1,10.8,17.8,KASSEL,2000
2000-05-25,146,2.9,13.6,0.86,1.0119,1.1,0.14,1.4,12.6,9.9,17.0,KASSEL,2000
2000-05-26,147,2.0,7.9,0.6,1.016,2.81,0.0,10.4,15.1,5.4,19.9,KASSEL,2000
2000-05-27,148,3.0,10.5,0.62,1.0114,1.53,0.13,3.9,12.8,9.1,17.1,KASSEL,2000
2000-05-28,149,3.8,19.1,0.65,1.0072,1.55,0.04,2.9,11.4,7.5,16.9,KASSEL,2000
2000-05-29,150,2.9,12.8,0.75,1.0126,2.3,0.1,8.0,9.0,5.2,14.1,KASSEL,2000
2000-05-30,151,2.2,9.0,0.76,1.0156,2.08,0.0,5.0,10.1,4.1,15.2,KASSEL,2000
2000-05-31,152,1.5,5.5,0.62,1.0183,1.86,0.0,4.3,12.8,7.9,17.0,KASSEL,2000
2000-06-01,153,2.7,9.1,0.67,1.0218,2.16,0.0,2.8,16.5,8.5,20.9,KASSEL,2000
2000-06-02,154,2.6,9.6,0.62,1.0189,3.11,0.0,13.9,21.3,12.3,26.6,KASSEL,2000
2000-06-03,155,1.4,13.5,0.71,1.0186,2.64,4.13,8.0,19.2,13.7,28.9,KASSEL,2000
2000-06-04,156,2.1,8.1,0.75,1.0167,2.35,0.37,7.2,20.1,14.6,26.1,KASSEL,2000
2000-06-05,157,1.5,13.9,0.9,1.0152,1.48,1.15,3.8,16.6,15.1,23.4,KASSEL,2000
2000-06-06,158,2.1,8.9,0.76,1.0174,1.1,0.36,1.3,12.4,11.0,15.7,KASSEL,2000
2000-06-07,159,2.0,9.7,0.86,1.0214,1.57,0.16,3.3,11.0,9.6,15.3,KASSEL,2000
2000-06-08,160,1.2,5.7,0.69,1.022,3.06,0.0,10.7,14.8,6.7,21.0,KASSEL,2000
2000-06-09,161,2.0,7.0,0.56,1.0156,3.25,0.0,14.6,22.1,11.7,28.3,KASSEL,2000
2000-06-10,162,1.7,13.2,0.65,1.0134,2.68,0.0,10.8,22.9,14.4,29.8,KASSEL,2000
2000-06-11,163,2.4,8.8,0.82,1.0168,0.96,0.71,0.1,15.9,14.0,21.2,KASSEL,2000
2000-06-12,164,1.4,6.4,0.68,1.0249,3.09,0.0,12.8,17.6,10.3,23.9,KASSEL,2000
2000-06-13,165,1.8,8.7,0.64,1.0243,3.2,0.0,13.5,21.2,11.4,27.6,KASSEL,2000
2000-06-14,166,1.3,7.7,0.69,1.0227,1.9,0.05,4.8,19.9,16.1,23.9,KASSEL,2000
2000-06-15,167,2.4,10.2,0.7,1.0218,1.71,0.1,4.1,15.9,13.4,18.9,KASSEL,2000
2000-06-16,168,2.3,9.8,0.61,1.0271,2.55,0.0,9.0,11.6,8.1,16.4,KASSEL,2000
2000-06-17,169,1.3,6.7,0.53,1.0305,3.41,0.0,14.2,13.6,4.7,19.5,KASSEL,2000
2000-06-18,170,1.7,6.2,0.52,1.0269,3.22,0.0,13.4,19.9,6.4,27.1,KASSEL,2000
2000-06-19,171,1.9,7.0,0.47,1.0212,3.33,0.0,14.7,23.2,12.4,31.2,KASSEL,2000
2000-06-20,172,2.1,8.2,0.44,1.0157,3.34,0.0,14.9,25.4,14.6,32.6,KASSEL,2000
2000-06-21,173,2.6,8.4,0.53,1.0136,3.23,0.0,13.5,24.5,16.7,31.4,KASSEL,2000
2000-06-22,174,2.0,10.3,0.63,1.0152,2.19,0.1,5.1,19.0,17.2,24.1,KASSEL,2000
2000-06-23,175,2.4,11.9,0.68,1.017,2.25,0.69,4.7,15.8,12.6,20.2,KASSEL,2000
2000-06-24,176,2.0,9.6,0.78,1.0145,1.28,0.36,1.8,12.9,11.4,17.2,KASSEL,2000
2000-06-25,177,2.2,11.5,0.69,1.0168,1.68,0.11,2.2,13.3,9.7,17.1,KASSEL,2000
2000-06-26,178,2.6,9.5,0.67,1.0215,1.52,0.0,1.5,11.4,9.3,14.9,KASSEL,2000
2000-06-27,179,2.2,9.0,0.61,1.022,1.96,0.01,5.5,11.6,6.7,16.6,KASSEL,2000
2000-06-28,180,1.7,8.2,0.6,1.0189,1.89,0.0,3.3,12.4,5.1,15.5,KASSEL,2000
2000-06-29,181,1.5,6.6,0.69,1.019,1.23,0.0,1.5,11.2,8.2,15.8,KASSEL,2000
2000-06-30,182,1.4,8.1,0.69,1.0156,2.27,0.01,6.9,13.5,6.0,20.1,KASSEL,2000
2000-07-01,183,1.4,5.5,0.82,1.0116,1.38,0.05,1.2,15.9,8.3,21.8,KASSEL,2000
2000-07-02,184,1.2,7.7,0.86,1.0121,1.61,1.6,2.4,18.3,12.9,23.3,KASSEL,2000
2000-07-03,185,1.4,11.2,0.89,1.009,1.15,0.12,1.3,17.1,14.4,23.4,KASSEL,2000
2000-07-04,186,1.5,7.7,0.85,1.0064,1.17,1.17,0.3,16.9,13.1,21.8,KASSEL,2000
2000-07-05,187,2.1,10.0,0.77,1.0119,1.21,0.21,0.9,16.2,13.8,20.0,KASSEL,2000
2000-07-06,188,1.8,6.9,0.83,1.0191,1.23,0.0,2.7,15.3,12.5,19.6,KASSEL,2000
2000-07-07,189,2.8,8.5,0.8,1.0143,1.02,0.17,0.1,14.9,11.5,17.9,KASSEL,2000
2000-07-08,190,2.4,8.4,0.78,1.0142,1.02,0.0,0.0,11.9,9.3,14.9,KASSEL,2000
2000-07-09,191,3.3,10.5,0.85,1.0058,1.33,0.7,1.1,12.6,9.3,17.1,KASSEL,2000
2000-07-10,192,3.8,12.7,0.82,0.9944,1.84,0.32,4.4,14.2,11.8,18.8,KASSEL,2000
2000-07-11,193,3.3,12.4,0.77,0.9988,1.48,0.02,1.6,14.2,9.8,17.9,KASSEL,2000
2000-07-12,194,2.4,10.4,0.7,1.0116,1.52,0.0,1.5,11.8,10.2,17.3,KASSEL,2000
2000-07-13,195,3.4,9.4,0.84,1.0124,1.17,0.18,2.1,12.5,6.7,15.0,KASSEL,2000
2000-07-14,196,2.0,9.1,0.86,1.005,1.23,0.22,1.8,12.5,11.6,17.3,KASSEL,2000
2000-07-15,197,1.3,10.2,0.81,1.0082,1.17,0.44,1.0,11.8,9.5,15.7,KASSEL,2000
2000-07-16,198,0.9,6.5,0.8,1.013,1.62,0.02,1.6,13.6,9.1,18.0,KASSEL,2000
2000-07-17,199,1.4,7.2,0.77,1.018,1.07,0.0,0.8,14.0,9.9,17.7,KASSEL,2000
2000-07-18,200,1.7,6.4,0.78,1.0184,1.09,0.0,1.8,12.8,11.9,17.3,KASSEL,2000
2000-07-19,201,2.2,12.2,0.78,1.0177,1.02,0.04,0.7,13.8,8.6,18.0,KASSEL,2000
2000-07-20,202,2.2,8.2,0.64,1.0197,2.06,0.0,4.3,17.1,12.4,20.5,KASSEL,2000
2000-07-21,203,2.2,8.6,0.65,1.0212,1.62,0.0,4.8,15.4,11.8,20.8,KASSEL,2000
2000-07-22,204,1.2,6.4,0.85,1.0192,0.84,0.0,1.0,14.3,12.3,17.8,KASSEL,2000
2000-07-23,205,1.4,6.0,0.71,1.0152,2.45,0.0,7.6,18.0,11.1,24.4,KASSEL,2000
2000-07-24,206,1.6,5.6,0.85,1.0076,0.74,0.75,0.5,17.1,14.2,19.6,KASSEL,2000
2000-07-25,207,2.4,9.4,0.93,1.0049,0.56,1.32,0.1,15.6,13.2,18.6,KASSEL,2000
2000-07-26,208,1.4,6.0,0.79,1.0096,1.32,0.0,0.6,16.8,13.4,19.7,KASSEL,2000
2000-07-27,209,1.9,9.9,0.85,1.015,1.72,1.4,3.1,15.9,13.0,22.5,KASSEL,2000
2000-07-28,210,2.2,8.2,0.87,1.0127,0.76,0.06,0.3,14.9,13.8,17.2,KASSEL,2000
2000-07-29,211,1.7,7.2,0.9,1.0154,1.67,0.61,3.2,14.6,12.0,20.4,KASSEL,2000
2000-07-30,212,1.4,8.6,0.9,1.0211,1.27,0.76,2.3,15.8,12.5,20.1,KASSEL,2000
2000-07-31,213,1.6,5.7,0.81,1.0241,1.9,0.0,4.8,16.6,11.8,22.3,KASSEL,2000
2000-08-01,214,1.7,7.5,0.73,1.0204,2.68,0.0,10.7,19.3,10.9,26.4,KASSEL,2000
2000-08-02,215,2.1,8.1,0.73,1.0158,1.4,0.05,3.5,17.6,14.8,23.3,KASSEL,2000
2000-08-03,216,2.2,11.0,0.75,1.0179,1.95,0.08,4.7,15.9,11.3,22.4,KASSEL,2000
2000-08-04,217,1.3,8.1,0.82,1.0204,2.06,0.38,9.0,15.7,10.8,21.4,KASSEL,2000
2000-08-05,218,1.9,6.9,0.7,1.0229,2.85,0.0,12.4,17.6,10.3,23.8,KASSEL,2000
2000-08-06,219,1.5,6.3,0.67,1.0214,2.14,0.16,8.8,18.4,10.7,22.5,KASSEL,2000
2000-08-07,220,1.9,7.6,0.73,1.021,1.49,0.07,2.7,17.6,15.3,21.5,KASSEL,2000
2000-08-08,221,1.2,6.4,0.89,1.0204,1.18,0.51,1.6,15.8,13.5,19.8,KASSEL,2000
2000-08-09,222,1.0,4.3,0.78,1.021,1.71,0.0,4.1,17.7,12.6,23.3,KASSEL,2000
2000-08-10,223,2.1,10.0,0.82,1.0163,1.56,0.28,4.1,17.9,14.3,24.9,KASSEL,2000
2000-08-11,224,1.4,5.3,0.75,1.0158,1.64,0.0,2.9,17.4,14.4,23.2,KASSEL,2000
2000-08-12,225,1.0,6.4,0.63,1.0151,2.42,0.0,8.7,20.3,12.5,26.7,KASSEL,2000
2000-08-13,226,0.8,3.6,0.61,1.0183,2.62,0.0,12.7,21.0,12.0,29.1,KASSEL,2000
2000-08-14,227,1.5,7.7,0.6,1.019,2.51,0.0,12.0,22.9,12.9,30.3,KASSEL,2000
2000-08-15,228,1.8,12.1,0.77,1.019,1.5,0.73,3.2,19.8,16.7,27.5,KASSEL,2000
2000-08-16,229,1.8,7.9,0.77,1.0168,2.11,0.0,6.0,19.5,14.9,25.1,KASSEL,2000
2000-08-17,230,1.7,10.4,0.74,1.0128,2.2,0.0,8.4,19.2,15.0,26.7,KASSEL,2000
2000-08-18,231,1.1,4.6,0.72,1.015,1.82,2.61,6.3,19.8,14.2,25.2,KASSEL,2000
2000-08-19,232,2.0,9.7,0.9,1.0134,1.13,1.17,1.8,18.8,14.3,24.6,KASSEL,2000
2000-08-20,233,1.6,6.4,0.88,1.0131,1.42,0.85,4.6,18.4,16.5,24.0,KASSEL,2000
2000-08-21,234,2.3,9.0,0.85,1.014,1.56,0.01,3.2,15.3,13.7,19.8,KASSEL,2000
2000-08-22,235,1.1,3.8,0.8,1.0204,1.73,0.0,5.7,14.7,11.6,20.8,KASSEL,2000
