date,days,wind_speed,humidity,pressure,global_radiation,precipitation,temp_mean,temp_min,temp_max,city
2000-01-27,27,1.6,0.81,1.0302,0.86,0.02,0.1,-5.6,5.8,TOURS
2000-01-28,28,3.8,0.87,1.0237,0.82,0.0,2.8,-1.9,7.4,TOURS
2000-01-29,29,7.8,0.92,1.0173,0.1,0.1,7.4,4.3,10.4,TOURS
2000-01-30,30,7.0,0.88,1.0264,0.42,0.02,11.0,9.3,12.7,TOURS
2000-01-31,31,3.6,0.92,1.0289,0.23,0.0,9.3,8.5,10.1,TOURS
2000-02-01,32,2.6,0.96,1.0216,0.2,0.84,7.2,6.6,7.7,TOURS
2000-02-02,33,3.6,0.94,1.0241,0.13,0.26,8.2,5.9,10.4,TOURS
2000-02-03,34,1.2,0.87,1.0377,0.59,0.0,3.6,-0.8,8.0,TOURS
2000-02-04,35,2.0,0.86,1.0367,0.99,0.02,5.3,0.0,10.6,TOURS
2000-02-05,36,2.8,0.77,1.0295,0.95,0.0,8.3,0.7,15.9,TOURS
2000-02-06,37,4.6,0.94,1.0244,0.28,0.18,7.0,4.4,9.7,TOURS
2000-02-07,38,6.5,0.94,1.0221,0.27,0.48,8.4,5.5,11.4,TOURS
2000-02-08,39,7.4,0.89,1.019,0.14,1.06,11.3,10.3,12.3,TOURS
2000-02-09,40,3.6,0.81,1.0307,1.07,0.02,8.0,4.5,11.4,TOURS
2000-02-10,41,4.6,0.91,1.0239,0.38,0.5,6.0,1.7,10.4,TOURS
2000-02-11,42,2.1,0.83,1.0313,1.21,0.02,4.0,-0.6,8.7,TOURS
2000-02-12,43,5.1,0.87,1.0287,0.91,0.44,3.5,-1.8,8.8,TOURS
2000-02-13,44,4.8,0.97,1.0237,0.34,0.38,7.8,6.4,9.3,TOURS
2000-02-14,45,3.4,0.98,1.0239,0.36,0.24,8.8,6.5,11.1,TOURS
2000-02-15,46,5.1,0.91,1.0194,0.28,1.2,9.5,8.5,10.5,TOURS
2000-02-16,47,6.9,0.8,1.0135,0.62,0.1,5.4,3.0,7.9,TOURS
2000-02-17,48,5.4,0.76,1.0159,1.15,0.12,6.6,2.7,10.4,TOURS
2000-02-18,49,8.1,0.87,1.0125,0.38,0.1,9.0,5.5,12.6,TOURS
2000-02-19,50,4.9,0.86,1.0182,0.73,0.52,8.0,6.2,9.7,TOURS
2000-02-20,51,1.5,0.8,1.0301,1.43,0.0,4.2,-0.8,9.1,TOURS
2000-02-21,52,0.9,0.76,1.0295,1.16,0.0,3.8,-1.6,9.3,TOURS
2000-02-22,53,1.8,0.72,1.0257,1.16,0.0,5.4,-0.6,11.4,TOURS
2000-02-23,54,3.0,0.85,1.0264,0.49,0.0,6.8,4.4,9.3,TOURS
2000-02-24,55,4.5,0.93,1.0277,0.5,0.04,10.5,8.5,12.5,TOURS
2000-02-25,56,4.1,0.91,1.0296,0.34,0.0,8.8,7.8,9.9,TOURS
2000-02-26,57,1.8,0.93,1.0299,0.39,0.02,7.7,6.1,9.3,TOURS
2000-02-27,58,3.9,0.83,1.023,1.39,0.0,10.8,2.9,18.8,TOURS
2000-02-28,59,5.5,0.88,1.0203,0.39,0.78,9.8,7.9,11.6,TOURS
2000-02-29,60,7.1,0.91,1.0128,0.25,1.36,7.9,5.6,10.2,TOURS
2000-03-01,61,5.5,0.84,1.0143,0.9,0.26,7.6,5.2,10.0,TOURS
2000-03-02,62,4.6,0.78,1.0264,1.31,0.0,5.0,-0.1,10.0,TOURS
2000-03-03,63,7.1,0.89,1.0171,0.39,0.88,9.1,7.4,10.8,TOURS
2000-03-04,64,2.9,0.7,1.0284,1.58,0.0,4.7,1.3,8.1,TOURS
2000-03-05,65,2.4,0.65,1.0349,1.78,0.0,3.9,-1.6,9.4,TOURS
2000-03-06,66,2.0,0.64,1.0308,1.81,0.0,5.2,-0.7,11.1,TOURS
2000-03-07,67,1.1,0.7,1.0304,1.78,0.0,6.8,-1.7,15.3,TOURS
2000-03-08,68,2.6,0.69,1.032,1.72,0.0,9.6,2.6,16.6,TOURS
2000-03-09,69,3.8,0.84,1.0316,1.77,0.0,8.9,2.8,15.0,TOURS
2000-03-10,70,2.4,0.89,1.0305,0.74,0.0,10.4,8.6,12.2,TOURS
2000-03-11,71,2.9,0.8,1.0247,1.74,0.0,10.4,5.6,15.3,TOURS
2000-03-12,72,4.4,0.74,1.0247,1.81,0.0,9.4,5.5,13.3,TOURS
2000-03-13,73,3.0,0.72,1.0274,1.85,0.0,8.9,2.9,14.9,TOURS
2000-03-14,74,4.0,0.81,1.0279,1.42,0.0,10.5,4.2,16.9,TOURS
2000-03-15,75,3.5,0.72,1.0335,1.75,0.0,7.4,3.7,11.0,TOURS
2000-03-16,76,2.6,0.81,1.0342,1.53,0.0,5.4,0.0,10.8,TOURS
2000-03-17,77,3.4,0.78,1.0316,1.03,0.0,7.6,2.5,12.7,TOURS
2000-03-18,78,4.5,0.71,1.0313,0.69,0.0,9.0,7.4,10.7,TOURS
2000-03-19,79,4.8,0.73,1.03,1.25,0.0,7.2,3.0,11.3,TOURS
2000-03-20,80,6.0,0.66,1.0238,2.01,0.0,8.7,4.2,13.2,TOURS
2000-03-21,81,3.1,0.61,1.0187,2.07,0.0,8.9,1.1,16.7,TOURS
2000-03-22,82,2.9,0.59,1.0153,2.04,0.0,10.5,3.2,17.7,TOURS
2000-03-23,83,3.8,0.73,1.0097,1.08,0.3,12.4,9.1,15.7,TOURS
2000-03-24,84,5.0,0.82,1.012,0.93,0.4,11.4,8.6,14.2,TOURS
2000-03-25,85,3.8,0.86,1.0149,0.93,0.22,9.9,7.9,11.9,TOURS
2000-03-26,86,5.1,0.82,1.0111,1.3,0.54,7.8,4.0,11.7,TOURS
2000-03-27,87,2.6,0.88,1.01,0.89,0.56,6.1,2.9,9.3,TOURS
2000-03-28,88,4.4,0.84,1.0127,0.79,0.16,5.5,1.4,9.7,TOURS
2000-03-29,89,2.8,0.82,1.0117,0.73,0.0,5.0,3.6,6.5,TOURS
2000-03-30,90,2.4,0.82,1.0128,0.88,0.02,5.0,1.6,8.4,TOURS
2000-03-31,91,3.0,0.82,1.0075,1.72,0.16,6.5,0.5,12.5,TOURS
2000-04-01,92,4.2,0.82,1.0049,1.41,0.02,8.6,4.9,12.4,TOURS
2000-04-02,93,5.0,0.64,0.9931,1.94,0.04,10.6,3.3,18.0,TOURS
2000-04-03,94,3.6,0.82,0.9867,0.83,0.26,11.6,8.2,15.0,TOURS
2000-04-04,95,4.8,0.82,0.9932,1.14,0.06,8.8,4.5,13.2,TOURS
2000-04-05,96,3.6,0.85,1.0127,0.25,0.02,4.6,3.6,5.5,TOURS
2000-04-06,97,4.5,0.7,1.0255,1.47,0.0,6.2,4.1,8.4,TOURS
2000-04-07,98,5.9,0.57,1.0266,2.65,0.0,7.4,-0.2,15.1,TOURS
2000-04-08,99,5.1,0.58,1.0173,2.67,0.0,10.6,2.6,18.6,TOURS
2000-04-09,100,2.6,0.8,1.0065,0.87,0.12,8.6,4.0,13.3,TOURS
2000-04-10,101,5.2,0.69,1.006,2.11,0.0,11.4,7.0,15.9,TOURS
2000-04-11,102,5.2,0.77,0.9977,1.58,0.38,6.8,2.1,11.4,TOURS
2000-04-12,103,6.8,0.8,0.9947,1.7,0.18,6.8,2.4,11.3,TOURS
2000-04-13,104,6.2,0.78,0.9988,1.71,0.5,8.6,3.9,13.3,TOURS
2000-04-14,105,5.2,0.92,0.9963,0.56,0.68,8.2,5.2,11.3,TOURS
2000-04-15,106,8.1,0.73,0.998,1.29,0.3,9.4,7.0,11.9,TOURS
2000-04-16,107,4.9,0.82,0.9954,0.94,0.16,7.8,1.7,14.0,TOURS
2000-04-17,108,6.5,0.8,1.0046,1.88,0.3,10.0,6.4,13.5,TOURS
2000-04-18,109,5.8,0.81,1.0057,1.68,0.34,11.5,7.2,15.9,TOURS
2000-04-19,110,5.1,0.74,1.0119,2.4,0.0,11.3,6.3,16.3,TOURS
2000-04-20,111,3.6,0.79,1.0115,1.45,0.18,15.8,11.1,20.4,TOURS
2000-04-21,112,2.9,0.68,1.0139,2.21,0.54,14.2,9.2,19.2,TOURS
2000-04-22,113,2.8,0.93,1.0097,0.63,1.22,13.2,11.9,14.5,TOURS
2000-04-23,114,4.0,0.84,1.0127,1.57,0.22,11.8,8.9,14.8,TOURS
2000-04-24,115,3.4,0.72,1.0128,2.39,0.0,10.6,5.1,16.0,TOURS
2000-04-25,116,4.2,0.7,1.0071,1.88,0.56,16.3,11.4,21.3,TOURS
2000-04-26,117,3.9,0.87,1.0087,1.1,0.18,12.5,9.8,15.2,TOURS
2000-04-27,118,2.9,0.96,1.0074,0.36,1.76,10.0,8.4,11.5,TOURS
2000-04-28,119,3.9,0.89,1.0094,0.63,0.04,10.4,8.6,12.1,TOURS
2000-04-29,120,2.1,0.75,1.0157,2.66,0.02,11.5,4.5,18.5,TOURS
2000-04-30,121,4.1,0.74,1.0175,2.82,0.0,13.8,6.6,21.1,TOURS
2000-05-01,122,6.4,0.77,1.0165,2.44,0.4,17.7,12.1,23.2,TOURS
2000-05-02,123,6.0,0.88,1.0177,1.23,0.0,14.4,11.2,17.6,TOURS
2000-05-03,124,4.9,0.92,1.0177,0.63,0.0,12.8,11.1,14.6,TOURS
2000-05-04,125,5.5,0.9,1.0144,1.82,0.0,15.5,11.8,19.2,TOURS
2000-05-05,126,3.5,0.84,1.0095,1.88,0.04,18.0,12.7,23.4,TOURS
2000-05-06,127,2.9,0.8,1.0105,2.12,0.0,16.7,11.6,21.8,TOURS
2000-05-07,128,1.9,0.82,1.0131,2.27,0.1,17.8,12.8,22.9,TOURS
2000-05-08,129,2.2,0.78,1.0155,2.19,0.0,17.2,11.2,23.3,TOURS
2000-05-09,130,2.8,0.73,1.0144,2.61,0.86,19.0,13.6,24.4,TOURS
2000-05-10,131,3.4,0.84,1.0119,2.26,0.48,18.8,14.3,23.3,TOURS
2000-05-11,132,3.6,0.88,1.0136,1.68,0.38,16.8,14.2,19.5,TOURS
2000-05-12,133,1.9,0.77,1.0193,2.19,0.04,18.0,13.9,22.0,TOURS
2000-05-13,134,1.2,0.83,1.0206,1.62,0.02,17.2,13.5,20.8,TOURS
2000-05-14,135,1.9,0.76,1.0207,2.9,0.0,18.0,10.7,25.3,TOURS
2000-05-15,136,1.9,0.67,1.0172,3.04,0.0,20.8,14.2,27.4,TOURS
2000-05-16,137,4.1,0.82,1.0143,1.9,0.24,18.4,15.4,21.5,TOURS
2000-05-17,138,4.1,0.72,1.017,2.51,0.0,14.4,11.1,17.6,TOURS
2000-05-18,139,5.1,0.78,1.0136,1.69,0.12,13.0,9.1,16.9,TOURS
2000-05-19,140,5.1,0.77,1.0144,1.51,0.0,10.6,6.4,14.7,TOURS
2000-05-20,141,1.6,0.7,1.0136,2.61,0.0,12.3,6.6,18.0,TOURS
2000-05-21,142,5.1,0.77,1.0127,2.06,0.16,13.8,10.9,16.8,TOURS
2000-05-22,143,2.5,0.76,1.0198,1.63,0.0,11.6,6.0,17.1,TOURS
2000-05-23,144,3.1,0.74,1.0197,2.89,0.0,13.8,7.5,20.1,TOURS
2000-05-24,145,4.5,0.7,1.0167,2.54,0.12,16.3,10.4,22.2,TOURS
2000-05-25,146,4.2,0.76,1.0166,2.42,0.06,15.8,13.8,17.9,TOURS
2000-05-26,147,6.2,0.74,1.0117,1.84,0.0,14.2,7.9,20.6,TOURS
2000-05-27,148,6.8,0.66,1.0138,2.41,0.2,12.6,7.7,17.6,TOURS
2000-05-28,149,6.0,0.68,1.0114,2.53,0.02,13.6,10.5,16.8,TOURS
2000-05-29,150,3.5,0.7,1.0183,2.35,0.28,11.2,5.7,16.6,TOURS
2000-05-30,151,6.1,0.96,1.0137,0.56,0.92,13.2,10.8,15.7,TOURS
2000-05-31,152,2.9,0.85,1.02,1.7,0.18,15.6,12.3,18.8,TOURS
2000-06-01,153,2.8,0.85,1.0207,2.06,0.02,17.3,12.0,22.6,TOURS
2000-06-02,154,2.9,0.79,1.017,2.99,0.0,20.9,14.3,27.5,TOURS
2000-06-03,155,2.6,0.83,1.016,1.72,0.06,21.3,17.4,25.2,TOURS
2000-06-04,156,3.2,0.88,1.0185,1.22,1.42,16.6,14.1,19.0,TOURS
2000-06-05,157,3.6,0.93,1.0187,0.74,0.84,13.4,11.8,15.0,TOURS
2000-06-06,158,3.6,0.8,1.0244,2.75,0.0,14.3,10.4,18.2,TOURS
2000-06-07,159,2.2,0.72,1.0239,3.47,0.0,15.0,9.8,20.2,TOURS
2000-06-08,160,4.2,0.63,1.0119,3.52,0.0,17.9,9.5,26.3,TOURS
2000-06-09,161,3.9,0.81,1.0116,1.76,0.94,18.6,14.2,23.0,TOURS
2000-06-10,162,3.4,0.82,1.0185,1.53,0.0,14.6,11.6,17.6,TOURS
2000-06-11,163,2.9,0.78,1.0227,2.23,0.0,14.3,8.5,20.1,TOURS
2000-06-12,164,2.1,0.75,1.0281,3.28,0.02,15.8,8.3,23.2,TOURS
2000-06-13,165,2.9,0.77,1.0264,3.03,0.0,19.7,13.3,26.1,TOURS
2000-06-14,166,2.0,0.83,1.0267,2.47,0.02,19.6,14.5,24.6,TOURS
2000-06-15,167,1.9,0.75,1.0259,3.39,0.0,20.3,13.6,27.0,TOURS
2000-06-16,168,3.8,0.74,1.0248,3.39,0.0,20.2,14.1,26.2,TOURS
2000-06-17,169,4.8,0.6,1.0247,3.55,0.0,20.6,13.6,27.5,TOURS
2000-06-18,170,4.1,0.54,1.0198,3.56,0.0,22.0,12.5,31.6,TOURS
2000-06-19,171,3.1,0.56,1.0168,3.41,0.0,24.8,18.0,31.5,TOURS
2000-06-20,172,3.9,0.62,1.0137,3.05,0.0,23.4,17.8,29.0,TOURS
2000-06-21,173,4.5,0.71,1.0162,1.84,0.0,19.8,15.8,23.9,TOURS
2000-06-22,174,5.5,0.65,1.0195,2.32,0.0,17.6,13.3,22.0,TOURS
2000-06-23,175,4.5,0.71,1.0219,1.94,0.04,17.1,13.8,20.4,TOURS
2000-06-24,176,3.8,0.71,1.0209,1.65,0.06,15.4,12.2,18.6,TOURS
2000-06-25,177,1.6,0.78,1.0207,1.23,0.04,14.4,11.2,17.6,TOURS
2000-06-26,178,4.8,0.58,1.0221,3.42,0.0,16.2,10.5,21.9,TOURS
2000-06-27,179,5.8,0.5,1.0173,3.38,0.0,17.2,10.5,23.9,TOURS
2000-06-28,180,2.2,0.55,1.0175,2.99,0.0,19.0,13.5,24.5,TOURS
2000-06-29,181,2.2,0.64,1.0187,2.26,0.0,20.1,15.5,24.7,TOURS
2000-06-30,182,1.6,0.74,1.0134,2.59,0.0,19.9,13.9,25.9,TOURS
2000-07-01,183,3.1,0.75,1.0107,2.46,0.0,19.6,13.5,25.7,TOURS
2000-07-02,184,2.6,0.82,1.0102,1.9,0.42,18.8,13.7,23.8,TOURS
2000-07-03,185,2.6,0.74,1.0088,2.91,0.66,19.8,14.4,25.3,TOURS
2000-07-04,186,5.4,0.81,1.0094,2.16,0.42,18.3,14.4,22.3,TOURS
2000-07-05,187,4.5,0.7,1.0166,2.94,0.0,18.8,13.9,23.8,TOURS
2000-07-06,188,4.4,0.65,1.0138,2.94,0.0,19.2,11.8,26.7,TOURS
2000-07-07,189,4.8,0.8,1.0129,1.86,0.04,19.8,16.2,23.3,TOURS
2000-07-08,190,3.6,0.72,1.0199,2.26,0.02,14.6,8.5,20.7,TOURS
2000-07-09,191,6.0,0.95,1.0072,0.57,2.98,15.2,12.6,17.7,TOURS
2000-07-10,192,5.5,0.85,1.0012,1.8,0.58,16.4,12.3,20.4,TOURS
2000-07-11,193,3.6,0.88,1.0084,1.38,1.02,13.9,11.1,16.7,TOURS
2000-07-12,194,3.6,0.7,1.019,2.79,0.04,13.4,6.3,20.4,TOURS
2000-07-13,195,4.9,0.86,1.0165,1.25,0.04,17.2,13.2,21.1,TOURS
2000-07-14,196,5.9,0.77,1.0144,1.61,0.04,16.8,13.6,20.0,TOURS
2000-07-15,197,4.0,0.69,1.0154,2.61,0.0,15.4,10.9,20.0,TOURS
2000-07-16,198,2.1,0.71,1.0186,1.83,0.0,13.8,8.6,19.0,TOURS
2000-07-17,199,3.2,0.7,1.0193,2.79,0.02,14.4,7.5,21.2,TOURS
2000-07-18,200,3.1,0.64,1.0198,2.83,0.0,16.2,9.9,22.5,TOURS
2000-07-19,201,3.2,0.65,1.02,2.69,0.0,17.7,11.4,24.0,TOURS
2000-07-20,202,3.5,0.6,1.0207,3.0,0.0,19.2,12.1,26.2,TOURS
2000-07-21,203,6.4,0.56,1.0198,3.3,0.0,20.0,14.0,26.1,TOURS
2000-07-22,204,7.1,0.63,1.0132,2.76,0.0,19.9,13.5,26.3,TOURS
2000-07-23,205,2.8,0.76,1.0084,1.45,0.6,20.1,14.8,25.4,TOURS
2000-07-24,206,4.1,0.8,1.0066,1.6,0.0,19.6,15.6,23.6,TOURS
2000-07-25,207,1.4,0.9,1.007,1.14,0.6,17.2,14.0,20.3,TOURS
2000-07-26,208,3.9,0.81,1.0111,1.85,0.48,19.8,15.4,24.3,TOURS
2000-07-27,209,3.2,0.88,1.016,1.14,0.1,17.5,14.9,20.1,TOURS
2000-07-28,210,4.4,0.78,1.0181,2.44,0.0,20.1,15.6,24.6,TOURS
2000-07-29,211,4.0,0.75,1.021,1.95,0.0,18.0,13.7,22.2,TOURS
2000-07-30,212,1.6,0.73,1.0239,3.09,0.02,18.3,12.3,24.3,TOURS
2000-07-31,213,2.1,0.65,1.0217,3.16,0.0,20.0,12.4,27.6,TOURS
2000-08-01,214,2.9,0.65,1.0175,2.92,0.0,22.8,14.5,31.1,TOURS
2000-08-02,215,4.5,0.65,1.0206,2.52,0.0,19.6,14.8,24.4,TOURS
2000-08-03,216,3.9,0.78,1.0198,2.41,0.06,18.4,13.2,23.6,TOURS
2000-08-04,217,3.4,0.84,1.0224,1.4,0.28,17.2,13.4,21.0,TOURS
2000-08-05,218,3.5,0.73,1.0245,2.49,0.02,17.3,11.4,23.3,TOURS
2000-08-06,219,3.0,0.77,1.025,2.23,0.0,17.2,10.9,23.6,TOURS
2000-08-07,220,2.0,0.75,1.0237,2.2,0.0,19.7,13.1,26.3,TOURS
2000-08-08,221,1.8,0.74,1.0211,1.61,0.0,20.0,14.2,25.9,TOURS
2000-08-09,222,2.1,0.66,1.0195,2.6,0.0,22.4,15.4,29.5,TOURS
2000-08-10,223,1.8,0.69,1.0174,3.0,0.02,21.0,13.0,29.0,TOURS
2000-08-11,224,3.1,0.62,1.0135,2.7,0.0,23.1,15.4,30.8,TOURS
2000-08-12,225,3.6,0.7,1.0135,2.49,0.0,23.2,16.4,30.0,TOURS
2000-08-13,226,2.9,0.74,1.0172,2.42,0.0,22.8,16.6,28.9,TOURS
2000-08-14,227,4.4,0.73,1.0208,2.29,0.0,22.8,16.9,28.7,TOURS
2000-08-15,228,3.2,0.69,1.0215,2.66,0.0,22.2,18.2,26.2,TOURS
2000-08-16,229,2.0,0.68,1.0167,2.81,0.0,19.8,11.9,27.6,TOURS
2000-08-17,230,3.2,0.69,1.0153,2.18,0.0,20.8,15.1,26.5,TOURS
2000-08-18,231,1.8,0.66,1.0118,1.82,0.0,20.5,14.3,26.7,TOURS
2000-08-19,232,2.4,0.81,1.0127,0.91,1.08,19.0,15.3,22.8,TOURS
2000-08-20,233,2.5,0.92,1.0131,0.76,0.62,16.6,14.0,19.3,TOURS
2000-08-21,234,2.0,0.82,1.0167,1.48,0.02,15.3,10.7,19.9,TOURS
2000-08-22,235,4.0,0.71,1.0166,2.59,0.0,16.6,9.2,24.0,TOURS
2000-08-23,236,5.0,0.68,1.0164,2.43,0.0,20.8,13.4,28.2,TOURS
2000-08-24,237,4.4,0.6,1.0177,2.48,0.0,24.2,15.7,32.8,TOURS
2000-08-25,238,5.0,0.56,1.0125,2.18,0.0,26.2,18.0,34.4,TOURS
2000-08-26,239,4.6,0.8,1.0121,1.27,0.38,20.6,16.9,24.3,TOURS
2000-08-27,240,3.8,0.76,1.0191,2.06,0.0,19.0,14.8,23.3,TOURS
2000-08-28,241,3.0,0.7,1.021,2.05,0.0,17.5,12.3,22.7,TOURS
2000-08-29,242,1.5,0.68,1.018,2.28,0.0,17.7,10.6,24.8,TOURS
2000-08-30,243,4.5,0.81,1.0126,0.91,3.8,18.4,14.1,22.8,TOURS
2000-08-31,244,2.9,0.76,1.0113,2.37,0.0,18.2,12.6,23.8,TOURS
2000-09-01,245,5.5,0.77,1.0087,1.77,0.38,17.1,13.5,20.7,TOURS
2000-09-02,246,4.8,0.82,1.0124,1.18,0.36,16.8,13.5,20.1,TOURS
2000-09-03,247,2.4,0.84,1.0182,1.38,0.28,15.8,11.3,20.2,TOURS
2000-09-04,248,1.8,0.73,1.0238,2.16,0.0,13.6,7.5,19.7,TOURS
2000-09-05,249,1.4,0.71,1.0236,2.22,0.0,14.0,6.7,21.4,TOURS
2000-09-06,250,4.4,0.84,1.0172,0.95,0.02,17.2,13.4,21.0,TOURS
2000-09-07,251,2.1,0.71,1.019,2.27,0.0,17.8,13.1,22.5,TOURS
2000-09-08,252,2.2,0.72,1.0215,2.28,0.0,20.1,14.4,25.8,TOURS
2000-09-09,253,3.6,0.7,1.0222,2.28,0.0,20.7,14.2,27.2,TOURS
2000-09-10,254,3.0,0.7,1.019,2.29,0.0,22.1,14.9,29.3,TOURS
2000-09-11,255,2.1,0.7,1.0134,2.13,0.0,23.0,15.2,30.9,TOURS
2000-09-12,256,2.9,0.86,1.0137,0.98,0.0,19.0,16.4,21.5,TOURS
2000-09-13,257,1.1,0.82,1.0151,0.79,0.0,17.4,14.6,20.3,TOURS
2000-09-14,258,1.4,0.8,1.0157,1.14,0.0,18.8,15.4,22.1,TOURS
2000-09-15,259,4.6,0.78,1.0122,1.93,0.06,18.6,10.8,26.4,TOURS
2000-09-16,260,3.5,0.78,1.0163,1.55,0.02,15.8,10.9,20.6,TOURS
2000-09-17,261,1.5,0.8,1.0139,1.47,0.02,13.8,7.8,19.8,TOURS
2000-09-18,262,4.2,0.76,1.0057,1.56,0.32,15.1,8.3,21.9,TOURS
2000-09-19,263,3.6,0.92,0.9985,0.37,1.26,14.4,13.1,15.6,TOURS
2000-09-20,264,4.0,0.82,1.0076,1.5,0.04,13.9,9.0,18.8,TOURS
2000-09-21,265,3.9,0.83,1.0177,1.1,0.02,13.0,6.9,19.2,TOURS
2000-09-22,266,2.9,0.74,1.0207,1.5,0.0,19.6,14.3,24.8,TOURS
2000-09-23,267,4.0,0.69,1.0149,1.97,0.0,20.2,13.9,26.5,TOURS
2000-09-24,268,2.8,0.84,1.0175,0.65,0.02,15.6,12.7,18.6,TOURS
2000-09-25,269,1.5,0.76,1.0211,1.68,0.02,16.4,10.2,22.7,TOURS
2000-09-26,270,3.2,0.76,1.0176,1.67,0.0,18.2,10.7,25.6,TOURS
2000-09-27,271,3.6,0.77,1.0164,1.19,0.38,16.2,11.2,21.3,TOURS
2000-09-28,272,4.8,0.92,1.0041,0.29,0.56,15.8,15.1,16.5,TOURS
2000-09-29,273,3.0,0.88,1.0011,0.7,0.02,15.2,13.3,17.1,TOURS
2000-09-30,274,2.9,0.86,1.0059,1.13,0.04,14.6,10.7,18.4,TOURS
2000-10-01,275,3.9,0.88,1.0071,0.83,0.14,12.0,6.9,17.0,TOURS
2000-10-02,276,5.5,0.75,1.0154,0.73,0.0,13.0,10.0,16.1,TOURS
2000-10-03,277,1.6,0.72,1.0215,1.53,0.0,13.9,8.7,19.1,TOURS
2000-10-04,278,1.4,0.93,1.0205,0.46,1.7,14.5,12.4,16.6,TOURS
2000-10-05,279,3.0,0.89,1.0215,1.15,0.06,12.7,9.1,16.3,TOURS
2000-10-06,280,2.5,0.82,1.0269,1.42,0.0,10.2,4.4,16.0,TOURS
2000-10-07,281,2.6,0.79,1.0246,1.14,0.0,10.8,5.8,15.8,TOURS
2000-10-08,282,3.9,0.93,1.0185,0.49,0.42,13.2,11.2,15.3,TOURS
2000-10-09,283,6.0,0.85,1.0072,0.91,1.5,11.0,8.0,14.1,TOURS
2000-10-10,284,7.6,0.82,0.9942,0.96,1.22,10.8,7.3,14.4,TOURS
2000-10-11,285,5.8,0.83,0.9865,1.15,0.56,13.0,9.8,16.1,TOURS
2000-10-12,286,5.5,0.87,0.9968,0.78,0.1,12.2,8.7,15.7,TOURS
2000-10-13,287,1.9,0.92,1.012,0.86,0.04,11.0,7.0,15.0,TOURS
2000-10-14,288,0.8,0.93,1.0157,0.61,0.0,8.4,3.6,13.3,TOURS
2000-10-15,289,2.0,0.9,1.0089,0.45,0.78,11.0,8.3,13.6,TOURS
2000-10-16,290,2.6,0.96,1.0123,0.23,1.5,10.8,9.7,11.9,TOURS
2000-10-17,291,0.9,0.84,1.0252,1.39,0.02,10.4,4.9,15.8,TOURS
2000-10-18,292,4.1,0.95,1.0206,0.44,1.14,11.0,6.2,15.7,TOURS
2000-10-19,293,2.1,0.96,1.019,0.29,0.2,13.4,12.6,14.2,TOURS
2000-10-20,294,3.1,0.95,1.0127,0.21,1.1,14.7,13.4,16.0,TOURS
2000-10-21,295,2.6,0.9,1.0196,0.37,0.24,15.6,14.4,16.9,TOURS
